date,time,generated_at,run_id,commit,slip_type,n_legs,slip_hit_prob,slip_ev_mult,slip_payout_mult,slip_avg_fragility,player,dir,stat,line,tier,prop_id
2026-04-29,17:46:12,2026-04-29T17:45:51.248042-05:00,20260429_174549,a00e3fb9ba,windfall,4,0.134977716861235,0.7503264174033164,10.0,0.0068775375474562,Sandro Mamukelashvili,OVER,RA,3.5,GOBLIN,11767877
2026-04-29,17:46:12,2026-04-29T17:45:51.248042-05:00,20260429_174549,a00e3fb9ba,windfall,4,0.134977716861235,0.7503264174033164,10.0,0.0068775375474562,Jakob Poeltl,OVER,REB,5.0,STANDARD,11751910
2026-04-29,17:46:12,2026-04-29T17:45:51.248042-05:00,20260429_174549,a00e3fb9ba,windfall,4,0.134977716861235,0.7503264174033164,10.0,0.0068775375474562,Ausar Thompson,OVER,PRA,20.0,STANDARD,11724395
2026-04-29,17:46:12,2026-04-29T17:45:51.248042-05:00,20260429_174549,a00e3fb9ba,windfall,4,0.134977716861235,0.7503264174033164,10.0,0.0068775375474562,Sam Merrill,OVER,PA,9.5,DEMON,11717019
2026-04-29,17:46:12,2026-04-29T17:45:51.248042-05:00,20260429_174549,a00e3fb9ba,windfall,5,0.1021243217260602,0.7898832039270092,20.0,0.0057921354917562,Sandro Mamukelashvili,OVER,REB,2.5,GOBLIN,11767873
2026-04-29,17:46:12,2026-04-29T17:45:51.248042-05:00,20260429_174549,a00e3fb9ba,windfall,5,0.1021243217260602,0.7898832039270092,20.0,0.0057921354917562,Austin Reaves,OVER,FG3M,0.5,GOBLIN,11709420
2026-04-29,17:46:12,2026-04-29T17:45:51.248042-05:00,20260429_174549,a00e3fb9ba,windfall,5,0.1021243217260602,0.7898832039270092,20.0,0.0057921354917562,James Harden,OVER,RA,11.0,STANDARD,11770390
2026-04-29,17:46:12,2026-04-29T17:45:51.248042-05:00,20260429_174549,a00e3fb9ba,windfall,5,0.1021243217260602,0.7898832039270092,20.0,0.0057921354917562,Jamal Shead,OVER,RA,6.5,STANDARD,11702991
2026-04-29,17:46:12,2026-04-29T17:45:51.248042-05:00,20260429_174549,a00e3fb9ba,windfall,5,0.1021243217260602,0.7898832039270092,20.0,0.0057921354917562,Sam Merrill,OVER,PA,9.5,DEMON,11717019
2026-04-29,17:46:12,2026-04-29T17:45:51.248042-05:00,20260429_174549,a00e3fb9ba,demonhunter,3,0.0359313676585305,0.4869045621201556,6.0,0.0015159620540374,Desmond Bane,OVER,FG3M,3.5,DEMON,11724441
2026-04-29,17:46:12,2026-04-29T17:45:51.248042-05:00,20260429_174549,a00e3fb9ba,demonhunter,3,0.0359313676585305,0.4869045621201556,6.0,0.0015159620540374,Ja'Kobe Walter,OVER,PR,13.5,DEMON,11742974
2026-04-29,17:46:12,2026-04-29T17:45:51.248042-05:00,20260429_174549,a00e3fb9ba,demonhunter,3,0.0359313676585305,0.4869045621201556,6.0,0.0015159620540374,Brandon Ingram,OVER,REB,6.5,DEMON,11700718
2026-04-29,17:46:12,2026-04-29T17:45:51.248042-05:00,20260429_174549,a00e3fb9ba,demonhunter,4,0.0211627034843327,0.2935262039073273,10.0,0.0,Jamal Shead,OVER,RA,7.5,DEMON,11702988
2026-04-29,17:46:12,2026-04-29T17:45:51.248042-05:00,20260429_174549,a00e3fb9ba,demonhunter,4,0.0211627034843327,0.2935262039073273,10.0,0.0,Jaylon Tyson,OVER,PA,9.5,DEMON,11717011
2026-04-29,17:46:12,2026-04-29T17:45:51.248042-05:00,20260429_174549,a00e3fb9ba,demonhunter,4,0.0211627034843327,0.2935262039073273,10.0,0.0,Scottie Barnes,OVER,REB,7.5,DEMON,11702048
2026-04-29,17:46:12,2026-04-29T17:45:51.248042-05:00,20260429_174549,a00e3fb9ba,demonhunter,4,0.0211627034843327,0.2935262039073273,10.0,0.0,Josh Okogie,OVER,REB,3.5,DEMON,11735742
2026-04-29,17:46:12,2026-04-29T17:45:51.248042-05:00,20260429_174549,a00e3fb9ba,demonhunter,5,0.0095093545818652,0.2147727707354763,20.0,0.0,Goga Bitadze,OVER,AST,1.5,DEMON,11767179
2026-04-29,17:46:12,2026-04-29T17:45:51.248042-05:00,20260429_174549,a00e3fb9ba,demonhunter,5,0.0095093545818652,0.2147727707354763,20.0,0.0,Jakob Poeltl,OVER,AST,2.5,DEMON,11702950
2026-04-29,17:46:12,2026-04-29T17:45:51.248042-05:00,20260429_174549,a00e3fb9ba,demonhunter,5,0.0095093545818652,0.2147727707354763,20.0,0.0,Jamal Shead,OVER,PTS,7.5,DEMON,11712610
2026-04-29,17:46:12,2026-04-29T17:45:51.248042-05:00,20260429_174549,a00e3fb9ba,demonhunter,5,0.0095093545818652,0.2147727707354763,20.0,0.0,Jaylon Tyson,OVER,PR,12.5,DEMON,11742992
2026-04-29,17:46:12,2026-04-29T17:45:51.248042-05:00,20260429_174549,a00e3fb9ba,demonhunter,5,0.0095093545818652,0.2147727707354763,20.0,0.0,Cade Cunningham,OVER,FG3M,2.5,DEMON,11724405
2026-04-29,16:19:58,2026-04-29T16:19:52.346782-05:00,20260429_161950,4cf99171ca,system,3,0.3079679965707527,1.7622187776169562,6.0,0.011213224095372,Austin Reaves,OVER,FG3M,0.5,GOBLIN,11709420
2026-04-29,16:19:58,2026-04-29T16:19:52.346782-05:00,20260429_161950,4cf99171ca,system,3,0.3079679965707527,1.7622187776169562,6.0,0.011213224095372,Wendell Carter,OVER,PR,18.5,STANDARD,11724655
2026-04-29,16:19:58,2026-04-29T16:19:52.346782-05:00,20260429_161950,4cf99171ca,system,3,0.3079679965707527,1.7622187776169562,6.0,0.011213224095372,Sam Merrill,OVER,PRA,9.5,STANDARD,11717022
2026-04-29,16:19:58,2026-04-29T16:19:52.346782-05:00,20260429_161950,4cf99171ca,system,4,0.2356657696718149,1.5453888921374266,10.0,0.0116054037698139,Sam Merrill,OVER,RA,2.5,GOBLIN,11703083
2026-04-29,16:19:58,2026-04-29T16:19:52.346782-05:00,20260429_161950,4cf99171ca,system,4,0.2356657696718149,1.5453888921374266,10.0,0.0116054037698139,Austin Reaves,OVER,FG3M,0.5,GOBLIN,11709420
2026-04-29,16:19:58,2026-04-29T16:19:52.346782-05:00,20260429_161950,4cf99171ca,system,4,0.2356657696718149,1.5453888921374266,10.0,0.0116054037698139,Wendell Carter,OVER,PA,12.5,STANDARD,11724652
2026-04-29,16:19:58,2026-04-29T16:19:52.346782-05:00,20260429_161950,4cf99171ca,system,4,0.2356657696718149,1.5453888921374266,10.0,0.0116054037698139,Desmond Bane,OVER,REB,4.0,STANDARD,11751902
2026-04-29,16:19:58,2026-04-29T16:19:52.346782-05:00,20260429_161950,4cf99171ca,system,5,0.1982351728073995,1.6766134833265505,20.0,0.0041726284930854,Austin Reaves,OVER,FG3M,0.5,GOBLIN,11709420
2026-04-29,16:19:58,2026-04-29T16:19:52.346782-05:00,20260429_161950,4cf99171ca,system,5,0.1982351728073995,1.6766134833265505,20.0,0.0041726284930854,Sandro Mamukelashvili,OVER,AST,0.5,GOBLIN,11767852
2026-04-29,16:19:58,2026-04-29T16:19:52.346782-05:00,20260429_161950,4cf99171ca,system,5,0.1982351728073995,1.6766134833265505,20.0,0.0041726284930854,Jamal Shead,OVER,FG3M,0.5,GOBLIN,11702972
2026-04-29,16:19:58,2026-04-29T16:19:52.346782-05:00,20260429_161950,4cf99171ca,system,5,0.1982351728073995,1.6766134833265505,20.0,0.0041726284930854,Wendell Carter,OVER,PA,12.5,STANDARD,11724652
2026-04-29,16:19:58,2026-04-29T16:19:52.346782-05:00,20260429_161950,4cf99171ca,system,5,0.1982351728073995,1.6766134833265505,20.0,0.0041726284930854,Sam Merrill,OVER,PR,9.0,STANDARD,11715075
2026-04-29,16:19:58,2026-04-29T16:19:52.346782-05:00,20260429_161950,4cf99171ca,windfall,3,0.2587246280052727,0.6968772053818832,6.0,0.0078129836182199,Austin Reaves,OVER,REB,1.5,GOBLIN,11709788
2026-04-29,16:19:58,2026-04-29T16:19:52.346782-05:00,20260429_161950,4cf99171ca,windfall,3,0.2587246280052727,0.6968772053818832,6.0,0.0078129836182199,Sam Merrill,OVER,PRA,9.5,STANDARD,11717022
2026-04-29,16:19:58,2026-04-29T16:19:52.346782-05:00,20260429_161950,4cf99171ca,windfall,3,0.2587246280052727,0.6968772053818832,6.0,0.0078129836182199,Desmond Bane,OVER,FG3M,2.5,DEMON,11724440
2026-04-29,16:19:58,2026-04-29T16:19:52.346782-05:00,20260429_161950,4cf99171ca,windfall,4,0.1460770213649265,0.7506819060340286,10.0,0.0093459355867311,Jamal Shead,OVER,REB,1.5,GOBLIN,11715046
2026-04-29,16:19:58,2026-04-29T16:19:52.346782-05:00,20260429_161950,4cf99171ca,windfall,4,0.1460770213649265,0.7506819060340286,10.0,0.0093459355867311,Wendell Carter,OVER,PR,18.5,STANDARD,11724655
2026-04-29,16:19:58,2026-04-29T16:19:52.346782-05:00,20260429_161950,4cf99171ca,windfall,4,0.1460770213649265,0.7506819060340286,10.0,0.0093459355867311,Ja'Kobe Walter,UNDER,PR,10.5,STANDARD,11706043
2026-04-29,16:19:58,2026-04-29T16:19:52.346782-05:00,20260429_161950,4cf99171ca,windfall,4,0.1460770213649265,0.7506819060340286,10.0,0.0093459355867311,Sam Merrill,OVER,PA,9.5,DEMON,11717019
2026-04-29,16:19:58,2026-04-29T16:19:52.346782-05:00,20260429_161950,4cf99171ca,windfall,5,0.1030870025897072,0.7657477752500428,20.0,0.0068880167371019,Brandon Ingram,OVER,FG3M,0.5,GOBLIN,11702093
2026-04-29,16:19:58,2026-04-29T16:19:52.346782-05:00,20260429_161950,4cf99171ca,windfall,5,0.1030870025897072,0.7657477752500428,20.0,0.0068880167371019,Marcus Smart,OVER,REB,1.5,GOBLIN,11709877
2026-04-29,16:19:58,2026-04-29T16:19:52.346782-05:00,20260429_161950,4cf99171ca,windfall,5,0.1030870025897072,0.7657477752500428,20.0,0.0068880167371019,Jamal Shead,OVER,AST,4.5,STANDARD,11768231
2026-04-29,16:19:58,2026-04-29T16:19:52.346782-05:00,20260429_161950,4cf99171ca,windfall,5,0.1030870025897072,0.7657477752500428,20.0,0.0068880167371019,Jalen Suggs,OVER,PR,18.5,STANDARD,11724549
2026-04-29,16:19:58,2026-04-29T16:19:52.346782-05:00,20260429_161950,4cf99171ca,windfall,5,0.1030870025897072,0.7657477752500428,20.0,0.0068880167371019,Sam Merrill,OVER,PA,9.5,DEMON,11717019
2026-04-29,16:19:58,2026-04-29T16:19:52.346782-05:00,20260429_161950,4cf99171ca,demonhunter,3,0.0322256295279393,0.4878210246626303,6.0,0.0003142578800163,Sandro Mamukelashvili,OVER,REB,6.5,DEMON,11767872
2026-04-29,16:19:58,2026-04-29T16:19:52.346782-05:00,20260429_161950,4cf99171ca,demonhunter,3,0.0322256295279393,0.4878210246626303,6.0,0.0003142578800163,Jamal Shead,OVER,PA,14.5,DEMON,11710251
2026-04-29,16:19:58,2026-04-29T16:19:52.346782-05:00,20260429_161950,4cf99171ca,demonhunter,3,0.0322256295279393,0.4878210246626303,6.0,0.0003142578800163,Josh Okogie,OVER,AST,1.5,DEMON,11735731
2026-04-29,16:19:58,2026-04-29T16:19:52.346782-05:00,20260429_161950,4cf99171ca,demonhunter,4,0.0174054170767666,0.3222912802317749,10.0,0.0062883589898379,Ja'Kobe Walter,OVER,RA,5.5,DEMON,11702941
2026-04-29,16:19:58,2026-04-29T16:19:52.346782-05:00,20260429_161950,4cf99171ca,demonhunter,4,0.0174054170767666,0.3222912802317749,10.0,0.0062883589898379,Jakob Poeltl,OVER,REB,6.5,DEMON,11702961
2026-04-29,16:19:58,2026-04-29T16:19:52.346782-05:00,20260429_161950,4cf99171ca,demonhunter,4,0.0174054170767666,0.3222912802317749,10.0,0.0062883589898379,Donovan Mitchell,OVER,RA,9.5,DEMON,11700758
2026-04-29,16:19:58,2026-04-29T16:19:52.346782-05:00,20260429_161950,4cf99171ca,demonhunter,4,0.0174054170767666,0.3222912802317749,10.0,0.0062883589898379,Wendell Carter,OVER,AST,2.5,DEMON,11724641
2026-04-29,16:19:58,2026-04-29T16:19:52.346782-05:00,20260429_161950,4cf99171ca,demonhunter,5,0.0076088998860199,0.2434795806466012,20.0,0.0,Dean Wade,OVER,PRA,12.5,DEMON,11767224
2026-04-29,16:19:58,2026-04-29T16:19:52.346782-05:00,20260429_161950,4cf99171ca,demonhunter,5,0.0076088998860199,0.2434795806466012,20.0,0.0,Brandon Ingram,OVER,AST,4.5,DEMON,11700698
2026-04-29,16:19:58,2026-04-29T16:19:52.346782-05:00,20260429_161950,4cf99171ca,demonhunter,5,0.0076088998860199,0.2434795806466012,20.0,0.0,Jakob Poeltl,OVER,REB,6.5,DEMON,11702961
2026-04-29,16:19:58,2026-04-29T16:19:52.346782-05:00,20260429_161950,4cf99171ca,demonhunter,5,0.0076088998860199,0.2434795806466012,20.0,0.0,Jaylon Tyson,OVER,RA,5.5,DEMON,11714783
2026-04-29,16:19:58,2026-04-29T16:19:52.346782-05:00,20260429_161950,4cf99171ca,demonhunter,5,0.0076088998860199,0.2434795806466012,20.0,0.0,Goga Bitadze,OVER,RA,6.5,DEMON,11767206
2026-04-29,15:27:55,2026-04-29T15:27:43.549911-05:00,20260429_152741,60e28dc9f3,system,3,0.3079679965707527,1.7622187776169562,6.0,0.011213224095372,Austin Reaves,OVER,FG3M,0.5,GOBLIN,11709420
2026-04-29,15:27:55,2026-04-29T15:27:43.549911-05:00,20260429_152741,60e28dc9f3,system,3,0.3079679965707527,1.7622187776169562,6.0,0.011213224095372,Wendell Carter,OVER,PR,18.5,STANDARD,11724655
2026-04-29,15:27:55,2026-04-29T15:27:43.549911-05:00,20260429_152741,60e28dc9f3,system,3,0.3079679965707527,1.7622187776169562,6.0,0.011213224095372,Sam Merrill,OVER,PRA,9.5,STANDARD,11717022
2026-04-29,15:27:55,2026-04-29T15:27:43.549911-05:00,20260429_152741,60e28dc9f3,system,4,0.2356657696718149,1.5453888921374266,10.0,0.0116054037698139,Sam Merrill,OVER,RA,2.5,GOBLIN,11703083
2026-04-29,15:27:55,2026-04-29T15:27:43.549911-05:00,20260429_152741,60e28dc9f3,system,4,0.2356657696718149,1.5453888921374266,10.0,0.0116054037698139,Austin Reaves,OVER,FG3M,0.5,GOBLIN,11709420
2026-04-29,15:27:55,2026-04-29T15:27:43.549911-05:00,20260429_152741,60e28dc9f3,system,4,0.2356657696718149,1.5453888921374266,10.0,0.0116054037698139,Wendell Carter,OVER,PA,12.5,STANDARD,11724652
2026-04-29,15:27:55,2026-04-29T15:27:43.549911-05:00,20260429_152741,60e28dc9f3,system,4,0.2356657696718149,1.5453888921374266,10.0,0.0116054037698139,Desmond Bane,OVER,REB,4.0,STANDARD,11751902
2026-04-29,15:27:55,2026-04-29T15:27:43.549911-05:00,20260429_152741,60e28dc9f3,system,5,0.1982351728073995,1.6766134833265505,20.0,0.0041726284930854,Austin Reaves,OVER,FG3M,0.5,GOBLIN,11709420
2026-04-29,15:27:55,2026-04-29T15:27:43.549911-05:00,20260429_152741,60e28dc9f3,system,5,0.1982351728073995,1.6766134833265505,20.0,0.0041726284930854,Sandro Mamukelashvili,OVER,AST,0.5,GOBLIN,11767852
2026-04-29,15:27:55,2026-04-29T15:27:43.549911-05:00,20260429_152741,60e28dc9f3,system,5,0.1982351728073995,1.6766134833265505,20.0,0.0041726284930854,Jamal Shead,OVER,FG3M,0.5,GOBLIN,11702972
2026-04-29,15:27:55,2026-04-29T15:27:43.549911-05:00,20260429_152741,60e28dc9f3,system,5,0.1982351728073995,1.6766134833265505,20.0,0.0041726284930854,Wendell Carter,OVER,PA,12.5,STANDARD,11724652
2026-04-29,15:27:55,2026-04-29T15:27:43.549911-05:00,20260429_152741,60e28dc9f3,system,5,0.1982351728073995,1.6766134833265505,20.0,0.0041726284930854,Sam Merrill,OVER,PR,9.0,STANDARD,11715075
2026-04-29,15:27:55,2026-04-29T15:27:43.549911-05:00,20260429_152741,60e28dc9f3,windfall,3,0.2587246280052727,0.6968772053818832,6.0,0.0078129836182199,Austin Reaves,OVER,REB,1.5,GOBLIN,11709788
2026-04-29,15:27:55,2026-04-29T15:27:43.549911-05:00,20260429_152741,60e28dc9f3,windfall,3,0.2587246280052727,0.6968772053818832,6.0,0.0078129836182199,Sam Merrill,OVER,PRA,9.5,STANDARD,11717022
2026-04-29,15:27:55,2026-04-29T15:27:43.549911-05:00,20260429_152741,60e28dc9f3,windfall,3,0.2587246280052727,0.6968772053818832,6.0,0.0078129836182199,Desmond Bane,OVER,FG3M,2.5,DEMON,11724440
2026-04-29,15:27:55,2026-04-29T15:27:43.549911-05:00,20260429_152741,60e28dc9f3,windfall,4,0.1418615616826079,0.7523464912424043,10.0,0.0090170809404847,Sandro Mamukelashvili,OVER,RA,4.5,GOBLIN,11768623
2026-04-29,15:27:55,2026-04-29T15:27:43.549911-05:00,20260429_152741,60e28dc9f3,windfall,4,0.1418615616826079,0.7523464912424043,10.0,0.0090170809404847,Jakob Poeltl,OVER,RA,6.5,STANDARD,11710825
2026-04-29,15:27:55,2026-04-29T15:27:43.549911-05:00,20260429_152741,60e28dc9f3,windfall,4,0.1418615616826079,0.7523464912424043,10.0,0.0090170809404847,Wendell Carter,OVER,PR,18.5,STANDARD,11724655
2026-04-29,15:27:55,2026-04-29T15:27:43.549911-05:00,20260429_152741,60e28dc9f3,windfall,4,0.1418615616826079,0.7523464912424043,10.0,0.0090170809404847,Sam Merrill,OVER,PA,9.5,DEMON,11717019
2026-04-29,15:27:55,2026-04-29T15:27:43.549911-05:00,20260429_152741,60e28dc9f3,windfall,5,0.1058624893188776,0.7777585896781072,20.0,0.0124649562998706,Wendell Carter,OVER,PRA,18.5,GOBLIN,11728716
2026-04-29,15:27:55,2026-04-29T15:27:43.549911-05:00,20260429_152741,60e28dc9f3,windfall,5,0.1058624893188776,0.7777585896781072,20.0,0.0124649562998706,RJ Barrett,OVER,FG3M,0.5,GOBLIN,11700845
2026-04-29,15:27:55,2026-04-29T15:27:43.549911-05:00,20260429_152741,60e28dc9f3,windfall,5,0.1058624893188776,0.7777585896781072,20.0,0.0124649562998706,Ausar Thompson,OVER,PA,13.5,STANDARD,11724388
2026-04-29,15:27:55,2026-04-29T15:27:43.549911-05:00,20260429_152741,60e28dc9f3,windfall,5,0.1058624893188776,0.7777585896781072,20.0,0.0124649562998706,Scottie Barnes,OVER,AST,7.0,STANDARD,11704845
2026-04-29,15:27:55,2026-04-29T15:27:43.549911-05:00,20260429_152741,60e28dc9f3,windfall,5,0.1058624893188776,0.7777585896781072,20.0,0.0124649562998706,Sam Merrill,OVER,PA,9.5,DEMON,11717019
2026-04-29,15:27:55,2026-04-29T15:27:43.549911-05:00,20260429_152741,60e28dc9f3,demonhunter,3,0.0308574902249005,0.487839505280967,6.0,0.0003142578800163,Scottie Barnes,OVER,FG3M,1.5,DEMON,11700878
2026-04-29,15:27:55,2026-04-29T15:27:43.549911-05:00,20260429_152741,60e28dc9f3,demonhunter,3,0.0308574902249005,0.487839505280967,6.0,0.0003142578800163,Javonte Green,OVER,RA,4.5,DEMON,11737415
2026-04-29,15:27:55,2026-04-29T15:27:43.549911-05:00,20260429_152741,60e28dc9f3,demonhunter,3,0.0308574902249005,0.487839505280967,6.0,0.0003142578800163,Sandro Mamukelashvili,OVER,REB,6.5,DEMON,11767872
2026-04-29,15:27:55,2026-04-29T15:27:43.549911-05:00,20260429_152741,60e28dc9f3,demonhunter,4,0.0197933506356751,0.3010046204774226,10.0,0.0027106147674292,Brandon Ingram,OVER,RA,8.5,DEMON,11700724
2026-04-29,15:27:55,2026-04-29T15:27:43.549911-05:00,20260429_152741,60e28dc9f3,demonhunter,4,0.0197933506356751,0.3010046204774226,10.0,0.0027106147674292,Rui Hachimura,OVER,RA,5.5,DEMON,11717061
2026-04-29,15:27:55,2026-04-29T15:27:43.549911-05:00,20260429_152741,60e28dc9f3,demonhunter,4,0.0197933506356751,0.3010046204774226,10.0,0.0027106147674292,Josh Okogie,OVER,PR,7.5,DEMON,11759431
2026-04-29,15:27:55,2026-04-29T15:27:43.549911-05:00,20260429_152741,60e28dc9f3,demonhunter,4,0.0197933506356751,0.3010046204774226,10.0,0.0027106147674292,Sandro Mamukelashvili,OVER,PTS,8.5,DEMON,11767859
2026-04-29,15:27:55,2026-04-29T15:27:43.549911-05:00,20260429_152741,60e28dc9f3,demonhunter,5,0.007799974924946,0.24489003802188,20.0,0.0,Jaylon Tyson,OVER,PR,11.5,DEMON,11717959
2026-04-29,15:27:55,2026-04-29T15:27:43.549911-05:00,20260429_152741,60e28dc9f3,demonhunter,5,0.007799974924946,0.24489003802188,20.0,0.0,Jakob Poeltl,OVER,PTS,7.5,DEMON,11705587
2026-04-29,15:27:55,2026-04-29T15:27:43.549911-05:00,20260429_152741,60e28dc9f3,demonhunter,5,0.007799974924946,0.24489003802188,20.0,0.0,Evan Mobley,OVER,AST,3.5,DEMON,11700761
2026-04-29,15:27:55,2026-04-29T15:27:43.549911-05:00,20260429_152741,60e28dc9f3,demonhunter,5,0.007799974924946,0.24489003802188,20.0,0.0,Jamal Shead,OVER,PA,12.5,DEMON,11728736
2026-04-29,15:27:55,2026-04-29T15:27:43.549911-05:00,20260429_152741,60e28dc9f3,demonhunter,5,0.007799974924946,0.24489003802188,20.0,0.0,Josh Okogie,OVER,PRA,9.5,DEMON,11735738
2026-04-29,14:32:52,2026-04-29T14:32:51.747525-05:00,20260429_143251,e45c502284,system,3,0.2927040079167603,1.740260196026837,6.0,0.0085315780468874,Sam Merrill,OVER,FG3M,0.5,GOBLIN,11703574
2026-04-29,14:32:52,2026-04-29T14:32:51.747525-05:00,20260429_143251,e45c502284,system,3,0.2927040079167603,1.740260196026837,6.0,0.0085315780468874,Wendell Carter,OVER,RA,10.0,STANDARD,11770389
2026-04-29,14:32:52,2026-04-29T14:32:51.747525-05:00,20260429_143251,e45c502284,system,3,0.2927040079167603,1.740260196026837,6.0,0.0085315780468874,Austin Reaves,OVER,FG3M,1.5,STANDARD,11711054
2026-04-29,14:32:52,2026-04-29T14:32:51.747525-05:00,20260429_143251,e45c502284,system,4,0.2356997206386377,1.5449368863581845,10.0,0.0057406360619689,Austin Reaves,OVER,REB,1.5,GOBLIN,11709788
2026-04-29,14:32:52,2026-04-29T14:32:51.747525-05:00,20260429_143251,e45c502284,system,4,0.2356997206386377,1.5449368863581845,10.0,0.0057406360619689,James Harden,OVER,FG3M,1.5,GOBLIN,11700787
2026-04-29,14:32:52,2026-04-29T14:32:51.747525-05:00,20260429_143251,e45c502284,system,4,0.2356997206386377,1.5449368863581845,10.0,0.0057406360619689,Wendell Carter,OVER,PRA,20.5,STANDARD,11724768
2026-04-29,14:32:52,2026-04-29T14:32:51.747525-05:00,20260429_143251,e45c502284,system,4,0.2356997206386377,1.5449368863581845,10.0,0.0057406360619689,Sam Merrill,OVER,PTS,7.0,STANDARD,11710104
2026-04-29,14:32:52,2026-04-29T14:32:51.747525-05:00,20260429_143251,e45c502284,system,5,0.186613144779423,1.6416676727722286,20.0,0.0053494976425343,Jakob Poeltl,OVER,AST,0.5,GOBLIN,11702949
2026-04-29,14:32:52,2026-04-29T14:32:51.747525-05:00,20260429_143251,e45c502284,system,5,0.186613144779423,1.6416676727722286,20.0,0.0053494976425343,Sandro Mamukelashvili,OVER,AST,0.5,GOBLIN,11767852
2026-04-29,14:32:52,2026-04-29T14:32:51.747525-05:00,20260429_143251,e45c502284,system,5,0.186613144779423,1.6416676727722286,20.0,0.0053494976425343,Sam Merrill,OVER,FG3M,0.5,GOBLIN,11703574
2026-04-29,14:32:52,2026-04-29T14:32:51.747525-05:00,20260429_143251,e45c502284,system,5,0.186613144779423,1.6416676727722286,20.0,0.0053494976425343,Wendell Carter,OVER,PA,12.5,STANDARD,11724652
2026-04-29,14:32:52,2026-04-29T14:32:51.747525-05:00,20260429_143251,e45c502284,system,5,0.186613144779423,1.6416676727722286,20.0,0.0053494976425343,Desmond Bane,OVER,REB,4.0,STANDARD,11751902
