team,forced_out,player,stat,games_used,rate_mean,role_ctx_mult,rate_mean_ctx,role_ctx_reason,role_ctx_removed_budget,role_ctx_redistributed,role_ctx_weight,role_ctx_bump,role_ctx_outs_used_pattern
CLE,Donovan Mitchell,Darius Garland,AST,20,0.22190327984356198,1.0427776651854699,0.2313957840522675,ok,5.15,4.3775,0.06791656722764494,0.29730477303901576,0.0
CLE,Donovan Mitchell,Lonzo Ball,AST,20,0.15750999490705372,1.041092613533501,0.163982492255433,ok,5.15,4.3775,0.045528081242142804,0.19929917563748015,0.0
CLE,Donovan Mitchell,James Harden,AST,20,0.2393682339139581,1.0361281749515767,0.24801617134665152,ok,5.15,4.3775,0.0715273214346843,0.31311084958033053,0.0
CLE,Donovan Mitchell,Donovan Mitchell,AST,20,0.19894593361494145,1.0,0.19894593361494145,player_is_out,,,,,
CLE,Donovan Mitchell,Miller Kopp,AST,2,0.0,1.0,0.0,bad_base_mean,,,,,
CLE,Donovan Mitchell,Norchad Omier,AST,1,0.0,1.0,0.0,bad_base_mean,,,,,
CLE,Donovan Mitchell,Keon Ellis,PTS,20,0.25531946605757855,1.2350125142960333,0.3153227357244908,ok,28.15,25.335,0.0463809974928031,1.1750625714801666,0.0
CLE,Donovan Mitchell,Dean Wade,PTS,20,0.26776207570679084,1.2273284501496748,0.3286320133860755,ok,28.15,25.335,0.05069689138921108,1.2844057433456628,0.0
CLE,Donovan Mitchell,Lonzo Ball,PTS,20,0.19027713054918935,1.2116429244531537,0.2305479389151743,ok,28.15,25.335,0.045528081242142804,1.153453938269688,0.0
CLE,Donovan Mitchell,Craig Porter Jr.,PTS,20,0.21093308513492168,1.1907289474478795,0.25116413044463926,ok,28.15,25.335,0.04027629243521433,1.020399868846155,0.0
CLE,Donovan Mitchell,Thomas Bryant,PTS,20,0.5784324392927334,1.1815386450065701,0.6834402805497813,ok,28.15,25.335,0.02328796511826931,0.5900005962713529,0.0
CLE,Donovan Mitchell,Larry Nance Jr.,PTS,20,0.28985695006747636,1.1759712440325776,0.3408634381623389,ok,28.15,25.335,0.030214127157754574,0.7654749115417121,0.0
CLE,Donovan Mitchell,Luke Travers,PTS,16,0.3470643939393939,1.1698885645513493,0.40602666563264156,ok,28.15,25.335,0.020955269951567667,0.5309017642229669,0.0
CLE,Donovan Mitchell,Chris Livingston,PTS,5,0.6636363636363637,1.1510120573789773,0.7638534562605941,ok,28.15,25.335,0.017881830358671073,0.45303617213693165,0.0
CLE,Donovan Mitchell,Killian Hayes,PTS,3,0.29365079365079366,1.1510120573789773,0.3379956041509695,ok,28.15,25.335,0.0238424404782281,0.6040482295159089,0.0
CLE,Donovan Mitchell,Dennis Schröder,PTS,20,0.4887543315683559,1.14912440666174,0.5616395312668424,ok,28.15,25.335,0.04414576869796921,1.11843304996305,0.0
CLE,Donovan Mitchell,Jaylon Tyson,PTS,20,0.4953509679713905,1.1458325880139968,0.5675892816058968,ok,28.15,25.335,0.06130321935461079,1.5531170623490644,0.0
CLE,Donovan Mitchell,Nae'Qwan Tomlin,PTS,20,0.3504682452998883,1.1447671978633052,0.4012045511120226,ok,28.15,25.335,0.03799888951217603,0.9627018657909798,0.0
CLE,Donovan Mitchell,Tristan Enaruna,PTS,5,0.43714285714285717,1.1415738037927912,0.4990308342294202,ok,28.15,25.335,0.017881830358671073,0.45303617213693165,0.0
CLE,Donovan Mitchell,Chaney Johnson,PTS,1,0.5714285714285714,1.1132590430342328,0.6361480245909902,ok,28.15,25.335,0.017881830358671073,0.45303617213693165,0.0
CLE,Donovan Mitchell,Jarrett Allen,PTS,20,0.5267102829010627,1.108963371651806,0.584102411209639,ok,28.15,25.335,0.06064272904244973,1.536383540290464,0.0
CLE,Donovan Mitchell,Tyrese Proctor,PTS,20,0.5063143338143338,1.1067196275583189,0.5603480109464378,ok,28.15,25.335,0.024431570548184317,0.6189738398382497,0.0
CLE,Donovan Mitchell,Sam Merrill,PTS,20,0.5323834449110014,1.1044949504184887,0.5880148265906007,ok,28.15,25.335,0.05629982526987846,1.4263560732123708,0.0
CLE,Donovan Mitchell,Evan Mobley,PTS,20,0.5046131759484054,1.102754760806081,0.5564645821425807,ok,28.15,25.335,0.07361353497652925,1.8649989086303687,0.0
CLE,Donovan Mitchell,Darius Garland,PTS,20,0.6137463838960432,1.1009188405109904,0.6756849573266451,ok,28.15,25.335,0.06791656722764494,1.7206662307123846,0.0
CLE,Donovan Mitchell,James Harden,PTS,20,0.6774735897439799,1.0937316218214341,0.740974288051872,ok,28.15,25.335,0.0715273214346843,1.8121446885477266,0.0
CLE,Donovan Mitchell,De'Andre Hunter,PTS,20,0.4987442479254135,1.0841117044901127,0.5406944767230594,ok,28.15,25.335,0.05743566164116633,1.4551324876789489,0.0
CLE,Donovan Mitchell,Miller Kopp,PTS,2,0.8571428571428572,1.0755060286894886,0.921862310305276,ok,28.15,25.335,0.017881830358671073,0.45303617213693165,0.0
CLE,Donovan Mitchell,Norchad Omier,PTS,1,0.8571428571428571,1.0755060286894886,0.9218623103052759,ok,28.15,25.335,0.017881830358671073,0.45303617213693165,0.0
CLE,Donovan Mitchell,Donovan Mitchell,PTS,20,0.8485231668864326,1.0,0.8485231668864326,player_is_out,,,,,
CLE,Donovan Mitchell,Killian Hayes,REB,3,0.023809523809523808,1.2887915602925377,0.030685513340298516,ok,4.25,4.0375,0.0238424404782281,0.09626385343084594,0.0
CLE,Donovan Mitchell,Darius Garland,REB,20,0.0739758562822757,1.1034766566723082,0.08163063056483676,ok,4.25,4.0375,0.06791656722764494,0.2742131401816164,0.0
CLE,Donovan Mitchell,Sam Merrill,REB,20,0.10609432272116212,1.094712726886306,0.11614280533323915,ok,4.25,4.0375,0.05629982526987846,0.22731054452713426,0.0
CLE,Donovan Mitchell,Tyrese Proctor,REB,20,0.08752344877344877,1.0896749691711765,0.09537211134396283,ok,4.25,4.0375,0.024431570548184317,0.09864246608829418,0.0
CLE,Donovan Mitchell,Chris Livingston,REB,5,0.1292207792207792,1.0721978900731344,0.13855024683412578,ok,4.25,4.0375,0.017881830358671073,0.07219789007313446,0.0
CLE,Donovan Mitchell,Dennis Schröder,REB,20,0.10362848138424455,1.0712954164472204,0.11101671712032729,ok,4.25,4.0375,0.04414576869796921,0.17823854111805068,0.0
CLE,Donovan Mitchell,Keon Ellis,REB,20,0.0998523081961213,1.057619469962213,0.10560574526888535,ok,4.25,4.0375,0.0463809974928031,0.18726327737719248,0.0
CLE,Donovan Mitchell,Jaylon Tyson,REB,20,0.1864674735648588,1.0575608716614513,0.19720070387976069,ok,4.25,4.0375,0.06130321935461079,0.24751174814424104,0.0
CLE,Donovan Mitchell,Nae'Qwan Tomlin,REB,20,0.17431503288178318,1.0557892786928766,0.18403994283158295,ok,4.25,4.0375,0.03799888951217603,0.1534205164054107,0.0
CLE,Donovan Mitchell,James Harden,REB,20,0.12843057983508802,1.0541484175548508,0.13538489249880997,ok,4.25,4.0375,0.0715273214346843,0.28879156029253783,0.0
CLE,Donovan Mitchell,Dean Wade,REB,20,0.1881669484472862,1.0531658958399843,0.19817101282896232,ok,4.25,4.0375,0.05069689138921108,0.2046886989839397,0.0
CLE,Donovan Mitchell,De'Andre Hunter,REB,20,0.16701508121248657,1.0521115694103842,0.175718499209672,ok,4.25,4.0375,0.05743566164116633,0.23189648387620904,0.0
CLE,Donovan Mitchell,Craig Porter Jr.,REB,20,0.17581858797956998,1.0516239780022787,0.184895042897819,ok,4.25,4.0375,0.04027629243521433,0.16261553070717782,0.0
CLE,Donovan Mitchell,Tristan Enaruna,REB,5,0.2757142857142857,1.0515699214808103,0.2899328497797091,ok,4.25,4.0375,0.017881830358671073,0.07219789007313446,0.0
CLE,Donovan Mitchell,Miller Kopp,REB,2,0.21428571428571427,1.048131926715423,0.22459969858187634,ok,4.25,4.0375,0.017881830358671073,0.07219789007313446,0.0
CLE,Donovan Mitchell,Thomas Bryant,REB,20,0.24506029754559164,1.045865931300006,0.2563002163171768,ok,4.25,4.0375,0.02328796511826931,0.09402515916501232,0.0
CLE,Donovan Mitchell,Lonzo Ball,REB,20,0.20201480668024785,1.0437665780988457,0.21085630349394213,ok,4.25,4.0375,0.045528081242142804,0.18381962801515156,0.0
CLE,Donovan Mitchell,Luke Travers,REB,16,0.20385101010101012,1.0398150129079784,0.21196734069948628,ok,4.25,4.0375,0.020955269951567667,0.08460690242945444,0.0
CLE,Donovan Mitchell,Larry Nance Jr.,REB,20,0.18427425936636463,1.038726837587122,0.19141061868033302,ok,4.25,4.0375,0.030214127157754574,0.12198953839943408,0.0
CLE,Donovan Mitchell,Evan Mobley,REB,20,0.2598319360321083,1.0353826961271115,0.2690254904688515,ok,4.25,4.0375,0.07361353497652925,0.29721464746773685,0.0
CLE,Donovan Mitchell,Jarrett Allen,REB,20,0.31707206114512754,1.0322164498038016,0.32728699728719746,ok,4.25,4.0375,0.06064272904244973,0.24484501850889076,0.0
CLE,Donovan Mitchell,Norchad Omier,REB,1,0.5714285714285714,1.0180494725182836,0.5817425557247334,ok,4.25,4.0375,0.017881830358671073,0.07219789007313446,0.0
CLE,Donovan Mitchell,Donovan Mitchell,REB,20,0.1365940141390332,1.0,0.1365940141390332,player_is_out,,,,,
CLE,Donovan Mitchell,Chaney Johnson,REB,1,0.0,1.0,0.0,bad_base_mean,,,,,
