n_legs,legs,hit_prob,payout_mult,kernel_mult,payout_mult_eff,ev_mult,atlas_power_mult,pricing_engine,avg_p,avg_fragility,slip_key,pen_team,pen_family,pen_frag,pen_total,role_ctx_bonus,role_ctx_on_legs,role_ctx_on_share,score_adj,players,beam_selected,leg_1,leg_2,leg_3,q_leg_count,q_players
3,Coby White OVER PRA 17.5 (GOBLIN) [id:10645581] | Tristan Silva UNDER PR 16.5 (STANDARD) [id:10646713] | Tyler Herro OVER PR 29.5 (DEMON) [id:10644591],0.1929422501465592,6.0,1.0,6.0,1.1576535008793551,6.0,atlas,0.5837220009745077,0.05359420301434653,Coby White OVER PRA 17.5 (GOBLIN) [id:10645581] | Tristan Silva UNDER PR 16.5 (STANDARD) [id:10646713] | Tyler Herro OVER PR 29.5 (DEMON) [id:10644591],0.0,0.0,0.0,0.0,0.0,0,0.0,1.1576535008793551,"['coby white', 'tristan silva', 'tyler herro']",1,Coby White OVER PRA 17.5 (GOBLIN) [id:10645581],Tristan Silva UNDER PR 16.5 (STANDARD) [id:10646713],Tyler Herro OVER PR 29.5 (DEMON) [id:10644591],0,
3,Brandon Miller OVER PR 19.5 (GOBLIN) [id:10644461] | Moussa Diabaté UNDER PRA 20.5 (STANDARD) [id:10644056] | Ryan Kalkbrenner OVER PRA 19.5 (DEMON) [id:10650511],0.16538366361343793,6.0,1.0,6.0,0.9923019816806276,6.0,atlas,0.5516616072250308,0.05583954356935957,Brandon Miller OVER PR 19.5 (GOBLIN) [id:10644461] | Moussa Diabaté UNDER PRA 20.5 (STANDARD) [id:10644056] | Ryan Kalkbrenner OVER PRA 19.5 (DEMON) [id:10650511],0.0,0.0,0.0,0.0,0.0,0,0.0,0.9923019816806276,"['brandon miller', 'moussa diabaté', 'ryan kalkbrenner']",1,Brandon Miller OVER PR 19.5 (GOBLIN) [id:10644461],Moussa Diabaté UNDER PRA 20.5 (STANDARD) [id:10644056],Ryan Kalkbrenner OVER PRA 19.5 (DEMON) [id:10650511],0,
3,Ryan Kalkbrenner OVER PR 7.5 (GOBLIN) [id:10650594] | Trendon Watford UNDER PTS 8.5 (STANDARD) [id:10648231] | Collin Gillespie OVER PRA 23.5 (DEMON) [id:10649148],0.16528165423897942,6.0,1.0,6.0,0.9916899254338765,6.0,atlas,0.5511741270711695,0.055408201327386976,Ryan Kalkbrenner OVER PR 7.5 (GOBLIN) [id:10650594] | Trendon Watford UNDER PTS 8.5 (STANDARD) [id:10648231] | Collin Gillespie OVER PRA 23.5 (DEMON) [id:10649148],0.0,0.0,0.0,0.0,0.0,0,0.0,0.9916899254338765,"['ryan kalkbrenner', 'trendon watford', 'collin gillespie']",1,Ryan Kalkbrenner OVER PR 7.5 (GOBLIN) [id:10650594],Trendon Watford UNDER PTS 8.5 (STANDARD) [id:10648231],Collin Gillespie OVER PRA 23.5 (DEMON) [id:10649148],0,
3,Naz Reid OVER REB 4.5 (GOBLIN) [id:10652124] | Jett Howard UNDER PR 7.5 (STANDARD) [id:10648861] | Coby White OVER PRA 24.5 (DEMON) [id:10644477],0.16410696009158268,6.0,1.0,6.0,0.9846417605494961,6.0,atlas,0.5483951434570974,0.042071664246336536,Naz Reid OVER REB 4.5 (GOBLIN) [id:10652124] | Jett Howard UNDER PR 7.5 (STANDARD) [id:10648861] | Coby White OVER PRA 24.5 (DEMON) [id:10644477],0.0,0.0,0.0,0.0,0.0,0,0.0,0.9846417605494961,"['naz reid', 'jett howard', 'coby white']",1,Naz Reid OVER REB 4.5 (GOBLIN) [id:10652124],Jett Howard UNDER PR 7.5 (STANDARD) [id:10648861],Coby White OVER PRA 24.5 (DEMON) [id:10644477],0,
3,Norman Powell OVER PTS 19.5 (GOBLIN) [id:10644383] | Jett Howard UNDER PRA 9 (STANDARD) [id:10648866] | Ryan Kalkbrenner OVER PR 14.5 (DEMON) [id:10644580],0.16333078020248273,6.0,1.0,6.0,0.9799846812148965,6.0,atlas,0.5478708279009963,0.043302054961082005,Norman Powell OVER PTS 19.5 (GOBLIN) [id:10644383] | Jett Howard UNDER PRA 9 (STANDARD) [id:10648866] | Ryan Kalkbrenner OVER PR 14.5 (DEMON) [id:10644580],0.0,0.0,0.0,0.0,0.0,0,0.0,0.9799846812148965,"['norman powell', 'jett howard', 'ryan kalkbrenner']",1,Norman Powell OVER PTS 19.5 (GOBLIN) [id:10644383],Jett Howard UNDER PRA 9 (STANDARD) [id:10648866],Ryan Kalkbrenner OVER PR 14.5 (DEMON) [id:10644580],0,
3,Brandon Miller OVER PTS 14.5 (GOBLIN) [id:10643826] | Jett Howard UNDER PA 6.5 (STANDARD) [id:10648860] | Norman Powell OVER PRA 29.5 (DEMON) [id:10644564],0.16171700011174855,6.0,1.0,6.0,0.9703020006704913,6.0,atlas,0.5455985787389356,0.043511809355436463,Brandon Miller OVER PTS 14.5 (GOBLIN) [id:10643826] | Jett Howard UNDER PA 6.5 (STANDARD) [id:10648860] | Norman Powell OVER PRA 29.5 (DEMON) [id:10644564],0.0,0.0,0.0,0.0,0.0,0,0.0,0.9703020006704913,"['brandon miller', 'jett howard', 'norman powell']",1,Brandon Miller OVER PTS 14.5 (GOBLIN) [id:10643826],Jett Howard UNDER PA 6.5 (STANDARD) [id:10648860],Norman Powell OVER PRA 29.5 (DEMON) [id:10644564],0,
3,Bam Adebayo OVER RA 10.5 (GOBLIN) [id:10645565] | Kel'el Ware UNDER PR 22.5 (STANDARD) [id:10650504] | Grayson Allen OVER PR 19.5 (DEMON) [id:10652208],0.1612640043354443,6.0,1.0,6.0,0.9675840260126658,6.0,atlas,0.5463473498151398,0.05532562470925397,Bam Adebayo OVER RA 10.5 (GOBLIN) [id:10645565] | Kel'el Ware UNDER PR 22.5 (STANDARD) [id:10650504] | Grayson Allen OVER PR 19.5 (DEMON) [id:10652208],0.0,0.0,0.0,0.0,0.0,0,0.0,0.9675840260126658,"['bam adebayo', ""kel'el ware"", 'grayson allen']",1,Bam Adebayo OVER RA 10.5 (GOBLIN) [id:10645565],Kel'el Ware UNDER PR 22.5 (STANDARD) [id:10650504],Grayson Allen OVER PR 19.5 (DEMON) [id:10652208],0,
3,Jaime Jaquez OVER PTS 9.5 (GOBLIN) [id:10644499] | Karl-Anthony Towns UNDER PTS 20.5 (STANDARD) [id:10650134] | LaMelo Ball OVER PRA 34.5 (DEMON) [id:10644531],0.160487658041358,6.0,1.0,6.0,0.962925948248148,6.0,atlas,0.543871843613741,0.04300693627568455,Jaime Jaquez OVER PTS 9.5 (GOBLIN) [id:10644499] | Karl-Anthony Towns UNDER PTS 20.5 (STANDARD) [id:10650134] | LaMelo Ball OVER PRA 34.5 (DEMON) [id:10644531],0.0,0.0,0.0,0.0,0.0,0,0.0,0.962925948248148,"['jaime jaquez', 'karl-anthony towns', 'lamelo ball']",1,Jaime Jaquez OVER PTS 9.5 (GOBLIN) [id:10644499],Karl-Anthony Towns UNDER PTS 20.5 (STANDARD) [id:10650134],LaMelo Ball OVER PRA 34.5 (DEMON) [id:10644531],0,
3,Bam Adebayo OVER REB 7.5 (GOBLIN) [id:10644454] | Shai Gilgeous-Alexander UNDER PTS 31.5 (STANDARD) [id:10645531] | Tyler Herro OVER PTS 24.5 (DEMON) [id:10644157],0.16016145601039913,6.0,1.0,6.0,0.9609687360623949,6.0,atlas,0.543779593539831,0.03177959738290415,Bam Adebayo OVER REB 7.5 (GOBLIN) [id:10644454] | Shai Gilgeous-Alexander UNDER PTS 31.5 (STANDARD) [id:10645531] | Tyler Herro OVER PTS 24.5 (DEMON) [id:10644157],0.0,0.0,0.0,0.0,0.0,0,0.0,0.9609687360623949,"['bam adebayo', 'shai gilgeous-alexander', 'tyler herro']",1,Bam Adebayo OVER REB 7.5 (GOBLIN) [id:10644454],Shai Gilgeous-Alexander UNDER PTS 31.5 (STANDARD) [id:10645531],Tyler Herro OVER PTS 24.5 (DEMON) [id:10644157],0,
3,Tyler Herro OVER PTS 17.5 (GOBLIN) [id:10644585] | Jett Howard UNDER PA 6.5 (STANDARD) [id:10648860] | Jaime Jaquez OVER PRA 29.5 (DEMON) [id:10644507],0.16001355887644217,6.0,1.0,6.0,0.960081353258653,6.0,atlas,0.543915848378337,0.044464343341643404,Tyler Herro OVER PTS 17.5 (GOBLIN) [id:10644585] | Jett Howard UNDER PA 6.5 (STANDARD) [id:10648860] | Jaime Jaquez OVER PRA 29.5 (DEMON) [id:10644507],0.0,0.0,0.0,0.0,0.0,0,0.0,0.960081353258653,"['tyler herro', 'jett howard', 'jaime jaquez']",1,Tyler Herro OVER PTS 17.5 (GOBLIN) [id:10644585],Jett Howard UNDER PA 6.5 (STANDARD) [id:10648860],Jaime Jaquez OVER PRA 29.5 (DEMON) [id:10644507],0,
3,Brandon Miller OVER PTS 14.5 (GOBLIN) [id:10643826] | Karl-Anthony Towns UNDER PTS 20.5 (STANDARD) [id:10650134] | Norman Powell OVER PRA 29.5 (DEMON) [id:10644564],0.15831986813085894,6.0,1.0,6.0,0.9499192087851536,6.0,atlas,0.5414965418693093,0.043511809355436463,Brandon Miller OVER PTS 14.5 (GOBLIN) [id:10643826] | Karl-Anthony Towns UNDER PTS 20.5 (STANDARD) [id:10650134] | Norman Powell OVER PRA 29.5 (DEMON) [id:10644564],0.0,0.0,0.0,0.0,0.0,0,0.0,0.9499192087851536,"['brandon miller', 'karl-anthony towns', 'norman powell']",1,Brandon Miller OVER PTS 14.5 (GOBLIN) [id:10643826],Karl-Anthony Towns UNDER PTS 20.5 (STANDARD) [id:10650134],Norman Powell OVER PRA 29.5 (DEMON) [id:10644564],0,
3,Grayson Allen OVER PRA 18.5 (GOBLIN) [id:10649764] | Jett Howard UNDER PRA 9 (STANDARD) [id:10648866] | Collin Gillespie OVER PRA 23.5 (DEMON) [id:10649148],0.15818092125535024,6.0,1.0,6.0,0.9490855275321015,6.0,atlas,0.5424318426684387,0.05519273073062917,Grayson Allen OVER PRA 18.5 (GOBLIN) [id:10649764] | Jett Howard UNDER PRA 9 (STANDARD) [id:10648866] | Collin Gillespie OVER PRA 23.5 (DEMON) [id:10649148],0.0,0.0,0.0,0.0,0.0,0,0.0,0.9490855275321015,"['grayson allen', 'jett howard', 'collin gillespie']",1,Grayson Allen OVER PRA 18.5 (GOBLIN) [id:10649764],Jett Howard UNDER PRA 9 (STANDARD) [id:10648866],Collin Gillespie OVER PRA 23.5 (DEMON) [id:10649148],0,
3,Kon Knueppel OVER PRA 26.5 (GOBLIN) [id:10653804] | Jared McCain UNDER PTS 7.5 (STANDARD) [id:10645007] | Jaime Jaquez OVER PRA 27.5 (DEMON) [id:10645607],0.1565418351295651,6.0,1.0,6.0,0.9392510107773906,6.0,atlas,0.5397797445017526,0.05453373142487954,Kon Knueppel OVER PRA 26.5 (GOBLIN) [id:10653804] | Jared McCain UNDER PTS 7.5 (STANDARD) [id:10645007] | Jaime Jaquez OVER PRA 27.5 (DEMON) [id:10645607],0.0,0.0,0.0,0.0,0.0,0,0.0,0.9392510107773906,"['kon knueppel', 'jared mccain', 'jaime jaquez']",1,Kon Knueppel OVER PRA 26.5 (GOBLIN) [id:10653804],Jared McCain UNDER PTS 7.5 (STANDARD) [id:10645007],Jaime Jaquez OVER PRA 27.5 (DEMON) [id:10645607],0,
3,Jaime Jaquez OVER PR 14.5 (GOBLIN) [id:10644503] | Shai Gilgeous-Alexander UNDER PTS 31.5 (STANDARD) [id:10645531] | LaMelo Ball OVER PRA 39.5 (DEMON) [id:10644532],0.1556041247067795,6.0,1.0,6.0,0.933624748240677,6.0,atlas,0.5388406120899649,0.055649953055618435,Jaime Jaquez OVER PR 14.5 (GOBLIN) [id:10644503] | Shai Gilgeous-Alexander UNDER PTS 31.5 (STANDARD) [id:10645531] | LaMelo Ball OVER PRA 39.5 (DEMON) [id:10644532],0.0,0.0,0.0,0.0,0.0,0,0.0,0.933624748240677,"['jaime jaquez', 'shai gilgeous-alexander', 'lamelo ball']",1,Jaime Jaquez OVER PR 14.5 (GOBLIN) [id:10644503],Shai Gilgeous-Alexander UNDER PTS 31.5 (STANDARD) [id:10645531],LaMelo Ball OVER PRA 39.5 (DEMON) [id:10644532],0,
3,Jordan Goodwin OVER PTS 4.5 (GOBLIN) [id:10652150] | Royce O'Neale UNDER AST 2.5 (STANDARD) [id:10649496] | Kon Knueppel OVER PA 24.5 (DEMON) [id:10644512],0.15380366225699668,6.0,1.0,6.0,0.92282197354198,6.0,atlas,0.5368614394392658,0.044030073757917086,Jordan Goodwin OVER PTS 4.5 (GOBLIN) [id:10652150] | Royce O'Neale UNDER AST 2.5 (STANDARD) [id:10649496] | Kon Knueppel OVER PA 24.5 (DEMON) [id:10644512],0.0,0.0,0.0,0.0,0.0,0,0.0,0.92282197354198,"['jordan goodwin', ""royce o'neale"", 'kon knueppel']",1,Jordan Goodwin OVER PTS 4.5 (GOBLIN) [id:10652150],Royce O'Neale UNDER AST 2.5 (STANDARD) [id:10649496],Kon Knueppel OVER PA 24.5 (DEMON) [id:10644512],0,
