n_legs,legs,hit_prob,payout_mult,kernel_mult,payout_mult_eff,ev_mult,atlas_power_mult,pricing_engine,avg_p,avg_fragility,slip_key,pen_team,pen_family,pen_frag,pen_total,role_ctx_bonus,role_ctx_on_legs,role_ctx_on_share,score_adj,players,beam_selected,leg_1,leg_2,leg_3,leg_4,q_leg_count,q_players
4,Tyler Herro OVER PTS 19.5 (GOBLIN) [id:10644160] | Jaime Jaquez OVER PTS 12.5 (GOBLIN) [id:10645604] | Ryan Kalkbrenner OVER PR 10.5 (STANDARD) [id:10650365] | Coby White OVER PTS 13.5 (STANDARD) [id:10643852],0.12828503929834026,10.0,1.0,10.0,1.2828503929834025,10.0,atlas,0.5984968184747418,0.05197720929221814,Tyler Herro OVER PTS 19.5 (GOBLIN) [id:10644160] | Jaime Jaquez OVER PTS 12.5 (GOBLIN) [id:10645604] | Ryan Kalkbrenner OVER PR 10.5 (STANDARD) [id:10650365] | Coby White OVER PTS 13.5 (STANDARD) [id:10643852],0.0,0.0,0.0,0.0,0.0,0,0.0,1.2828503929834025,"['tyler herro', 'jaime jaquez', 'ryan kalkbrenner', 'coby white']",1,Tyler Herro OVER PTS 19.5 (GOBLIN) [id:10644160],Jaime Jaquez OVER PTS 12.5 (GOBLIN) [id:10645604],Ryan Kalkbrenner OVER PR 10.5 (STANDARD) [id:10650365],Coby White OVER PTS 13.5 (STANDARD) [id:10643852],0,
4,Ayo Dosunmu OVER PRA 19.5 (GOBLIN) [id:10652198] | Kon Knueppel OVER PRA 24.5 (GOBLIN) [id:10644517] | Grayson Allen OVER PTS 13.5 (STANDARD) [id:10649268] | Norman Powell OVER PA 23 (STANDARD) [id:10644081],0.12141803082091848,10.0,1.0,10.0,1.2141803082091849,10.0,atlas,0.5903079540459277,0.06289367547361953,Ayo Dosunmu OVER PRA 19.5 (GOBLIN) [id:10652198] | Kon Knueppel OVER PRA 24.5 (GOBLIN) [id:10644517] | Grayson Allen OVER PTS 13.5 (STANDARD) [id:10649268] | Norman Powell OVER PA 23 (STANDARD) [id:10644081],0.0,0.0,0.0,0.0,0.0,0,0.0,1.2141803082091849,"['ayo dosunmu', 'kon knueppel', 'grayson allen', 'norman powell']",1,Ayo Dosunmu OVER PRA 19.5 (GOBLIN) [id:10652198],Kon Knueppel OVER PRA 24.5 (GOBLIN) [id:10644517],Grayson Allen OVER PTS 13.5 (STANDARD) [id:10649268],Norman Powell OVER PA 23 (STANDARD) [id:10644081],0,
4,Jaime Jaquez OVER PRA 20.5 (GOBLIN) [id:10647779] | Rudy Gobert OVER PRA 23.5 (GOBLIN) [id:10655561] | Kon Knueppel OVER PTS 19 (STANDARD) [id:10643966] | LaMelo Ball OVER PA 27.5 (STANDARD) [id:10644001],0.12132675184973224,10.0,1.0,10.0,1.2132675184973225,10.0,atlas,0.5901949610337667,0.0644990045163404,Jaime Jaquez OVER PRA 20.5 (GOBLIN) [id:10647779] | Rudy Gobert OVER PRA 23.5 (GOBLIN) [id:10655561] | Kon Knueppel OVER PTS 19 (STANDARD) [id:10643966] | LaMelo Ball OVER PA 27.5 (STANDARD) [id:10644001],0.0,0.0,0.0,0.0,0.0,0,0.0,1.2132675184973225,"['jaime jaquez', 'rudy gobert', 'kon knueppel', 'lamelo ball']",1,Jaime Jaquez OVER PRA 20.5 (GOBLIN) [id:10647779],Rudy Gobert OVER PRA 23.5 (GOBLIN) [id:10655561],Kon Knueppel OVER PTS 19 (STANDARD) [id:10643966],LaMelo Ball OVER PA 27.5 (STANDARD) [id:10644001],0,
4,Naz Reid OVER RA 7.5 (GOBLIN) [id:10649445] | Norman Powell OVER PR 19.5 (GOBLIN) [id:10644559] | Kel'el Ware OVER PR 22.5 (STANDARD) [id:10650504] | LaMelo Ball OVER PTS 20.5 (STANDARD) [id:10643999],0.1211151175987762,10.0,1.0,10.0,1.211151175987762,10.0,atlas,0.5899489707985157,0.06481115132058575,Naz Reid OVER RA 7.5 (GOBLIN) [id:10649445] | Norman Powell OVER PR 19.5 (GOBLIN) [id:10644559] | Kel'el Ware OVER PR 22.5 (STANDARD) [id:10650504] | LaMelo Ball OVER PTS 20.5 (STANDARD) [id:10643999],0.0,0.0,0.0,0.0,0.0,0,0.0,1.211151175987762,"['naz reid', 'norman powell', ""kel'el ware"", 'lamelo ball']",1,Naz Reid OVER RA 7.5 (GOBLIN) [id:10649445],Norman Powell OVER PR 19.5 (GOBLIN) [id:10644559],Kel'el Ware OVER PR 22.5 (STANDARD) [id:10650504],LaMelo Ball OVER PTS 20.5 (STANDARD) [id:10643999],0,
4,Shai Gilgeous-Alexander OVER PTS 29.5 (GOBLIN) [id:10645025] | Moussa Diabaté OVER REB 7.5 (GOBLIN) [id:10644062] | Miles Bridges OVER PR 21.5 (STANDARD) [id:10644029] | Grayson Allen OVER PTS 13.5 (STANDARD) [id:10649268],0.1204743602952034,10.0,1.0,10.0,1.204743602952034,10.0,atlas,0.5892159673070918,0.06085839519764267,Shai Gilgeous-Alexander OVER PTS 29.5 (GOBLIN) [id:10645025] | Moussa Diabaté OVER REB 7.5 (GOBLIN) [id:10644062] | Miles Bridges OVER PR 21.5 (STANDARD) [id:10644029] | Grayson Allen OVER PTS 13.5 (STANDARD) [id:10649268],0.0,0.0,0.0,0.0,0.0,0,0.0,1.204743602952034,"['shai gilgeous-alexander', 'moussa diabaté', 'miles bridges', 'grayson allen']",1,Shai Gilgeous-Alexander OVER PTS 29.5 (GOBLIN) [id:10645025],Moussa Diabaté OVER REB 7.5 (GOBLIN) [id:10644062],Miles Bridges OVER PR 21.5 (STANDARD) [id:10644029],Grayson Allen OVER PTS 13.5 (STANDARD) [id:10649268],0,
4,LaMelo Ball OVER PTS 14.5 (GOBLIN) [id:10644000] | Kel'el Ware OVER REB 7.5 (GOBLIN) [id:10652727] | Thomas Bryant OVER PTS 6.5 (STANDARD) [id:10653223] | Davion Mitchell OVER PRA 15.5 (STANDARD) [id:10644488],0.11991550498774119,10.0,1.0,10.0,1.199155049877412,10.0,atlas,0.5887649159941878,0.06734919405810201,LaMelo Ball OVER PTS 14.5 (GOBLIN) [id:10644000] | Kel'el Ware OVER REB 7.5 (GOBLIN) [id:10652727] | Thomas Bryant OVER PTS 6.5 (STANDARD) [id:10653223] | Davion Mitchell OVER PRA 15.5 (STANDARD) [id:10644488],0.0,0.0,0.0,0.0,0.0,0,0.0,1.199155049877412,"['lamelo ball', ""kel'el ware"", 'thomas bryant', 'davion mitchell']",1,LaMelo Ball OVER PTS 14.5 (GOBLIN) [id:10644000],Kel'el Ware OVER REB 7.5 (GOBLIN) [id:10652727],Thomas Bryant OVER PTS 6.5 (STANDARD) [id:10653223],Davion Mitchell OVER PRA 15.5 (STANDARD) [id:10644488],0,
4,Devin Booker OVER PRA 29.5 (GOBLIN) [id:10652479] | Ajay Mitchell OVER PTS 9.5 (GOBLIN) [id:10644948] | Grant Williams OVER PA 7.5 (STANDARD) [id:10643910] | Tristan Silva UNDER PTS 10.5 (STANDARD) [id:10645979],0.11983369150811242,10.0,1.0,10.0,1.1983369150811243,10.0,atlas,0.5884877604798837,0.05575598403257806,Devin Booker OVER PRA 29.5 (GOBLIN) [id:10652479] | Ajay Mitchell OVER PTS 9.5 (GOBLIN) [id:10644948] | Grant Williams OVER PA 7.5 (STANDARD) [id:10643910] | Tristan Silva UNDER PTS 10.5 (STANDARD) [id:10645979],0.0,0.0,0.0,0.0,0.0,0,0.0,1.1983369150811243,"['devin booker', 'ajay mitchell', 'grant williams', 'tristan silva']",1,Devin Booker OVER PRA 29.5 (GOBLIN) [id:10652479],Ajay Mitchell OVER PTS 9.5 (GOBLIN) [id:10644948],Grant Williams OVER PA 7.5 (STANDARD) [id:10643910],Tristan Silva UNDER PTS 10.5 (STANDARD) [id:10645979],0,
4,Rudy Gobert OVER PRA 23.5 (GOBLIN) [id:10655561] | Brandon Miller OVER PTS 17.5 (GOBLIN) [id:10644457] | Tyler Herro OVER PA 25.5 (STANDARD) [id:10644161] | Oso Ighodaro OVER PR 12.5 (STANDARD) [id:10649471],0.11949251122490286,10.0,1.0,10.0,1.1949251122490285,10.0,atlas,0.5879883610984862,0.06146085285405806,Rudy Gobert OVER PRA 23.5 (GOBLIN) [id:10655561] | Brandon Miller OVER PTS 17.5 (GOBLIN) [id:10644457] | Tyler Herro OVER PA 25.5 (STANDARD) [id:10644161] | Oso Ighodaro OVER PR 12.5 (STANDARD) [id:10649471],0.0,0.0,0.0,0.0,0.0,0,0.0,1.1949251122490285,"['rudy gobert', 'brandon miller', 'tyler herro', 'oso ighodaro']",1,Rudy Gobert OVER PRA 23.5 (GOBLIN) [id:10655561],Brandon Miller OVER PTS 17.5 (GOBLIN) [id:10644457],Tyler Herro OVER PA 25.5 (STANDARD) [id:10644161],Oso Ighodaro OVER PR 12.5 (STANDARD) [id:10649471],0,
4,Tyler Herro OVER PTS 17.5 (GOBLIN) [id:10644585] | Devin Booker OVER PR 24.5 (GOBLIN) [id:10652325] | Grant Williams OVER PA 7.5 (STANDARD) [id:10643910] | Jalen Green OVER PRA 29.5 (STANDARD) [id:10649341],0.11826287539790403,10.0,1.0,10.0,1.1826287539790403,10.0,atlas,0.5866733221710501,0.06345516881312854,Tyler Herro OVER PTS 17.5 (GOBLIN) [id:10644585] | Devin Booker OVER PR 24.5 (GOBLIN) [id:10652325] | Grant Williams OVER PA 7.5 (STANDARD) [id:10643910] | Jalen Green OVER PRA 29.5 (STANDARD) [id:10649341],0.0,0.0,0.0,0.0,0.0,0,0.0,1.1826287539790403,"['tyler herro', 'devin booker', 'grant williams', 'jalen green']",1,Tyler Herro OVER PTS 17.5 (GOBLIN) [id:10644585],Devin Booker OVER PR 24.5 (GOBLIN) [id:10652325],Grant Williams OVER PA 7.5 (STANDARD) [id:10643910],Jalen Green OVER PRA 29.5 (STANDARD) [id:10649341],0,
4,Collin Gillespie OVER PRA 17.5 (GOBLIN) [id:10649150] | Davion Mitchell OVER RA 6.5 (GOBLIN) [id:10645590] | Giannis Antetokounmpo OVER PTS 27.5 (STANDARD) [id:10645128] | Grayson Allen OVER PR 16.5 (STANDARD) [id:10649270],0.1178760154234208,10.0,1.0,10.0,1.178760154234208,10.0,atlas,0.5859846699325207,0.07621732181381628,Collin Gillespie OVER PRA 17.5 (GOBLIN) [id:10649150] | Davion Mitchell OVER RA 6.5 (GOBLIN) [id:10645590] | Giannis Antetokounmpo OVER PTS 27.5 (STANDARD) [id:10645128] | Grayson Allen OVER PR 16.5 (STANDARD) [id:10649270],0.0,0.0,0.0,0.0,0.0,0,0.0,1.178760154234208,"['collin gillespie', 'davion mitchell', 'giannis antetokounmpo', 'grayson allen']",1,Collin Gillespie OVER PRA 17.5 (GOBLIN) [id:10649150],Davion Mitchell OVER RA 6.5 (GOBLIN) [id:10645590],Giannis Antetokounmpo OVER PTS 27.5 (STANDARD) [id:10645128],Grayson Allen OVER PR 16.5 (STANDARD) [id:10649270],0,
4,Naz Reid OVER PR 19.5 (GOBLIN) [id:10652223] | Brandon Miller OVER PTS 14.5 (GOBLIN) [id:10643826] | Julius Randle OVER PTS 22.5 (STANDARD) [id:10649378] | Kel'el Ware OVER REB 10.5 (STANDARD) [id:10650505],0.11660080701238451,10.0,1.0,10.0,1.166008070123845,10.0,atlas,0.5846026978918617,0.046895708320415085,Naz Reid OVER PR 19.5 (GOBLIN) [id:10652223] | Brandon Miller OVER PTS 14.5 (GOBLIN) [id:10643826] | Julius Randle OVER PTS 22.5 (STANDARD) [id:10649378] | Kel'el Ware OVER REB 10.5 (STANDARD) [id:10650505],0.0,0.0,0.0,0.0,0.0,0,0.0,1.166008070123845,"['naz reid', 'brandon miller', 'julius randle', ""kel'el ware""]",1,Naz Reid OVER PR 19.5 (GOBLIN) [id:10652223],Brandon Miller OVER PTS 14.5 (GOBLIN) [id:10643826],Julius Randle OVER PTS 22.5 (STANDARD) [id:10649378],Kel'el Ware OVER REB 10.5 (STANDARD) [id:10650505],0,
4,Jordan Goodwin OVER PTS 4.5 (GOBLIN) [id:10652150] | Jalen Green OVER AST 1.5 (GOBLIN) [id:10649328] | LaMelo Ball OVER PA 27.5 (STANDARD) [id:10644001] | Myles Turner OVER REB 4.5 (STANDARD) [id:10647826],0.11546151092771748,10.0,1.0,10.0,1.1546151092771748,10.0,atlas,0.5831395275074436,0.05930071495456175,Jordan Goodwin OVER PTS 4.5 (GOBLIN) [id:10652150] | Jalen Green OVER AST 1.5 (GOBLIN) [id:10649328] | LaMelo Ball OVER PA 27.5 (STANDARD) [id:10644001] | Myles Turner OVER REB 4.5 (STANDARD) [id:10647826],0.0,0.0,0.0,0.0,0.0,0,0.0,1.1546151092771748,"['jordan goodwin', 'jalen green', 'lamelo ball', 'myles turner']",1,Jordan Goodwin OVER PTS 4.5 (GOBLIN) [id:10652150],Jalen Green OVER AST 1.5 (GOBLIN) [id:10649328],LaMelo Ball OVER PA 27.5 (STANDARD) [id:10644001],Myles Turner OVER REB 4.5 (STANDARD) [id:10647826],0,
4,Oso Ighodaro OVER REB 4.5 (GOBLIN) [id:10649481] | Jordan Goodwin OVER REB 2.5 (GOBLIN) [id:10652490] | Ayo Dosunmu OVER PR 19.5 (STANDARD) [id:10649102] | Tristan Silva UNDER PR 16.5 (STANDARD) [id:10646713],0.11538424026467362,10.0,1.0,10.0,1.1538424026467362,10.0,atlas,0.582914290511043,0.03583200327400769,Oso Ighodaro OVER REB 4.5 (GOBLIN) [id:10649481] | Jordan Goodwin OVER REB 2.5 (GOBLIN) [id:10652490] | Ayo Dosunmu OVER PR 19.5 (STANDARD) [id:10649102] | Tristan Silva UNDER PR 16.5 (STANDARD) [id:10646713],0.0,0.0,0.0,0.0,0.0,0,0.0,1.1538424026467362,"['oso ighodaro', 'jordan goodwin', 'ayo dosunmu', 'tristan silva']",1,Oso Ighodaro OVER REB 4.5 (GOBLIN) [id:10649481],Jordan Goodwin OVER REB 2.5 (GOBLIN) [id:10652490],Ayo Dosunmu OVER PR 19.5 (STANDARD) [id:10649102],Tristan Silva UNDER PR 16.5 (STANDARD) [id:10646713],0,
4,Royce O'Neale OVER PA 7.5 (GOBLIN) [id:10652498] | Shai Gilgeous-Alexander OVER PTS 30.5 (GOBLIN) [id:10650792] | Tristan Silva UNDER RA 6.5 (STANDARD) [id:10648747] | Grant Williams OVER PA 7.5 (STANDARD) [id:10643910],0.11298158209834622,10.0,1.0,10.0,1.1298158209834621,10.0,atlas,0.5798488203243073,0.056294864606143316,Royce O'Neale OVER PA 7.5 (GOBLIN) [id:10652498] | Shai Gilgeous-Alexander OVER PTS 30.5 (GOBLIN) [id:10650792] | Tristan Silva UNDER RA 6.5 (STANDARD) [id:10648747] | Grant Williams OVER PA 7.5 (STANDARD) [id:10643910],0.0,0.0,0.0,0.0,0.0,0,0.0,1.1298158209834621,"[""royce o'neale"", 'shai gilgeous-alexander', 'tristan silva', 'grant williams']",1,Royce O'Neale OVER PA 7.5 (GOBLIN) [id:10652498],Shai Gilgeous-Alexander OVER PTS 30.5 (GOBLIN) [id:10650792],Tristan Silva UNDER RA 6.5 (STANDARD) [id:10648747],Grant Williams OVER PA 7.5 (STANDARD) [id:10643910],0,
