n_legs,legs,hit_prob,payout_mult,kernel_mult,payout_mult_eff,ev_mult,atlas_power_mult,pricing_engine,avg_p,avg_fragility,slip_key,pen_team,pen_family,pen_frag,pen_total,role_ctx_bonus,role_ctx_on_legs,role_ctx_on_share,score_adj,players,beam_selected,leg_1,leg_2,leg_3,leg_4,leg_5,q_leg_count,q_players
5,Miles Bridges OVER PTS 14.5 (GOBLIN) [id:10644027] | Norman Powell OVER PTS 17.5 (GOBLIN) [id:10644555] | Tristan Silva UNDER PA 12.5 (STANDARD) [id:10648740] | Kel'el Ware UNDER RA 11.5 (STANDARD) [id:10653551] | Ryan Kalkbrenner OVER REB 7.5 (DEMON) [id:10644135],0.06424485260207045,20.0,1.0,20.0,1.2848970520414091,20.0,atlas,0.5822639006856546,0.030109476127932376,Miles Bridges OVER PTS 14.5 (GOBLIN) [id:10644027] | Norman Powell OVER PTS 17.5 (GOBLIN) [id:10644555] | Tristan Silva UNDER PA 12.5 (STANDARD) [id:10648740] | Kel'el Ware UNDER RA 11.5 (STANDARD) [id:10653551] | Ryan Kalkbrenner OVER REB 7.5 (DEMON) [id:10644135],0.0,0.0,0.0,0.0,0.0,0,0.0,1.2848970520414091,"['miles bridges', 'norman powell', 'tristan silva', ""kel'el ware"", 'ryan kalkbrenner']",1,Miles Bridges OVER PTS 14.5 (GOBLIN) [id:10644027],Norman Powell OVER PTS 17.5 (GOBLIN) [id:10644555],Tristan Silva UNDER PA 12.5 (STANDARD) [id:10648740],Kel'el Ware UNDER RA 11.5 (STANDARD) [id:10653551],Ryan Kalkbrenner OVER REB 7.5 (DEMON) [id:10644135],0,
5,Brandon Miller OVER PTS 14.5 (GOBLIN) [id:10643826] | Davion Mitchell OVER PA 9.5 (GOBLIN) [id:10644482] | De'Aaron Fox UNDER REB 3.5 (STANDARD) [id:10653004] | Moussa Diabaté UNDER PR 19 (STANDARD) [id:10644055] | Naz Reid OVER REB 7.5 (DEMON) [id:10649437],0.05245793601006332,20.0,1.0,20.0,1.0491587202012664,20.0,atlas,0.5565106770373185,0.036002196751512096,Brandon Miller OVER PTS 14.5 (GOBLIN) [id:10643826] | Davion Mitchell OVER PA 9.5 (GOBLIN) [id:10644482] | De'Aaron Fox UNDER REB 3.5 (STANDARD) [id:10653004] | Moussa Diabaté UNDER PR 19 (STANDARD) [id:10644055] | Naz Reid OVER REB 7.5 (DEMON) [id:10649437],0.0,0.0,0.0,0.0,0.0,0,0.0,1.0491587202012664,"['brandon miller', 'davion mitchell', ""de'aaron fox"", 'moussa diabaté', 'naz reid']",1,Brandon Miller OVER PTS 14.5 (GOBLIN) [id:10643826],Davion Mitchell OVER PA 9.5 (GOBLIN) [id:10644482],De'Aaron Fox UNDER REB 3.5 (STANDARD) [id:10653004],Moussa Diabaté UNDER PR 19 (STANDARD) [id:10644055],Naz Reid OVER REB 7.5 (DEMON) [id:10649437],0,
5,Ryan Kalkbrenner OVER PR 7.5 (GOBLIN) [id:10650594] | Tyler Herro OVER PRA 24.5 (GOBLIN) [id:10644593] | Jared McCain UNDER PTS 7.5 (STANDARD) [id:10645007] | Kel'el Ware UNDER PTS 12 (STANDARD) [id:10650500] | Coby White OVER RA 7.5 (DEMON) [id:10645585],0.05242926076735085,20.0,1.0,20.0,1.048585215347017,20.0,atlas,0.5556619230375887,0.04833909196922271,Ryan Kalkbrenner OVER PR 7.5 (GOBLIN) [id:10650594] | Tyler Herro OVER PRA 24.5 (GOBLIN) [id:10644593] | Jared McCain UNDER PTS 7.5 (STANDARD) [id:10645007] | Kel'el Ware UNDER PTS 12 (STANDARD) [id:10650500] | Coby White OVER RA 7.5 (DEMON) [id:10645585],0.0,0.0,0.0,0.0,0.0,0,0.0,1.048585215347017,"['ryan kalkbrenner', 'tyler herro', 'jared mccain', ""kel'el ware"", 'coby white']",1,Ryan Kalkbrenner OVER PR 7.5 (GOBLIN) [id:10650594],Tyler Herro OVER PRA 24.5 (GOBLIN) [id:10644593],Jared McCain UNDER PTS 7.5 (STANDARD) [id:10645007],Kel'el Ware UNDER PTS 12 (STANDARD) [id:10650500],Coby White OVER RA 7.5 (DEMON) [id:10645585],0,
5,Jaime Jaquez OVER PTS 12.5 (GOBLIN) [id:10645604] | Brandon Miller OVER PTS 14.5 (GOBLIN) [id:10643826] | Jett Howard UNDER PA 6.5 (STANDARD) [id:10648860] | Kel'el Ware UNDER PR 22.5 (STANDARD) [id:10650504] | Devin Booker OVER PA 34.5 (DEMON) [id:10652324],0.05242204341138756,20.0,1.0,20.0,1.048440868227751,20.0,atlas,0.5558449723086962,0.03656485951402064,Jaime Jaquez OVER PTS 12.5 (GOBLIN) [id:10645604] | Brandon Miller OVER PTS 14.5 (GOBLIN) [id:10643826] | Jett Howard UNDER PA 6.5 (STANDARD) [id:10648860] | Kel'el Ware UNDER PR 22.5 (STANDARD) [id:10650504] | Devin Booker OVER PA 34.5 (DEMON) [id:10652324],0.0,0.0,0.0,0.0,0.0,0,0.0,1.048440868227751,"['jaime jaquez', 'brandon miller', 'jett howard', ""kel'el ware"", 'devin booker']",1,Jaime Jaquez OVER PTS 12.5 (GOBLIN) [id:10645604],Brandon Miller OVER PTS 14.5 (GOBLIN) [id:10643826],Jett Howard UNDER PA 6.5 (STANDARD) [id:10648860],Kel'el Ware UNDER PR 22.5 (STANDARD) [id:10650504],Devin Booker OVER PA 34.5 (DEMON) [id:10652324],0,
5,Norman Powell OVER PRA 25.5 (GOBLIN) [id:10654224] | Collin Gillespie OVER PR 11.5 (GOBLIN) [id:10652478] | Moussa Diabaté UNDER PRA 20.5 (STANDARD) [id:10644056] | De'Aaron Fox UNDER PA 25.5 (STANDARD) [id:10649987] | Grayson Allen OVER PRA 22.5 (DEMON) [id:10649767],0.05210407381350936,20.0,1.0,20.0,1.042081476270187,20.0,atlas,0.5552764868806657,0.04818083461438371,Norman Powell OVER PRA 25.5 (GOBLIN) [id:10654224] | Collin Gillespie OVER PR 11.5 (GOBLIN) [id:10652478] | Moussa Diabaté UNDER PRA 20.5 (STANDARD) [id:10644056] | De'Aaron Fox UNDER PA 25.5 (STANDARD) [id:10649987] | Grayson Allen OVER PRA 22.5 (DEMON) [id:10649767],0.0,0.0,0.0,0.0,0.0,0,0.0,1.042081476270187,"['norman powell', 'collin gillespie', 'moussa diabaté', ""de'aaron fox"", 'grayson allen']",1,Norman Powell OVER PRA 25.5 (GOBLIN) [id:10654224],Collin Gillespie OVER PR 11.5 (GOBLIN) [id:10652478],Moussa Diabaté UNDER PRA 20.5 (STANDARD) [id:10644056],De'Aaron Fox UNDER PA 25.5 (STANDARD) [id:10649987],Grayson Allen OVER PRA 22.5 (DEMON) [id:10649767],0,
5,Grayson Allen OVER PR 14.5 (GOBLIN) [id:10652207] | Brandon Miller OVER PRA 24.5 (GOBLIN) [id:10644465] | Trendon Watford UNDER PRA 16.5 (STANDARD) [id:10644893] | Kel'el Ware UNDER RA 11.5 (STANDARD) [id:10653551] | LaMelo Ball OVER PRA 39.5 (DEMON) [id:10644532],0.05048983439045623,20.0,1.0,20.0,1.0097966878091245,20.0,atlas,0.5520203680741088,0.04936855751645613,Grayson Allen OVER PR 14.5 (GOBLIN) [id:10652207] | Brandon Miller OVER PRA 24.5 (GOBLIN) [id:10644465] | Trendon Watford UNDER PRA 16.5 (STANDARD) [id:10644893] | Kel'el Ware UNDER RA 11.5 (STANDARD) [id:10653551] | LaMelo Ball OVER PRA 39.5 (DEMON) [id:10644532],0.0,0.0,0.0,0.0,0.0,0,0.0,1.0097966878091245,"['grayson allen', 'brandon miller', 'trendon watford', ""kel'el ware"", 'lamelo ball']",1,Grayson Allen OVER PR 14.5 (GOBLIN) [id:10652207],Brandon Miller OVER PRA 24.5 (GOBLIN) [id:10644465],Trendon Watford UNDER PRA 16.5 (STANDARD) [id:10644893],Kel'el Ware UNDER RA 11.5 (STANDARD) [id:10653551],LaMelo Ball OVER PRA 39.5 (DEMON) [id:10644532],0,
5,Miles Bridges OVER PRA 19.5 (GOBLIN) [id:10644541] | Kon Knueppel OVER PTS 17.5 (GOBLIN) [id:10644510] | Trendon Watford UNDER PA 12.5 (STANDARD) [id:10644891] | De'Aaron Fox UNDER PR 22.5 (STANDARD) [id:10649863] | Grant Williams OVER PR 10.5 (DEMON) [id:10654249],0.046974041724254,20.0,1.0,20.0,0.93948083448508,20.0,atlas,0.542972491219167,0.0427271756470769,Miles Bridges OVER PRA 19.5 (GOBLIN) [id:10644541] | Kon Knueppel OVER PTS 17.5 (GOBLIN) [id:10644510] | Trendon Watford UNDER PA 12.5 (STANDARD) [id:10644891] | De'Aaron Fox UNDER PR 22.5 (STANDARD) [id:10649863] | Grant Williams OVER PR 10.5 (DEMON) [id:10654249],0.0,0.0,0.0,0.0,0.0,0,0.0,0.93948083448508,"['miles bridges', 'kon knueppel', 'trendon watford', ""de'aaron fox"", 'grant williams']",1,Miles Bridges OVER PRA 19.5 (GOBLIN) [id:10644541],Kon Knueppel OVER PTS 17.5 (GOBLIN) [id:10644510],Trendon Watford UNDER PA 12.5 (STANDARD) [id:10644891],De'Aaron Fox UNDER PR 22.5 (STANDARD) [id:10649863],Grant Williams OVER PR 10.5 (DEMON) [id:10654249],0,
5,Miles Bridges OVER PTS 13.5 (GOBLIN) [id:10645632] | Coby White OVER PRA 16.5 (GOBLIN) [id:10653798] | Grant Williams OVER PRA 10.5 (STANDARD) [id:10643912] | Trendon Watford UNDER PTS 8.5 (STANDARD) [id:10648231] | Bam Adebayo OVER RA 14.5 (DEMON) [id:10645566],0.04652265817487293,20.0,1.0,20.0,0.9304531634974587,20.0,atlas,0.5429678920149091,0.05889131572840526,Miles Bridges OVER PTS 13.5 (GOBLIN) [id:10645632] | Coby White OVER PRA 16.5 (GOBLIN) [id:10653798] | Grant Williams OVER PRA 10.5 (STANDARD) [id:10643912] | Trendon Watford UNDER PTS 8.5 (STANDARD) [id:10648231] | Bam Adebayo OVER RA 14.5 (DEMON) [id:10645566],0.0,0.0,0.0,0.0,0.0,0,0.0,0.9304531634974587,"['miles bridges', 'coby white', 'grant williams', 'trendon watford', 'bam adebayo']",1,Miles Bridges OVER PTS 13.5 (GOBLIN) [id:10645632],Coby White OVER PRA 16.5 (GOBLIN) [id:10653798],Grant Williams OVER PRA 10.5 (STANDARD) [id:10643912],Trendon Watford UNDER PTS 8.5 (STANDARD) [id:10648231],Bam Adebayo OVER RA 14.5 (DEMON) [id:10645566],0,
5,Rudy Gobert OVER PR 19.5 (GOBLIN) [id:10652337] | Davion Mitchell OVER PA 9.5 (GOBLIN) [id:10644482] | Nikola Jokić UNDER PRA 53 (STANDARD) [id:10644622] | Shai Gilgeous-Alexander UNDER PTS 31.5 (STANDARD) [id:10645531] | Donte DiVincenzo OVER RA 9.5 (DEMON) [id:10649246],0.04472817209969689,20.0,1.0,20.0,0.8945634419939379,20.0,atlas,0.5377105619976412,0.048697322477228626,Rudy Gobert OVER PR 19.5 (GOBLIN) [id:10652337] | Davion Mitchell OVER PA 9.5 (GOBLIN) [id:10644482] | Nikola Jokić UNDER PRA 53 (STANDARD) [id:10644622] | Shai Gilgeous-Alexander UNDER PTS 31.5 (STANDARD) [id:10645531] | Donte DiVincenzo OVER RA 9.5 (DEMON) [id:10649246],0.0,0.0,0.0,0.0,0.0,0,0.0,0.8945634419939379,"['rudy gobert', 'davion mitchell', 'nikola jokić', 'shai gilgeous-alexander', 'donte divincenzo']",1,Rudy Gobert OVER PR 19.5 (GOBLIN) [id:10652337],Davion Mitchell OVER PA 9.5 (GOBLIN) [id:10644482],Nikola Jokić UNDER PRA 53 (STANDARD) [id:10644622],Shai Gilgeous-Alexander UNDER PTS 31.5 (STANDARD) [id:10645531],Donte DiVincenzo OVER RA 9.5 (DEMON) [id:10649246],0,
5,Jordan Goodwin OVER PTS 4.5 (GOBLIN) [id:10652150] | Kon Knueppel OVER PTS 14.5 (GOBLIN) [id:10643967] | LaMelo Ball OVER PTS 20.5 (STANDARD) [id:10643999] | Karl-Anthony Towns UNDER PR 32.5 (STANDARD) [id:10650137] | Tyler Herro OVER PTS 24.5 (DEMON) [id:10644157],0.043078241043686544,20.0,1.0,20.0,0.8615648208737309,20.0,atlas,0.5331926392866639,0.039138630455047584,Jordan Goodwin OVER PTS 4.5 (GOBLIN) [id:10652150] | Kon Knueppel OVER PTS 14.5 (GOBLIN) [id:10643967] | LaMelo Ball OVER PTS 20.5 (STANDARD) [id:10643999] | Karl-Anthony Towns UNDER PR 32.5 (STANDARD) [id:10650137] | Tyler Herro OVER PTS 24.5 (DEMON) [id:10644157],0.0,0.0,0.0,0.0,0.0,0,0.0,0.8615648208737309,"['jordan goodwin', 'kon knueppel', 'lamelo ball', 'karl-anthony towns', 'tyler herro']",1,Jordan Goodwin OVER PTS 4.5 (GOBLIN) [id:10652150],Kon Knueppel OVER PTS 14.5 (GOBLIN) [id:10643967],LaMelo Ball OVER PTS 20.5 (STANDARD) [id:10643999],Karl-Anthony Towns UNDER PR 32.5 (STANDARD) [id:10650137],Tyler Herro OVER PTS 24.5 (DEMON) [id:10644157],0,
5,Norman Powell OVER PA 19.5 (GOBLIN) [id:10644556] | Bam Adebayo OVER REB 7.5 (GOBLIN) [id:10644454] | Royce O'Neale UNDER PRA 15.5 (STANDARD) [id:10650250] | Devin Booker OVER PRA 36 (STANDARD) [id:10649193] | Grant Williams OVER PRA 16.5 (DEMON) [id:10645598],0.042403267753138,20.0,1.0,20.0,0.8480653550627599,20.0,atlas,0.5318717028199926,0.05816266780123515,Norman Powell OVER PA 19.5 (GOBLIN) [id:10644556] | Bam Adebayo OVER REB 7.5 (GOBLIN) [id:10644454] | Royce O'Neale UNDER PRA 15.5 (STANDARD) [id:10650250] | Devin Booker OVER PRA 36 (STANDARD) [id:10649193] | Grant Williams OVER PRA 16.5 (DEMON) [id:10645598],0.0,0.0,0.0,0.0,0.0,0,0.0,0.8480653550627599,"['norman powell', 'bam adebayo', ""royce o'neale"", 'devin booker', 'grant williams']",1,Norman Powell OVER PA 19.5 (GOBLIN) [id:10644556],Bam Adebayo OVER REB 7.5 (GOBLIN) [id:10644454],Royce O'Neale UNDER PRA 15.5 (STANDARD) [id:10650250],Devin Booker OVER PRA 36 (STANDARD) [id:10649193],Grant Williams OVER PRA 16.5 (DEMON) [id:10645598],0,
5,Grayson Allen OVER PRA 18.5 (GOBLIN) [id:10649764] | Norman Powell OVER PA 21.5 (GOBLIN) [id:10654223] | Davion Mitchell OVER RA 7.5 (STANDARD) [id:10643888] | Karl-Anthony Towns UNDER PR 32.5 (STANDARD) [id:10650137] | Jaylon Tyson OVER PTS 11.5 (DEMON) [id:10646790],0.039382991565943395,20.0,1.0,20.0,0.7876598313188679,20.0,atlas,0.5238069383931212,0.06798556974150832,Grayson Allen OVER PRA 18.5 (GOBLIN) [id:10649764] | Norman Powell OVER PA 21.5 (GOBLIN) [id:10654223] | Davion Mitchell OVER RA 7.5 (STANDARD) [id:10643888] | Karl-Anthony Towns UNDER PR 32.5 (STANDARD) [id:10650137] | Jaylon Tyson OVER PTS 11.5 (DEMON) [id:10646790],0.0,0.0,0.0,0.0,0.0,0,0.0,0.7876598313188679,"['grayson allen', 'norman powell', 'davion mitchell', 'karl-anthony towns', 'jaylon tyson']",1,Grayson Allen OVER PRA 18.5 (GOBLIN) [id:10649764],Norman Powell OVER PA 21.5 (GOBLIN) [id:10654223],Davion Mitchell OVER RA 7.5 (STANDARD) [id:10643888],Karl-Anthony Towns UNDER PR 32.5 (STANDARD) [id:10650137],Jaylon Tyson OVER PTS 11.5 (DEMON) [id:10646790],0,
5,Julius Randle OVER PA 24.5 (GOBLIN) [id:10652610] | Thomas Bryant OVER PTS 5.5 (GOBLIN) [id:10646847] | Jared McCain UNDER PTS 7.5 (STANDARD) [id:10645007] | Ajay Mitchell OVER RA 6.5 (STANDARD) [id:10644956] | Jalen Green OVER RA 7.5 (DEMON) [id:10649352],0.03538433621914562,20.0,1.0,20.0,0.7076867243829124,20.0,atlas,0.5138108361271019,0.08799409023785604,Julius Randle OVER PA 24.5 (GOBLIN) [id:10652610] | Thomas Bryant OVER PTS 5.5 (GOBLIN) [id:10646847] | Jared McCain UNDER PTS 7.5 (STANDARD) [id:10645007] | Ajay Mitchell OVER RA 6.5 (STANDARD) [id:10644956] | Jalen Green OVER RA 7.5 (DEMON) [id:10649352],0.0,0.0,0.0,0.0,0.0,0,0.0,0.7076867243829124,"['julius randle', 'thomas bryant', 'jared mccain', 'ajay mitchell', 'jalen green']",1,Julius Randle OVER PA 24.5 (GOBLIN) [id:10652610],Thomas Bryant OVER PTS 5.5 (GOBLIN) [id:10646847],Jared McCain UNDER PTS 7.5 (STANDARD) [id:10645007],Ajay Mitchell OVER RA 6.5 (STANDARD) [id:10644956],Jalen Green OVER RA 7.5 (DEMON) [id:10649352],0,
5,Kyle Kuzma OVER REB 3.5 (GOBLIN) [id:10649060] | Ryan Rollins OVER PTS 12.5 (GOBLIN) [id:10652313] | Jett Howard UNDER PRA 9 (STANDARD) [id:10648866] | Devin Vassell UNDER PTS 14.5 (STANDARD) [id:10649868] | Rudy Gobert OVER REB 14.5 (DEMON) [id:10649558],0.03446577548456461,20.0,1.0,20.0,0.6893155096912922,20.0,atlas,0.5118156834939468,0.044597422078082725,Kyle Kuzma OVER REB 3.5 (GOBLIN) [id:10649060] | Ryan Rollins OVER PTS 12.5 (GOBLIN) [id:10652313] | Jett Howard UNDER PRA 9 (STANDARD) [id:10648866] | Devin Vassell UNDER PTS 14.5 (STANDARD) [id:10649868] | Rudy Gobert OVER REB 14.5 (DEMON) [id:10649558],0.0,0.0,0.0,0.0,0.0,0,0.0,0.6893155096912922,"['kyle kuzma', 'ryan rollins', 'jett howard', 'devin vassell', 'rudy gobert']",1,Kyle Kuzma OVER REB 3.5 (GOBLIN) [id:10649060],Ryan Rollins OVER PTS 12.5 (GOBLIN) [id:10652313],Jett Howard UNDER PRA 9 (STANDARD) [id:10648866],Devin Vassell UNDER PTS 14.5 (STANDARD) [id:10649868],Rudy Gobert OVER REB 14.5 (DEMON) [id:10649558],0,
5,Julius Randle OVER PA 24.5 (GOBLIN) [id:10652610] | Ayo Dosunmu OVER PTS 11.5 (GOBLIN) [id:10652117] | Karl-Anthony Towns UNDER PTS 20.5 (STANDARD) [id:10650134] | Sam Merrill UNDER RA 4.5 (STANDARD) [id:10645814] | Isaiah Hartenstein OVER PRA 24.5 (DEMON) [id:10648224],0.03443035683242904,20.0,1.0,20.0,0.6886071366485808,20.0,atlas,0.5113228003778965,0.06126144917890939,Julius Randle OVER PA 24.5 (GOBLIN) [id:10652610] | Ayo Dosunmu OVER PTS 11.5 (GOBLIN) [id:10652117] | Karl-Anthony Towns UNDER PTS 20.5 (STANDARD) [id:10650134] | Sam Merrill UNDER RA 4.5 (STANDARD) [id:10645814] | Isaiah Hartenstein OVER PRA 24.5 (DEMON) [id:10648224],0.0,0.0,0.0,0.0,0.0,0,0.0,0.6886071366485808,"['julius randle', 'ayo dosunmu', 'karl-anthony towns', 'sam merrill', 'isaiah hartenstein']",1,Julius Randle OVER PA 24.5 (GOBLIN) [id:10652610],Ayo Dosunmu OVER PTS 11.5 (GOBLIN) [id:10652117],Karl-Anthony Towns UNDER PTS 20.5 (STANDARD) [id:10650134],Sam Merrill UNDER RA 4.5 (STANDARD) [id:10645814],Isaiah Hartenstein OVER PRA 24.5 (DEMON) [id:10648224],0,
