n_legs,legs,hit_prob,payout_mult,kernel_mult,payout_mult_eff,ev_mult,atlas_power_mult,pricing_engine,avg_p,avg_fragility,slip_key,pen_team,pen_family,pen_frag,pen_total,role_ctx_bonus,role_ctx_on_legs,role_ctx_on_share,score_adj,players,beam_selected,leg_1,leg_2,leg_3,q_leg_count,q_players
3,Coby White OVER PRA 14.5 (GOBLIN) [id:10653364] | Tristan Silva UNDER PR 16.5 (STANDARD) [id:10646713] | Tyler Herro OVER PR 29.5 (DEMON) [id:10644591],0.19370547589135573,6.0,1.0,6.0,1.1622328553481345,6.0,atlas,0.5844184729499526,0.0533495853306824,Coby White OVER PRA 14.5 (GOBLIN) [id:10653364] | Tristan Silva UNDER PR 16.5 (STANDARD) [id:10646713] | Tyler Herro OVER PR 29.5 (DEMON) [id:10644591],0.0,0.0,0.0,0.0,0.0,0,0.0,1.1622328553481345,"['coby white', 'tristan silva', 'tyler herro']",1,Coby White OVER PRA 14.5 (GOBLIN) [id:10653364],Tristan Silva UNDER PR 16.5 (STANDARD) [id:10646713],Tyler Herro OVER PR 29.5 (DEMON) [id:10644591],0,
3,Jaime Jaquez OVER PRA 20.5 (GOBLIN) [id:10647779] | Trendon Watford UNDER PTS 8.5 (STANDARD) [id:10648231] | Davion Mitchell OVER AST 6.5 (DEMON) [id:10643870],0.1656014986553394,6.0,1.0,6.0,0.9936089919320364,6.0,atlas,0.5515059659119882,0.04449467983721488,Jaime Jaquez OVER PRA 20.5 (GOBLIN) [id:10647779] | Trendon Watford UNDER PTS 8.5 (STANDARD) [id:10648231] | Davion Mitchell OVER AST 6.5 (DEMON) [id:10643870],0.0,0.0,0.0,0.0,0.0,0,0.0,0.9936089919320364,"['jaime jaquez', 'trendon watford', 'davion mitchell']",1,Jaime Jaquez OVER PRA 20.5 (GOBLIN) [id:10647779],Trendon Watford UNDER PTS 8.5 (STANDARD) [id:10648231],Davion Mitchell OVER AST 6.5 (DEMON) [id:10643870],0,
3,Davion Mitchell OVER PRA 14.5 (GOBLIN) [id:10644489] | Jett Howard UNDER PR 7.5 (STANDARD) [id:10648861] | Coby White OVER PTS 15.5 (DEMON) [id:10645580],0.16472166656481713,6.0,1.0,6.0,0.9883299993889028,6.0,atlas,0.549051036013728,0.043057488923204,Davion Mitchell OVER PRA 14.5 (GOBLIN) [id:10644489] | Jett Howard UNDER PR 7.5 (STANDARD) [id:10648861] | Coby White OVER PTS 15.5 (DEMON) [id:10645580],0.0,0.0,0.0,0.0,0.0,0,0.0,0.9883299993889028,"['davion mitchell', 'jett howard', 'coby white']",1,Davion Mitchell OVER PRA 14.5 (GOBLIN) [id:10644489],Jett Howard UNDER PR 7.5 (STANDARD) [id:10648861],Coby White OVER PTS 15.5 (DEMON) [id:10645580],0,
3,Miles Bridges OVER PTS 13.5 (GOBLIN) [id:10645632] | Jett Howard UNDER PRA 9 (STANDARD) [id:10648866] | Norman Powell OVER PRA 29.5 (DEMON) [id:10644564],0.1638207635922536,6.0,1.0,6.0,0.9829245815535215,6.0,atlas,0.5483917325637564,0.04444229015992097,Miles Bridges OVER PTS 13.5 (GOBLIN) [id:10645632] | Jett Howard UNDER PRA 9 (STANDARD) [id:10648866] | Norman Powell OVER PRA 29.5 (DEMON) [id:10644564],0.0,0.0,0.0,0.0,0.0,0,0.0,0.9829245815535215,"['miles bridges', 'jett howard', 'norman powell']",1,Miles Bridges OVER PTS 13.5 (GOBLIN) [id:10645632],Jett Howard UNDER PRA 9 (STANDARD) [id:10648866],Norman Powell OVER PRA 29.5 (DEMON) [id:10644564],0,
3,Brandon Miller OVER PTS 14.5 (GOBLIN) [id:10643826] | Jett Howard UNDER PA 6.5 (STANDARD) [id:10648860] | Grayson Allen OVER PRA 22.5 (DEMON) [id:10649767],0.16302250824693354,6.0,1.0,6.0,0.9781350494816012,6.0,atlas,0.5470186937350228,0.04283588523965499,Brandon Miller OVER PTS 14.5 (GOBLIN) [id:10643826] | Jett Howard UNDER PA 6.5 (STANDARD) [id:10648860] | Grayson Allen OVER PRA 22.5 (DEMON) [id:10649767],0.0,0.0,0.0,0.0,0.0,0,0.0,0.9781350494816012,"['brandon miller', 'jett howard', 'grayson allen']",1,Brandon Miller OVER PTS 14.5 (GOBLIN) [id:10643826],Jett Howard UNDER PA 6.5 (STANDARD) [id:10648860],Grayson Allen OVER PRA 22.5 (DEMON) [id:10649767],0,
3,Coby White OVER PTS 11.5 (GOBLIN) [id:10644469] | Jett Howard UNDER PRA 9 (STANDARD) [id:10648866] | Donte DiVincenzo OVER RA 9.5 (DEMON) [id:10649246],0.1625257883731659,6.0,1.0,6.0,0.9751547302389953,6.0,atlas,0.5471925056127496,0.04390420476422424,Coby White OVER PTS 11.5 (GOBLIN) [id:10644469] | Jett Howard UNDER PRA 9 (STANDARD) [id:10648866] | Donte DiVincenzo OVER RA 9.5 (DEMON) [id:10649246],0.0,0.0,0.0,0.0,0.0,0,0.0,0.9751547302389953,"['coby white', 'jett howard', 'donte divincenzo']",1,Coby White OVER PTS 11.5 (GOBLIN) [id:10644469],Jett Howard UNDER PRA 9 (STANDARD) [id:10648866],Donte DiVincenzo OVER RA 9.5 (DEMON) [id:10649246],0,
3,LaMelo Ball OVER PTS 14.5 (GOBLIN) [id:10644000] | Shai Gilgeous-Alexander UNDER PA 39 (STANDARD) [id:10645028] | Ryan Kalkbrenner OVER PRA 14.5 (DEMON) [id:10644582],0.16206183063821628,6.0,1.0,6.0,0.9723709838292977,6.0,atlas,0.5457321982861169,0.04224326046659118,LaMelo Ball OVER PTS 14.5 (GOBLIN) [id:10644000] | Shai Gilgeous-Alexander UNDER PA 39 (STANDARD) [id:10645028] | Ryan Kalkbrenner OVER PRA 14.5 (DEMON) [id:10644582],0.0,0.0,0.0,0.0,0.0,0,0.0,0.9723709838292977,"['lamelo ball', 'shai gilgeous-alexander', 'ryan kalkbrenner']",1,LaMelo Ball OVER PTS 14.5 (GOBLIN) [id:10644000],Shai Gilgeous-Alexander UNDER PA 39 (STANDARD) [id:10645028],Ryan Kalkbrenner OVER PRA 14.5 (DEMON) [id:10644582],0,
3,Ayo Dosunmu OVER PR 14.5 (GOBLIN) [id:10652195] | Kel'el Ware UNDER PR 22.5 (STANDARD) [id:10650504] | Grayson Allen OVER PR 19.5 (DEMON) [id:10652208],0.1617834737593546,6.0,1.0,6.0,0.9707008425561275,6.0,atlas,0.5469029629567626,0.0555051958747094,Ayo Dosunmu OVER PR 14.5 (GOBLIN) [id:10652195] | Kel'el Ware UNDER PR 22.5 (STANDARD) [id:10650504] | Grayson Allen OVER PR 19.5 (DEMON) [id:10652208],0.0,0.0,0.0,0.0,0.0,0,0.0,0.9707008425561275,"['ayo dosunmu', ""kel'el ware"", 'grayson allen']",1,Ayo Dosunmu OVER PR 14.5 (GOBLIN) [id:10652195],Kel'el Ware UNDER PR 22.5 (STANDARD) [id:10650504],Grayson Allen OVER PR 19.5 (DEMON) [id:10652208],0,
3,Jaime Jaquez OVER PTS 9.5 (GOBLIN) [id:10644499] | Karl-Anthony Towns UNDER PTS 20.5 (STANDARD) [id:10650134] | LaMelo Ball OVER PRA 34.5 (DEMON) [id:10644531],0.16150635799196295,6.0,1.0,6.0,0.9690381479517777,6.0,atlas,0.5450022205842285,0.04300693627568455,Jaime Jaquez OVER PTS 9.5 (GOBLIN) [id:10644499] | Karl-Anthony Towns UNDER PTS 20.5 (STANDARD) [id:10650134] | LaMelo Ball OVER PRA 34.5 (DEMON) [id:10644531],0.0,0.0,0.0,0.0,0.0,0,0.0,0.9690381479517777,"['jaime jaquez', 'karl-anthony towns', 'lamelo ball']",1,Jaime Jaquez OVER PTS 9.5 (GOBLIN) [id:10644499],Karl-Anthony Towns UNDER PTS 20.5 (STANDARD) [id:10650134],LaMelo Ball OVER PRA 34.5 (DEMON) [id:10644531],0,
3,Collin Gillespie OVER PTS 9.5 (GOBLIN) [id:10649143] | Jett Howard UNDER PR 7.5 (STANDARD) [id:10648861] | Coby White OVER PA 19.5 (DEMON) [id:10644472],0.16134405043208905,6.0,1.0,6.0,0.9680643025925343,6.0,atlas,0.5454322346488542,0.043277242744661576,Collin Gillespie OVER PTS 9.5 (GOBLIN) [id:10649143] | Jett Howard UNDER PR 7.5 (STANDARD) [id:10648861] | Coby White OVER PA 19.5 (DEMON) [id:10644472],0.0,0.0,0.0,0.0,0.0,0,0.0,0.9680643025925343,"['collin gillespie', 'jett howard', 'coby white']",1,Collin Gillespie OVER PTS 9.5 (GOBLIN) [id:10649143],Jett Howard UNDER PR 7.5 (STANDARD) [id:10648861],Coby White OVER PA 19.5 (DEMON) [id:10644472],0,
3,Brandon Miller OVER PTS 14.5 (GOBLIN) [id:10643826] | Karl-Anthony Towns UNDER PTS 20.5 (STANDARD) [id:10650134] | Grayson Allen OVER PRA 22.5 (DEMON) [id:10649767],0.159597951917124,6.0,1.0,6.0,0.957587711502744,6.0,atlas,0.5429166568653964,0.04283588523965499,Brandon Miller OVER PTS 14.5 (GOBLIN) [id:10643826] | Karl-Anthony Towns UNDER PTS 20.5 (STANDARD) [id:10650134] | Grayson Allen OVER PRA 22.5 (DEMON) [id:10649767],0.0,0.0,0.0,0.0,0.0,0,0.0,0.957587711502744,"['brandon miller', 'karl-anthony towns', 'grayson allen']",1,Brandon Miller OVER PTS 14.5 (GOBLIN) [id:10643826],Karl-Anthony Towns UNDER PTS 20.5 (STANDARD) [id:10650134],Grayson Allen OVER PRA 22.5 (DEMON) [id:10649767],0,
3,LaMelo Ball OVER PRA 24.5 (GOBLIN) [id:10644529] | Shai Gilgeous-Alexander UNDER PTS 31.5 (STANDARD) [id:10645531] | Davion Mitchell OVER RA 8.5 (DEMON) [id:10645591],0.15912497210774587,6.0,1.0,6.0,0.9547498326464752,6.0,atlas,0.5426951736825715,0.053971820749865444,LaMelo Ball OVER PRA 24.5 (GOBLIN) [id:10644529] | Shai Gilgeous-Alexander UNDER PTS 31.5 (STANDARD) [id:10645531] | Davion Mitchell OVER RA 8.5 (DEMON) [id:10645591],0.0,0.0,0.0,0.0,0.0,0,0.0,0.9547498326464752,"['lamelo ball', 'shai gilgeous-alexander', 'davion mitchell']",1,LaMelo Ball OVER PRA 24.5 (GOBLIN) [id:10644529],Shai Gilgeous-Alexander UNDER PTS 31.5 (STANDARD) [id:10645531],Davion Mitchell OVER RA 8.5 (DEMON) [id:10645591],0,
3,Norman Powell OVER PTS 14.5 (GOBLIN) [id:10644080] | Royce O'Neale UNDER PRA 15.5 (STANDARD) [id:10650250] | Davion Mitchell OVER AST 5.5 (DEMON) [id:10643872],0.15739361712179606,6.0,1.0,6.0,0.9443617027307764,6.0,atlas,0.5403739739383263,0.031893716827538894,Norman Powell OVER PTS 14.5 (GOBLIN) [id:10644080] | Royce O'Neale UNDER PRA 15.5 (STANDARD) [id:10650250] | Davion Mitchell OVER AST 5.5 (DEMON) [id:10643872],0.0,0.0,0.0,0.0,0.0,0,0.0,0.9443617027307764,"['norman powell', ""royce o'neale"", 'davion mitchell']",1,Norman Powell OVER PTS 14.5 (GOBLIN) [id:10644080],Royce O'Neale UNDER PRA 15.5 (STANDARD) [id:10650250],Davion Mitchell OVER AST 5.5 (DEMON) [id:10643872],0,
3,Rudy Gobert OVER REB 10.5 (GOBLIN) [id:10649560] | Jared McCain UNDER PTS 7.5 (STANDARD) [id:10645007] | Jaime Jaquez OVER PRA 27.5 (DEMON) [id:10645607],0.15693721435378177,6.0,1.0,6.0,0.9416232861226906,6.0,atlas,0.5402170168139895,0.04235549258098378,Rudy Gobert OVER REB 10.5 (GOBLIN) [id:10649560] | Jared McCain UNDER PTS 7.5 (STANDARD) [id:10645007] | Jaime Jaquez OVER PRA 27.5 (DEMON) [id:10645607],0.0,0.0,0.0,0.0,0.0,0,0.0,0.9416232861226906,"['rudy gobert', 'jared mccain', 'jaime jaquez']",1,Rudy Gobert OVER REB 10.5 (GOBLIN) [id:10649560],Jared McCain UNDER PTS 7.5 (STANDARD) [id:10645007],Jaime Jaquez OVER PRA 27.5 (DEMON) [id:10645607],0,
3,Tyler Herro OVER PRA 24.5 (GOBLIN) [id:10644593] | De'Aaron Fox UNDER PR 22.5 (STANDARD) [id:10649863] | Collin Gillespie OVER PRA 21.5 (DEMON) [id:10649147],0.15394708832857737,6.0,1.0,6.0,0.9236825299714642,6.0,atlas,0.5364625890100129,0.05385739939325507,Tyler Herro OVER PRA 24.5 (GOBLIN) [id:10644593] | De'Aaron Fox UNDER PR 22.5 (STANDARD) [id:10649863] | Collin Gillespie OVER PRA 21.5 (DEMON) [id:10649147],0.0,0.0,0.0,0.0,0.0,0,0.0,0.9236825299714642,"['tyler herro', ""de'aaron fox"", 'collin gillespie']",1,Tyler Herro OVER PRA 24.5 (GOBLIN) [id:10644593],De'Aaron Fox UNDER PR 22.5 (STANDARD) [id:10649863],Collin Gillespie OVER PRA 21.5 (DEMON) [id:10649147],0,
