n_legs,legs,hit_prob,payout_mult,kernel_mult,payout_mult_eff,ev_mult,atlas_power_mult,pricing_engine,avg_p,avg_fragility,slip_key,pen_team,pen_family,pen_frag,pen_total,role_ctx_bonus,role_ctx_on_legs,role_ctx_on_share,score_adj,players,beam_selected,leg_1,leg_2,leg_3,leg_4,leg_5,q_leg_count,q_players
5,Brandon Miller OVER PRA 24.5 (GOBLIN) [id:10644465] | Jaime Jaquez OVER PTS 9.5 (GOBLIN) [id:10644499] | Kel'el Ware UNDER PR 22.5 (STANDARD) [id:10650504] | Tristan Silva UNDER PTS 10.5 (STANDARD) [id:10645979] | Grant Williams OVER PRA 16.5 (DEMON) [id:10645598],0.06407982320632673,20.0,1.0,20.0,1.2815964641265345,20.0,atlas,0.5828827470970702,0.0429987336811968,Brandon Miller OVER PRA 24.5 (GOBLIN) [id:10644465] | Jaime Jaquez OVER PTS 9.5 (GOBLIN) [id:10644499] | Kel'el Ware UNDER PR 22.5 (STANDARD) [id:10650504] | Tristan Silva UNDER PTS 10.5 (STANDARD) [id:10645979] | Grant Williams OVER PRA 16.5 (DEMON) [id:10645598],0.0,0.0,0.0,0.0,0.0,0,0.0,1.2815964641265345,"['brandon miller', 'jaime jaquez', ""kel'el ware"", 'tristan silva', 'grant williams']",1,Brandon Miller OVER PRA 24.5 (GOBLIN) [id:10644465],Jaime Jaquez OVER PTS 9.5 (GOBLIN) [id:10644499],Kel'el Ware UNDER PR 22.5 (STANDARD) [id:10650504],Tristan Silva UNDER PTS 10.5 (STANDARD) [id:10645979],Grant Williams OVER PRA 16.5 (DEMON) [id:10645598],0,
5,Jaime Jaquez OVER PRA 20.5 (GOBLIN) [id:10647779] | Davion Mitchell OVER PA 9.5 (GOBLIN) [id:10644482] | Trendon Watford UNDER REB 3.5 (STANDARD) [id:10644896] | Moussa Diabaté UNDER PR 19 (STANDARD) [id:10644055] | Grant Williams OVER PTS 7.5 (DEMON) [id:10644491],0.05058735285833821,20.0,1.0,20.0,1.0117470571667642,20.0,atlas,0.5525103381517701,0.04281070974719167,Jaime Jaquez OVER PRA 20.5 (GOBLIN) [id:10647779] | Davion Mitchell OVER PA 9.5 (GOBLIN) [id:10644482] | Trendon Watford UNDER REB 3.5 (STANDARD) [id:10644896] | Moussa Diabaté UNDER PR 19 (STANDARD) [id:10644055] | Grant Williams OVER PTS 7.5 (DEMON) [id:10644491],0.0,0.0,0.0,0.0,0.0,0,0.0,1.0117470571667642,"['jaime jaquez', 'davion mitchell', 'trendon watford', 'moussa diabaté', 'grant williams']",1,Jaime Jaquez OVER PRA 20.5 (GOBLIN) [id:10647779],Davion Mitchell OVER PA 9.5 (GOBLIN) [id:10644482],Trendon Watford UNDER REB 3.5 (STANDARD) [id:10644896],Moussa Diabaté UNDER PR 19 (STANDARD) [id:10644055],Grant Williams OVER PTS 7.5 (DEMON) [id:10644491],0,
5,Kon Knueppel OVER PTS 16.5 (GOBLIN) [id:10645613] | Devin Booker OVER PRA 33.5 (GOBLIN) [id:10649197] | De'Aaron Fox UNDER PRA 29.5 (STANDARD) [id:10649864] | Trendon Watford UNDER PTS 8.5 (STANDARD) [id:10648231] | Collin Gillespie OVER PRA 23.5 (DEMON) [id:10649148],0.0496839907242511,20.0,1.0,20.0,0.9936798144850221,20.0,atlas,0.5501929536569945,0.04273597549604445,Kon Knueppel OVER PTS 16.5 (GOBLIN) [id:10645613] | Devin Booker OVER PRA 33.5 (GOBLIN) [id:10649197] | De'Aaron Fox UNDER PRA 29.5 (STANDARD) [id:10649864] | Trendon Watford UNDER PTS 8.5 (STANDARD) [id:10648231] | Collin Gillespie OVER PRA 23.5 (DEMON) [id:10649148],0.0,0.0,0.0,0.0,0.0,0,0.0,0.9936798144850221,"['kon knueppel', 'devin booker', ""de'aaron fox"", 'trendon watford', 'collin gillespie']",1,Kon Knueppel OVER PTS 16.5 (GOBLIN) [id:10645613],Devin Booker OVER PRA 33.5 (GOBLIN) [id:10649197],De'Aaron Fox UNDER PRA 29.5 (STANDARD) [id:10649864],Trendon Watford UNDER PTS 8.5 (STANDARD) [id:10648231],Collin Gillespie OVER PRA 23.5 (DEMON) [id:10649148],0,
5,Ryan Kalkbrenner OVER PA 4.5 (GOBLIN) [id:10644578] | Norman Powell OVER PR 23.5 (GOBLIN) [id:10652266] | Trendon Watford UNDER PRA 16.5 (STANDARD) [id:10644893] | Kel'el Ware UNDER RA 11.5 (STANDARD) [id:10653551] | Collin Gillespie OVER PRA 23.5 (DEMON) [id:10649148],0.04898898723973902,20.0,1.0,20.0,0.9797797447947804,20.0,atlas,0.548911528804981,0.04911378032242988,Ryan Kalkbrenner OVER PA 4.5 (GOBLIN) [id:10644578] | Norman Powell OVER PR 23.5 (GOBLIN) [id:10652266] | Trendon Watford UNDER PRA 16.5 (STANDARD) [id:10644893] | Kel'el Ware UNDER RA 11.5 (STANDARD) [id:10653551] | Collin Gillespie OVER PRA 23.5 (DEMON) [id:10649148],0.0,0.0,0.0,0.0,0.0,0,0.0,0.9797797447947804,"['ryan kalkbrenner', 'norman powell', 'trendon watford', ""kel'el ware"", 'collin gillespie']",1,Ryan Kalkbrenner OVER PA 4.5 (GOBLIN) [id:10644578],Norman Powell OVER PR 23.5 (GOBLIN) [id:10652266],Trendon Watford UNDER PRA 16.5 (STANDARD) [id:10644893],Kel'el Ware UNDER RA 11.5 (STANDARD) [id:10653551],Collin Gillespie OVER PRA 23.5 (DEMON) [id:10649148],0,
5,Davion Mitchell OVER RA 6.5 (GOBLIN) [id:10645590] | Grayson Allen OVER PRA 18.5 (GOBLIN) [id:10649764] | Jett Howard UNDER PRA 9 (STANDARD) [id:10648866] | Karl-Anthony Towns UNDER PTS 20.5 (STANDARD) [id:10650134] | Kon Knueppel OVER PA 24.5 (DEMON) [id:10644512],0.047350135702472824,20.0,1.0,20.0,0.9470027140494565,20.0,atlas,0.5445581340442757,0.04902900268025432,Davion Mitchell OVER RA 6.5 (GOBLIN) [id:10645590] | Grayson Allen OVER PRA 18.5 (GOBLIN) [id:10649764] | Jett Howard UNDER PRA 9 (STANDARD) [id:10648866] | Karl-Anthony Towns UNDER PTS 20.5 (STANDARD) [id:10650134] | Kon Knueppel OVER PA 24.5 (DEMON) [id:10644512],0.0,0.0,0.0,0.0,0.0,0,0.0,0.9470027140494565,"['davion mitchell', 'grayson allen', 'jett howard', 'karl-anthony towns', 'kon knueppel']",1,Davion Mitchell OVER RA 6.5 (GOBLIN) [id:10645590],Grayson Allen OVER PRA 18.5 (GOBLIN) [id:10649764],Jett Howard UNDER PRA 9 (STANDARD) [id:10648866],Karl-Anthony Towns UNDER PTS 20.5 (STANDARD) [id:10650134],Kon Knueppel OVER PA 24.5 (DEMON) [id:10644512],0,
5,Ayo Dosunmu OVER PTS 11.5 (GOBLIN) [id:10652117] | Jaime Jaquez OVER PTS 9.5 (GOBLIN) [id:10644499] | Trendon Watford UNDER PA 12.5 (STANDARD) [id:10644891] | Shai Gilgeous-Alexander UNDER RA 11.5 (STANDARD) [id:10645034] | Brandon Miller OVER PRA 34.5 (DEMON) [id:10644466],0.047167218735863804,20.0,1.0,20.0,0.9433443747172761,20.0,atlas,0.5438548832065525,0.03669159275301784,Ayo Dosunmu OVER PTS 11.5 (GOBLIN) [id:10652117] | Jaime Jaquez OVER PTS 9.5 (GOBLIN) [id:10644499] | Trendon Watford UNDER PA 12.5 (STANDARD) [id:10644891] | Shai Gilgeous-Alexander UNDER RA 11.5 (STANDARD) [id:10645034] | Brandon Miller OVER PRA 34.5 (DEMON) [id:10644466],0.0,0.0,0.0,0.0,0.0,0,0.0,0.9433443747172761,"['ayo dosunmu', 'jaime jaquez', 'trendon watford', 'shai gilgeous-alexander', 'brandon miller']",1,Ayo Dosunmu OVER PTS 11.5 (GOBLIN) [id:10652117],Jaime Jaquez OVER PTS 9.5 (GOBLIN) [id:10644499],Trendon Watford UNDER PA 12.5 (STANDARD) [id:10644891],Shai Gilgeous-Alexander UNDER RA 11.5 (STANDARD) [id:10645034],Brandon Miller OVER PRA 34.5 (DEMON) [id:10644466],0,
5,Ryan Kalkbrenner OVER PTS 3.5 (GOBLIN) [id:10655497] | Ayo Dosunmu OVER PTS 11.5 (GOBLIN) [id:10652117] | Rudy Gobert UNDER PTS 12.5 (STANDARD) [id:10649544] | Jett Howard UNDER PRA 9 (STANDARD) [id:10648866] | Grant Williams OVER PTS 7.5 (DEMON) [id:10644491],0.04439618624126952,20.0,1.0,20.0,0.8879237248253904,20.0,atlas,0.5373934339302704,0.029688708370179305,Ryan Kalkbrenner OVER PTS 3.5 (GOBLIN) [id:10655497] | Ayo Dosunmu OVER PTS 11.5 (GOBLIN) [id:10652117] | Rudy Gobert UNDER PTS 12.5 (STANDARD) [id:10649544] | Jett Howard UNDER PRA 9 (STANDARD) [id:10648866] | Grant Williams OVER PTS 7.5 (DEMON) [id:10644491],0.0,0.0,0.0,0.0,0.0,0,0.0,0.8879237248253904,"['ryan kalkbrenner', 'ayo dosunmu', 'rudy gobert', 'jett howard', 'grant williams']",1,Ryan Kalkbrenner OVER PTS 3.5 (GOBLIN) [id:10655497],Ayo Dosunmu OVER PTS 11.5 (GOBLIN) [id:10652117],Rudy Gobert UNDER PTS 12.5 (STANDARD) [id:10649544],Jett Howard UNDER PRA 9 (STANDARD) [id:10648866],Grant Williams OVER PTS 7.5 (DEMON) [id:10644491],0,
5,Devin Booker OVER PR 24.5 (GOBLIN) [id:10652325] | LaMelo Ball OVER PRA 28.5 (GOBLIN) [id:10645623] | Collin Gillespie OVER PR 15.5 (STANDARD) [id:10649145] | Kel'el Ware UNDER PTS 12 (STANDARD) [id:10650500] | Jordan Goodwin OVER REB 4.5 (DEMON) [id:10652489],0.04369133130716628,20.0,1.0,20.0,0.8738266261433256,20.0,atlas,0.5360338252276386,0.05915137890718486,Devin Booker OVER PR 24.5 (GOBLIN) [id:10652325] | LaMelo Ball OVER PRA 28.5 (GOBLIN) [id:10645623] | Collin Gillespie OVER PR 15.5 (STANDARD) [id:10649145] | Kel'el Ware UNDER PTS 12 (STANDARD) [id:10650500] | Jordan Goodwin OVER REB 4.5 (DEMON) [id:10652489],0.0,0.0,0.0,0.0,0.0,0,0.0,0.8738266261433256,"['devin booker', 'lamelo ball', 'collin gillespie', ""kel'el ware"", 'jordan goodwin']",1,Devin Booker OVER PR 24.5 (GOBLIN) [id:10652325],LaMelo Ball OVER PRA 28.5 (GOBLIN) [id:10645623],Collin Gillespie OVER PR 15.5 (STANDARD) [id:10649145],Kel'el Ware UNDER PTS 12 (STANDARD) [id:10650500],Jordan Goodwin OVER REB 4.5 (DEMON) [id:10652489],0,
5,Davion Mitchell OVER PTS 5.5 (GOBLIN) [id:10644479] | Norman Powell OVER PR 23.5 (GOBLIN) [id:10652266] | Karl-Anthony Towns UNDER PRA 35.5 (STANDARD) [id:10650141] | Shai Gilgeous-Alexander UNDER PTS 31.5 (STANDARD) [id:10645531] | Grayson Allen OVER PRA 26.5 (DEMON) [id:10649766],0.04318963651378093,20.0,1.0,20.0,0.8637927302756186,20.0,atlas,0.5341052767200912,0.04281740901303516,Davion Mitchell OVER PTS 5.5 (GOBLIN) [id:10644479] | Norman Powell OVER PR 23.5 (GOBLIN) [id:10652266] | Karl-Anthony Towns UNDER PRA 35.5 (STANDARD) [id:10650141] | Shai Gilgeous-Alexander UNDER PTS 31.5 (STANDARD) [id:10645531] | Grayson Allen OVER PRA 26.5 (DEMON) [id:10649766],0.0,0.0,0.0,0.0,0.0,0,0.0,0.8637927302756186,"['davion mitchell', 'norman powell', 'karl-anthony towns', 'shai gilgeous-alexander', 'grayson allen']",1,Davion Mitchell OVER PTS 5.5 (GOBLIN) [id:10644479],Norman Powell OVER PR 23.5 (GOBLIN) [id:10652266],Karl-Anthony Towns UNDER PRA 35.5 (STANDARD) [id:10650141],Shai Gilgeous-Alexander UNDER PTS 31.5 (STANDARD) [id:10645531],Grayson Allen OVER PRA 26.5 (DEMON) [id:10649766],0,
5,Miles Bridges OVER PRA 19.5 (GOBLIN) [id:10644541] | Bam Adebayo OVER PR 24.5 (GOBLIN) [id:10648430] | Jett Howard UNDER PA 6.5 (STANDARD) [id:10648860] | Davion Mitchell OVER RA 7.5 (STANDARD) [id:10643888] | Ryan Kalkbrenner OVER RA 7.5 (DEMON) [id:10645666],0.04250486431636996,20.0,1.0,20.0,0.8500972863273992,20.0,atlas,0.5324534458109402,0.06516242159109444,Miles Bridges OVER PRA 19.5 (GOBLIN) [id:10644541] | Bam Adebayo OVER PR 24.5 (GOBLIN) [id:10648430] | Jett Howard UNDER PA 6.5 (STANDARD) [id:10648860] | Davion Mitchell OVER RA 7.5 (STANDARD) [id:10643888] | Ryan Kalkbrenner OVER RA 7.5 (DEMON) [id:10645666],0.0,0.0,0.0,0.0,0.0,0,0.0,0.8500972863273992,"['miles bridges', 'bam adebayo', 'jett howard', 'davion mitchell', 'ryan kalkbrenner']",1,Miles Bridges OVER PRA 19.5 (GOBLIN) [id:10644541],Bam Adebayo OVER PR 24.5 (GOBLIN) [id:10648430],Jett Howard UNDER PA 6.5 (STANDARD) [id:10648860],Davion Mitchell OVER RA 7.5 (STANDARD) [id:10643888],Ryan Kalkbrenner OVER RA 7.5 (DEMON) [id:10645666],0,
5,Davion Mitchell OVER PRA 14.5 (GOBLIN) [id:10644489] | LaMelo Ball OVER PRA 28.5 (GOBLIN) [id:10645623] | Collin Gillespie OVER PR 15.5 (STANDARD) [id:10649145] | De'Aaron Fox UNDER PTS 18.5 (STANDARD) [id:10649862] | Norman Powell OVER PR 29.5 (DEMON) [id:10644560],0.04215000527455815,20.0,1.0,20.0,0.843000105491163,20.0,atlas,0.5318248217800123,0.06584602842768864,Davion Mitchell OVER PRA 14.5 (GOBLIN) [id:10644489] | LaMelo Ball OVER PRA 28.5 (GOBLIN) [id:10645623] | Collin Gillespie OVER PR 15.5 (STANDARD) [id:10649145] | De'Aaron Fox UNDER PTS 18.5 (STANDARD) [id:10649862] | Norman Powell OVER PR 29.5 (DEMON) [id:10644560],0.0,0.0,0.0,0.0,0.0,0,0.0,0.843000105491163,"['davion mitchell', 'lamelo ball', 'collin gillespie', ""de'aaron fox"", 'norman powell']",1,Davion Mitchell OVER PRA 14.5 (GOBLIN) [id:10644489],LaMelo Ball OVER PRA 28.5 (GOBLIN) [id:10645623],Collin Gillespie OVER PR 15.5 (STANDARD) [id:10649145],De'Aaron Fox UNDER PTS 18.5 (STANDARD) [id:10649862],Norman Powell OVER PR 29.5 (DEMON) [id:10644560],0,
5,Naz Reid OVER REB 4.5 (GOBLIN) [id:10652124] | Miles Bridges OVER PRA 21.5 (GOBLIN) [id:10645633] | Donte DiVincenzo OVER PRA 21.5 (STANDARD) [id:10649234] | Nique Clifford UNDER PTS 11.5 (STANDARD) [id:10651075] | LaMelo Ball OVER PTS 24.5 (DEMON) [id:10643997],0.03632468898643348,20.0,1.0,20.0,0.7264937797286696,20.0,atlas,0.5153634765136226,0.05265364488741886,Naz Reid OVER REB 4.5 (GOBLIN) [id:10652124] | Miles Bridges OVER PRA 21.5 (GOBLIN) [id:10645633] | Donte DiVincenzo OVER PRA 21.5 (STANDARD) [id:10649234] | Nique Clifford UNDER PTS 11.5 (STANDARD) [id:10651075] | LaMelo Ball OVER PTS 24.5 (DEMON) [id:10643997],0.0,0.0,0.0,0.0,0.0,0,0.0,0.7264937797286696,"['naz reid', 'miles bridges', 'donte divincenzo', 'nique clifford', 'lamelo ball']",1,Naz Reid OVER REB 4.5 (GOBLIN) [id:10652124],Miles Bridges OVER PRA 21.5 (GOBLIN) [id:10645633],Donte DiVincenzo OVER PRA 21.5 (STANDARD) [id:10649234],Nique Clifford UNDER PTS 11.5 (STANDARD) [id:10651075],LaMelo Ball OVER PTS 24.5 (DEMON) [id:10643997],0,
5,Jordan Goodwin OVER REB 2.5 (GOBLIN) [id:10652490] | LaMelo Ball OVER RA 9.5 (GOBLIN) [id:10645625] | Chet Holmgren OVER PTS 16.5 (STANDARD) [id:10644984] | Karl-Anthony Towns UNDER RA 14.5 (STANDARD) [id:10650152] | Collin Gillespie OVER PRA 21.5 (DEMON) [id:10649147],0.035723200476283974,20.0,1.0,20.0,0.7144640095256795,20.0,atlas,0.5137897298303343,0.062089250521157345,Jordan Goodwin OVER REB 2.5 (GOBLIN) [id:10652490] | LaMelo Ball OVER RA 9.5 (GOBLIN) [id:10645625] | Chet Holmgren OVER PTS 16.5 (STANDARD) [id:10644984] | Karl-Anthony Towns UNDER RA 14.5 (STANDARD) [id:10650152] | Collin Gillespie OVER PRA 21.5 (DEMON) [id:10649147],0.0,0.0,0.0,0.0,0.0,0,0.0,0.7144640095256795,"['jordan goodwin', 'lamelo ball', 'chet holmgren', 'karl-anthony towns', 'collin gillespie']",1,Jordan Goodwin OVER REB 2.5 (GOBLIN) [id:10652490],LaMelo Ball OVER RA 9.5 (GOBLIN) [id:10645625],Chet Holmgren OVER PTS 16.5 (STANDARD) [id:10644984],Karl-Anthony Towns UNDER RA 14.5 (STANDARD) [id:10650152],Collin Gillespie OVER PRA 21.5 (DEMON) [id:10649147],0,
5,Julius Randle OVER RA 10.5 (GOBLIN) [id:10649399] | James Harden OVER AST 6.5 (GOBLIN) [id:10645142] | Rudy Gobert UNDER PTS 12.5 (STANDARD) [id:10649544] | Karl-Anthony Towns UNDER PR 32.5 (STANDARD) [id:10650137] | Jalen Green OVER RA 8.5 (DEMON) [id:10649351],0.03390100993651051,20.0,1.0,20.0,0.6780201987302102,20.0,atlas,0.5084755983281817,0.05184545286796762,Julius Randle OVER RA 10.5 (GOBLIN) [id:10649399] | James Harden OVER AST 6.5 (GOBLIN) [id:10645142] | Rudy Gobert UNDER PTS 12.5 (STANDARD) [id:10649544] | Karl-Anthony Towns UNDER PR 32.5 (STANDARD) [id:10650137] | Jalen Green OVER RA 8.5 (DEMON) [id:10649351],0.0,0.0,0.0,0.0,0.0,0,0.0,0.6780201987302102,"['julius randle', 'james harden', 'rudy gobert', 'karl-anthony towns', 'jalen green']",1,Julius Randle OVER RA 10.5 (GOBLIN) [id:10649399],James Harden OVER AST 6.5 (GOBLIN) [id:10645142],Rudy Gobert UNDER PTS 12.5 (STANDARD) [id:10649544],Karl-Anthony Towns UNDER PR 32.5 (STANDARD) [id:10650137],Jalen Green OVER RA 8.5 (DEMON) [id:10649351],0,
5,Chet Holmgren OVER REB 7.5 (GOBLIN) [id:10644990] | Norman Powell OVER PTS 19.5 (GOBLIN) [id:10644383] | Wendell Carter OVER PRA 21.5 (STANDARD) [id:10648772] | Bam Adebayo OVER RA 12.5 (STANDARD) [id:10650494] | Oso Ighodaro OVER PTS 8.5 (DEMON) [id:10649465],0.03166664907916666,20.0,1.0,20.0,0.6333329815833332,20.0,atlas,0.5016778258848437,0.08403873365433552,Chet Holmgren OVER REB 7.5 (GOBLIN) [id:10644990] | Norman Powell OVER PTS 19.5 (GOBLIN) [id:10644383] | Wendell Carter OVER PRA 21.5 (STANDARD) [id:10648772] | Bam Adebayo OVER RA 12.5 (STANDARD) [id:10650494] | Oso Ighodaro OVER PTS 8.5 (DEMON) [id:10649465],0.0,0.0,0.0,0.0,0.0,0,0.0,0.6333329815833332,"['chet holmgren', 'norman powell', 'wendell carter', 'bam adebayo', 'oso ighodaro']",1,Chet Holmgren OVER REB 7.5 (GOBLIN) [id:10644990],Norman Powell OVER PTS 19.5 (GOBLIN) [id:10644383],Wendell Carter OVER PRA 21.5 (STANDARD) [id:10648772],Bam Adebayo OVER RA 12.5 (STANDARD) [id:10650494],Oso Ighodaro OVER PTS 8.5 (DEMON) [id:10649465],0,
