n_legs,legs,hit_prob,payout_mult,kernel_mult,payout_mult_eff,ev_mult,atlas_power_mult,pricing_engine,avg_p,avg_fragility,slip_key,pen_team,pen_family,pen_frag,pen_total,role_ctx_bonus,role_ctx_on_legs,role_ctx_on_share,score_adj,players,beam_selected,leg_1,leg_2,leg_3,q_leg_count,q_players
3,Tyler Herro OVER PR 19.5 (GOBLIN) [id:10652730] | Trendon Watford UNDER PRA 16.5 (STANDARD) [id:10644893] | Tristan Silva UNDER PTS 10.5 (STANDARD) [id:10645979],0.2261110945348425,6.0,1.0,6.0,1.356666567209055,6.0,atlas,0.6149095129554972,0.02610471128170092,Tyler Herro OVER PR 19.5 (GOBLIN) [id:10652730] | Trendon Watford UNDER PRA 16.5 (STANDARD) [id:10644893] | Tristan Silva UNDER PTS 10.5 (STANDARD) [id:10645979],0.0,0.0,0.0,0.0,0.0,0,0.0,1.356666567209055,"['tyler herro', 'trendon watford', 'tristan silva']",1,Tyler Herro OVER PR 19.5 (GOBLIN) [id:10652730],Trendon Watford UNDER PRA 16.5 (STANDARD) [id:10644893],Tristan Silva UNDER PTS 10.5 (STANDARD) [id:10645979],0,
3,Collin Gillespie OVER PTS 8.5 (GOBLIN) [id:10650223] | Royce O'Neale UNDER AST 2.5 (STANDARD) [id:10649496] | De'Aaron Fox UNDER RA 10.5 (STANDARD) [id:10649865],0.1729181843268626,6.0,1.0,6.0,1.0375091059611756,6.0,atlas,0.5575970888519004,0.016346013976326946,Collin Gillespie OVER PTS 8.5 (GOBLIN) [id:10650223] | Royce O'Neale UNDER AST 2.5 (STANDARD) [id:10649496] | De'Aaron Fox UNDER RA 10.5 (STANDARD) [id:10649865],0.0,0.0,0.0,0.0,0.0,0,0.0,1.0375091059611756,"['collin gillespie', ""royce o'neale"", ""de'aaron fox""]",1,Collin Gillespie OVER PTS 8.5 (GOBLIN) [id:10650223],Royce O'Neale UNDER AST 2.5 (STANDARD) [id:10649496],De'Aaron Fox UNDER RA 10.5 (STANDARD) [id:10649865],0,
3,Coby White OVER PRA 17.5 (GOBLIN) [id:10645581] | Tyler Herro OVER PTS 21.5 (STANDARD) [id:10644159] | De'Aaron Fox UNDER PTS 18.5 (STANDARD) [id:10649862],0.17017302219334257,6.0,1.0,6.0,1.0210381331600553,6.0,atlas,0.5548115497661682,0.04238306941720185,Coby White OVER PRA 17.5 (GOBLIN) [id:10645581] | Tyler Herro OVER PTS 21.5 (STANDARD) [id:10644159] | De'Aaron Fox UNDER PTS 18.5 (STANDARD) [id:10649862],0.0,0.0,0.0,0.0,0.0,0,0.0,1.0210381331600553,"['coby white', 'tyler herro', ""de'aaron fox""]",1,Coby White OVER PRA 17.5 (GOBLIN) [id:10645581],Tyler Herro OVER PTS 21.5 (STANDARD) [id:10644159],De'Aaron Fox UNDER PTS 18.5 (STANDARD) [id:10649862],0,
3,Jaime Jaquez OVER PTS 9.5 (GOBLIN) [id:10644499] | Jett Howard UNDER PA 6.5 (STANDARD) [id:10648860] | Karl-Anthony Towns UNDER RA 14.5 (STANDARD) [id:10650152],0.16779841840155,6.0,1.0,6.0,1.0067905104093,6.0,atlas,0.5520833291708789,0.016142829276811994,Jaime Jaquez OVER PTS 9.5 (GOBLIN) [id:10644499] | Jett Howard UNDER PA 6.5 (STANDARD) [id:10648860] | Karl-Anthony Towns UNDER RA 14.5 (STANDARD) [id:10650152],0.0,0.0,0.0,0.0,0.0,0,0.0,1.0067905104093,"['jaime jaquez', 'jett howard', 'karl-anthony towns']",1,Jaime Jaquez OVER PTS 9.5 (GOBLIN) [id:10644499],Jett Howard UNDER PA 6.5 (STANDARD) [id:10648860],Karl-Anthony Towns UNDER RA 14.5 (STANDARD) [id:10650152],0,
3,Ayo Dosunmu OVER PR 14.5 (GOBLIN) [id:10652195] | De'Aaron Fox UNDER PA 25.5 (STANDARD) [id:10649987] | Nikola Jokić UNDER PTS 28.5 (STANDARD) [id:10644402],0.16776938552294493,6.0,1.0,6.0,1.0066163131376695,6.0,atlas,0.5518216550186025,0.02677278569679688,Ayo Dosunmu OVER PR 14.5 (GOBLIN) [id:10652195] | De'Aaron Fox UNDER PA 25.5 (STANDARD) [id:10649987] | Nikola Jokić UNDER PTS 28.5 (STANDARD) [id:10644402],0.0,0.0,0.0,0.0,0.0,0,0.0,1.0066163131376695,"['ayo dosunmu', ""de'aaron fox"", 'nikola jokić']",1,Ayo Dosunmu OVER PR 14.5 (GOBLIN) [id:10652195],De'Aaron Fox UNDER PA 25.5 (STANDARD) [id:10649987],Nikola Jokić UNDER PTS 28.5 (STANDARD) [id:10644402],0,
3,Collin Gillespie OVER REB 2.5 (GOBLIN) [id:10649155] | Kel'el Ware UNDER PTS 12 (STANDARD) [id:10650500] | Jaime Jaquez OVER PR 18.5 (STANDARD) [id:10643939],0.16665398127600764,6.0,1.0,6.0,0.9999238876560459,6.0,atlas,0.5518663099658434,0.04135737816293896,Collin Gillespie OVER REB 2.5 (GOBLIN) [id:10649155] | Kel'el Ware UNDER PTS 12 (STANDARD) [id:10650500] | Jaime Jaquez OVER PR 18.5 (STANDARD) [id:10643939],0.0,0.0,0.0,0.0,0.0,0,0.0,0.9999238876560459,"['collin gillespie', ""kel'el ware"", 'jaime jaquez']",1,Collin Gillespie OVER REB 2.5 (GOBLIN) [id:10649155],Kel'el Ware UNDER PTS 12 (STANDARD) [id:10650500],Jaime Jaquez OVER PR 18.5 (STANDARD) [id:10643939],0,
3,Grant Williams OVER RA 3.5 (GOBLIN) [id:10645599] | Jett Howard UNDER PRA 9 (STANDARD) [id:10648866] | Ryan Kalkbrenner OVER PR 10.5 (STANDARD) [id:10650365],0.1659588749808509,6.0,1.0,6.0,0.9957532498851054,6.0,atlas,0.5506435621460041,0.05323916368647507,Grant Williams OVER RA 3.5 (GOBLIN) [id:10645599] | Jett Howard UNDER PRA 9 (STANDARD) [id:10648866] | Ryan Kalkbrenner OVER PR 10.5 (STANDARD) [id:10650365],0.0,0.0,0.0,0.0,0.0,0,0.0,0.9957532498851054,"['grant williams', 'jett howard', 'ryan kalkbrenner']",1,Grant Williams OVER RA 3.5 (GOBLIN) [id:10645599],Jett Howard UNDER PRA 9 (STANDARD) [id:10648866],Ryan Kalkbrenner OVER PR 10.5 (STANDARD) [id:10650365],0,
3,Norman Powell OVER PA 21.5 (GOBLIN) [id:10654223] | Devin Booker OVER PA 32.5 (STANDARD) [id:10649191] | Moussa Diabaté UNDER PRA 20.5 (STANDARD) [id:10644056],0.1658209788524135,6.0,1.0,6.0,0.994925873114481,6.0,atlas,0.552060563064665,0.05534780452304796,Norman Powell OVER PA 21.5 (GOBLIN) [id:10654223] | Devin Booker OVER PA 32.5 (STANDARD) [id:10649191] | Moussa Diabaté UNDER PRA 20.5 (STANDARD) [id:10644056],0.0,0.0,0.0,0.0,0.0,0,0.0,0.994925873114481,"['norman powell', 'devin booker', 'moussa diabaté']",1,Norman Powell OVER PA 21.5 (GOBLIN) [id:10654223],Devin Booker OVER PA 32.5 (STANDARD) [id:10649191],Moussa Diabaté UNDER PRA 20.5 (STANDARD) [id:10644056],0,
3,Davion Mitchell OVER RA 6.5 (GOBLIN) [id:10645590] | Jared McCain UNDER PTS 7.5 (STANDARD) [id:10645007] | Julius Randle UNDER FG3M 1.5 (STANDARD) [id:10649361],0.16504276853034913,6.0,1.0,6.0,0.9902566111820947,6.0,atlas,0.5490909404798705,0.026626593799137996,Davion Mitchell OVER RA 6.5 (GOBLIN) [id:10645590] | Jared McCain UNDER PTS 7.5 (STANDARD) [id:10645007] | Julius Randle UNDER FG3M 1.5 (STANDARD) [id:10649361],0.0,0.0,0.0,0.0,0.0,0,0.0,0.9902566111820947,"['davion mitchell', 'jared mccain', 'julius randle']",1,Davion Mitchell OVER RA 6.5 (GOBLIN) [id:10645590],Jared McCain UNDER PTS 7.5 (STANDARD) [id:10645007],Julius Randle UNDER FG3M 1.5 (STANDARD) [id:10649361],0,
3,Jaime Jaquez OVER PRA 20.5 (GOBLIN) [id:10647779] | Devin Booker OVER PA 32.5 (STANDARD) [id:10649191] | Kel'el Ware UNDER PTS 12 (STANDARD) [id:10650500],0.16419792574566439,6.0,1.0,6.0,0.9851875544739863,6.0,atlas,0.5494297318416137,0.055402232189538964,Jaime Jaquez OVER PRA 20.5 (GOBLIN) [id:10647779] | Devin Booker OVER PA 32.5 (STANDARD) [id:10649191] | Kel'el Ware UNDER PTS 12 (STANDARD) [id:10650500],0.0,0.0,0.0,0.0,0.0,0,0.0,0.9851875544739863,"['jaime jaquez', 'devin booker', ""kel'el ware""]",1,Jaime Jaquez OVER PRA 20.5 (GOBLIN) [id:10647779],Devin Booker OVER PA 32.5 (STANDARD) [id:10649191],Kel'el Ware UNDER PTS 12 (STANDARD) [id:10650500],0,
3,LaMelo Ball OVER RA 9.5 (GOBLIN) [id:10645625] | Jalen Suggs OVER PTS 14 (STANDARD) [id:10645941] | Moussa Diabaté UNDER PRA 20.5 (STANDARD) [id:10644056],0.1629318439685715,6.0,1.0,6.0,0.9775910638114289,6.0,atlas,0.5491839512502009,0.06024976364809179,LaMelo Ball OVER RA 9.5 (GOBLIN) [id:10645625] | Jalen Suggs OVER PTS 14 (STANDARD) [id:10645941] | Moussa Diabaté UNDER PRA 20.5 (STANDARD) [id:10644056],0.0,0.0,0.0,0.0,0.0,0,0.0,0.9775910638114289,"['lamelo ball', 'jalen suggs', 'moussa diabaté']",1,LaMelo Ball OVER RA 9.5 (GOBLIN) [id:10645625],Jalen Suggs OVER PTS 14 (STANDARD) [id:10645941],Moussa Diabaté UNDER PRA 20.5 (STANDARD) [id:10644056],0,
3,Davion Mitchell OVER PR 8.5 (GOBLIN) [id:10652256] | Kel'el Ware UNDER REB 10.5 (STANDARD) [id:10650505] | Justin Edwards UNDER FG3M 1.5 (STANDARD) [id:10644859],0.16277039605089735,6.0,1.0,6.0,0.9766223763053841,6.0,atlas,0.5494205363392032,0.02653988767244601,Davion Mitchell OVER PR 8.5 (GOBLIN) [id:10652256] | Kel'el Ware UNDER REB 10.5 (STANDARD) [id:10650505] | Justin Edwards UNDER FG3M 1.5 (STANDARD) [id:10644859],0.0,0.0,0.0,0.0,0.0,0,0.0,0.9766223763053841,"['davion mitchell', ""kel'el ware"", 'justin edwards']",1,Davion Mitchell OVER PR 8.5 (GOBLIN) [id:10652256],Kel'el Ware UNDER REB 10.5 (STANDARD) [id:10650505],Justin Edwards UNDER FG3M 1.5 (STANDARD) [id:10644859],0,
3,Ryan Kalkbrenner OVER PTS 4.5 (GOBLIN) [id:10649753] | Jaime Jaquez OVER PRA 23.5 (STANDARD) [id:10643940] | Trendon Watford UNDER PRA 16.5 (STANDARD) [id:10644893],0.16234179127674261,6.0,1.0,6.0,0.9740507476604556,6.0,atlas,0.5458886031677136,0.042798706145450616,Ryan Kalkbrenner OVER PTS 4.5 (GOBLIN) [id:10649753] | Jaime Jaquez OVER PRA 23.5 (STANDARD) [id:10643940] | Trendon Watford UNDER PRA 16.5 (STANDARD) [id:10644893],0.0,0.0,0.0,0.0,0.0,0,0.0,0.9740507476604556,"['ryan kalkbrenner', 'jaime jaquez', 'trendon watford']",1,Ryan Kalkbrenner OVER PTS 4.5 (GOBLIN) [id:10649753],Jaime Jaquez OVER PRA 23.5 (STANDARD) [id:10643940],Trendon Watford UNDER PRA 16.5 (STANDARD) [id:10644893],0,
3,LaMelo Ball OVER PRA 24.5 (GOBLIN) [id:10644529] | Jalen Green OVER PRA 29.5 (STANDARD) [id:10649341] | Jett Howard UNDER PRA 9 (STANDARD) [id:10648866],0.16199892895824816,6.0,1.0,6.0,0.9719935737494889,6.0,atlas,0.5465922936094353,0.05523084678915388,LaMelo Ball OVER PRA 24.5 (GOBLIN) [id:10644529] | Jalen Green OVER PRA 29.5 (STANDARD) [id:10649341] | Jett Howard UNDER PRA 9 (STANDARD) [id:10648866],0.0,0.0,0.0,0.0,0.0,0,0.0,0.9719935737494889,"['lamelo ball', 'jalen green', 'jett howard']",1,LaMelo Ball OVER PRA 24.5 (GOBLIN) [id:10644529],Jalen Green OVER PRA 29.5 (STANDARD) [id:10649341],Jett Howard UNDER PRA 9 (STANDARD) [id:10648866],0,
3,LaMelo Ball OVER PTS 16.5 (GOBLIN) [id:10646664] | Nikola Jokić UNDER PRA 53 (STANDARD) [id:10644622] | Quentin Grimes UNDER PTS 20.5 (STANDARD) [id:10644625],0.1615087956832216,6.0,1.0,6.0,0.9690527740993296,6.0,atlas,0.5447063183940442,0.01619043162722549,LaMelo Ball OVER PTS 16.5 (GOBLIN) [id:10646664] | Nikola Jokić UNDER PRA 53 (STANDARD) [id:10644622] | Quentin Grimes UNDER PTS 20.5 (STANDARD) [id:10644625],0.0,0.0,0.0,0.0,0.0,0,0.0,0.9690527740993296,"['lamelo ball', 'nikola jokić', 'quentin grimes']",1,LaMelo Ball OVER PTS 16.5 (GOBLIN) [id:10646664],Nikola Jokić UNDER PRA 53 (STANDARD) [id:10644622],Quentin Grimes UNDER PTS 20.5 (STANDARD) [id:10644625],0,
