n_legs,legs,hit_prob,payout_mult,kernel_mult,payout_mult_eff,ev_mult,atlas_power_mult,pricing_engine,avg_p,avg_fragility,slip_key,pen_team,pen_family,pen_frag,pen_total,role_ctx_bonus,role_ctx_on_legs,role_ctx_on_share,score_adj,players,beam_selected,leg_1,leg_2,leg_3,q_leg_count,q_players
3,Ajay Mitchell OVER PRA 14.5 (GOBLIN) [id:10648254] | Bub Carrington OVER PA 13.5 (STANDARD) [id:10648410] | Coby White OVER PRA 20.5 (DEMON) [id:10643856],0.9315217037091795,6.0,1.0,6.0,5.589130222255077,6.0,atlas,0.9767189947671899,0.18981153983821664,Ajay Mitchell OVER PRA 14.5 (GOBLIN) [id:10648254] | Bub Carrington OVER PA 13.5 (STANDARD) [id:10648410] | Coby White OVER PRA 20.5 (DEMON) [id:10643856],0.0,0.0,0.0,0.0,0.0,0,0.0,5.589130222255077,"['ajay mitchell', 'bub carrington', 'coby white']",1,Ajay Mitchell OVER PRA 14.5 (GOBLIN) [id:10648254],Bub Carrington OVER PA 13.5 (STANDARD) [id:10648410],Coby White OVER PRA 20.5 (DEMON) [id:10643856],0,
3,James Harden OVER AST 5.5 (GOBLIN) [id:10645143] | Victor Wembanyama OVER PRA 40.5 (STANDARD) [id:10649822] | Kon Knueppel OVER PRA 29.5 (DEMON) [id:10644519],0.8631248079511322,6.0,1.0,6.0,5.178748847706793,6.0,atlas,0.9522881045228809,0.12893184057793852,James Harden OVER AST 5.5 (GOBLIN) [id:10645143] | Victor Wembanyama OVER PRA 40.5 (STANDARD) [id:10649822] | Kon Knueppel OVER PRA 29.5 (DEMON) [id:10644519],0.0,0.0,0.0,0.0,0.0,0,0.0,5.178748847706793,"['james harden', 'victor wembanyama', 'kon knueppel']",1,James Harden OVER AST 5.5 (GOBLIN) [id:10645143],Victor Wembanyama OVER PRA 40.5 (STANDARD) [id:10649822],Kon Knueppel OVER PRA 29.5 (DEMON) [id:10644519],0,
3,LaMelo Ball OVER PR 19.5 (GOBLIN) [id:10644526] | Shai Gilgeous-Alexander OVER PRA 43.5 (STANDARD) [id:10645030] | James Harden OVER PA 29.5 (DEMON) [id:10646926],0.8620610004315534,6.0,1.0,6.0,5.172366002589321,6.0,atlas,0.9518548145185481,0.13890645499919949,LaMelo Ball OVER PR 19.5 (GOBLIN) [id:10644526] | Shai Gilgeous-Alexander OVER PRA 43.5 (STANDARD) [id:10645030] | James Harden OVER PA 29.5 (DEMON) [id:10646926],0.0,0.0,0.0,0.0,0.0,0,0.0,5.172366002589321,"['lamelo ball', 'shai gilgeous-alexander', 'james harden']",1,LaMelo Ball OVER PR 19.5 (GOBLIN) [id:10644526],Shai Gilgeous-Alexander OVER PRA 43.5 (STANDARD) [id:10645030],James Harden OVER PA 29.5 (DEMON) [id:10646926],0,
3,Shai Gilgeous-Alexander OVER PR 29.5 (GOBLIN) [id:10647898] | LaMelo Ball OVER PRA 32.5 (STANDARD) [id:10644003] | Ausar Thompson OVER PRA 19.5 (DEMON) [id:10647641],0.861709677016618,6.0,1.0,6.0,5.170258062099708,6.0,atlas,0.9521881145218812,0.19398113580131823,Shai Gilgeous-Alexander OVER PR 29.5 (GOBLIN) [id:10647898] | LaMelo Ball OVER PRA 32.5 (STANDARD) [id:10644003] | Ausar Thompson OVER PRA 19.5 (DEMON) [id:10647641],0.0,0.0,0.0,0.0,0.0,0,0.0,5.170258062099708,"['shai gilgeous-alexander', 'lamelo ball', 'ausar thompson']",1,Shai Gilgeous-Alexander OVER PR 29.5 (GOBLIN) [id:10647898],LaMelo Ball OVER PRA 32.5 (STANDARD) [id:10644003],Ausar Thompson OVER PRA 19.5 (DEMON) [id:10647641],0,
3,Tyler Herro OVER PTS 17.5 (GOBLIN) [id:10644585] | Victor Wembanyama OVER PR 36.5 (STANDARD) [id:10649821] | Ryan Kalkbrenner OVER PR 14.5 (DEMON) [id:10644580],0.8614247365460577,6.0,1.0,6.0,5.1685484192763465,6.0,atlas,0.9518214845182148,0.11203096658794391,Tyler Herro OVER PTS 17.5 (GOBLIN) [id:10644585] | Victor Wembanyama OVER PR 36.5 (STANDARD) [id:10649821] | Ryan Kalkbrenner OVER PR 14.5 (DEMON) [id:10644580],0.0,0.0,0.0,0.0,0.0,0,0.0,5.1685484192763465,"['tyler herro', 'victor wembanyama', 'ryan kalkbrenner']",1,Tyler Herro OVER PTS 17.5 (GOBLIN) [id:10644585],Victor Wembanyama OVER PR 36.5 (STANDARD) [id:10649821],Ryan Kalkbrenner OVER PR 14.5 (DEMON) [id:10644580],0,
3,Tobias Harris OVER PRA 14.5 (GOBLIN) [id:10648526] | Naz Reid OVER RA 8.5 (STANDARD) [id:10649441] | Mitchell Robinson OVER RA 10.5 (DEMON) [id:10654452],0.8598077963403792,6.0,1.0,6.0,5.158846778042275,6.0,atlas,0.9511215545112156,0.21359316758082084,Tobias Harris OVER PRA 14.5 (GOBLIN) [id:10648526] | Naz Reid OVER RA 8.5 (STANDARD) [id:10649441] | Mitchell Robinson OVER RA 10.5 (DEMON) [id:10654452],0.0,0.0,0.0,0.0,0.0,0,0.0,5.158846778042275,"['tobias harris', 'naz reid', 'mitchell robinson']",1,Tobias Harris OVER PRA 14.5 (GOBLIN) [id:10648526],Naz Reid OVER RA 8.5 (STANDARD) [id:10649441],Mitchell Robinson OVER RA 10.5 (DEMON) [id:10654452],0,
3,Jaylon Tyson OVER PR 9.5 (GOBLIN) [id:10652949] | Keldon Johnson OVER PR 17.5 (STANDARD) [id:10650460] | Dylan Harper OVER PRA 19.5 (DEMON) [id:10650743],0.8584888800455863,6.0,1.0,6.0,5.150933280273518,6.0,atlas,0.9504882845048828,0.19943386224310508,Jaylon Tyson OVER PR 9.5 (GOBLIN) [id:10652949] | Keldon Johnson OVER PR 17.5 (STANDARD) [id:10650460] | Dylan Harper OVER PRA 19.5 (DEMON) [id:10650743],0.0,0.0,0.0,0.0,0.0,0,0.0,5.150933280273518,"['jaylon tyson', 'keldon johnson', 'dylan harper']",1,Jaylon Tyson OVER PR 9.5 (GOBLIN) [id:10652949],Keldon Johnson OVER PR 17.5 (STANDARD) [id:10650460],Dylan Harper OVER PRA 19.5 (DEMON) [id:10650743],0,
3,Tyler Herro OVER PA 19.5 (GOBLIN) [id:10652729] | Aaron Gordon OVER PRA 23.5 (STANDARD) [id:10644390] | Isaiah Hartenstein OVER RA 12.5 (DEMON) [id:10648621],0.8574792650533737,6.0,1.0,6.0,5.144875590320242,6.0,atlas,0.9506882645068826,0.15880520612082072,Tyler Herro OVER PA 19.5 (GOBLIN) [id:10652729] | Aaron Gordon OVER PRA 23.5 (STANDARD) [id:10644390] | Isaiah Hartenstein OVER RA 12.5 (DEMON) [id:10648621],0.0,0.0,0.0,0.0,0.0,0,0.0,5.144875590320242,"['tyler herro', 'aaron gordon', 'isaiah hartenstein']",1,Tyler Herro OVER PA 19.5 (GOBLIN) [id:10652729],Aaron Gordon OVER PRA 23.5 (STANDARD) [id:10644390],Isaiah Hartenstein OVER RA 12.5 (DEMON) [id:10648621],0,
3,Ivica Zubac OVER REB 5.5 (GOBLIN) [id:10650939] | Shai Gilgeous-Alexander OVER PA 39 (STANDARD) [id:10645028] | Tobias Harris OVER PRA 21.5 (DEMON) [id:10647724],0.8561327568182406,6.0,1.0,6.0,5.136796540909444,6.0,atlas,0.9498883444988834,0.20362163213695691,Ivica Zubac OVER REB 5.5 (GOBLIN) [id:10650939] | Shai Gilgeous-Alexander OVER PA 39 (STANDARD) [id:10645028] | Tobias Harris OVER PRA 21.5 (DEMON) [id:10647724],0.0,0.0,0.0,0.0,0.0,0,0.0,5.136796540909444,"['ivica zubac', 'shai gilgeous-alexander', 'tobias harris']",1,Ivica Zubac OVER REB 5.5 (GOBLIN) [id:10650939],Shai Gilgeous-Alexander OVER PA 39 (STANDARD) [id:10645028],Tobias Harris OVER PRA 21.5 (DEMON) [id:10647724],0,
3,Norman Powell OVER PRA 24.5 (GOBLIN) [id:10644562] | Jaime Jaquez OVER PRA 23.5 (STANDARD) [id:10643940] | Ryan Kalkbrenner OVER RA 6.5 (DEMON) [id:10645665],0.8539699906734693,6.0,1.0,6.0,5.123819944040816,6.0,atlas,0.9490884244908843,0.07660886477396957,Norman Powell OVER PRA 24.5 (GOBLIN) [id:10644562] | Jaime Jaquez OVER PRA 23.5 (STANDARD) [id:10643940] | Ryan Kalkbrenner OVER RA 6.5 (DEMON) [id:10645665],0.0,0.0,0.0,0.0,0.0,0,0.0,5.123819944040816,"['norman powell', 'jaime jaquez', 'ryan kalkbrenner']",1,Norman Powell OVER PRA 24.5 (GOBLIN) [id:10644562],Jaime Jaquez OVER PRA 23.5 (STANDARD) [id:10643940],Ryan Kalkbrenner OVER RA 6.5 (DEMON) [id:10645665],0,
3,Brandon Miller OVER PR 19.5 (GOBLIN) [id:10644461] | Victor Wembanyama OVER PR 36.5 (STANDARD) [id:10649821] | Keldon Johnson OVER PRA 19.5 (DEMON) [id:10651712],0.849968864676556,6.0,1.0,6.0,5.099813188059336,6.0,atlas,0.9473885944738859,0.16656216013763778,Brandon Miller OVER PR 19.5 (GOBLIN) [id:10644461] | Victor Wembanyama OVER PR 36.5 (STANDARD) [id:10649821] | Keldon Johnson OVER PRA 19.5 (DEMON) [id:10651712],0.0,0.0,0.0,0.0,0.0,0,0.0,5.099813188059336,"['brandon miller', 'victor wembanyama', 'keldon johnson']",1,Brandon Miller OVER PR 19.5 (GOBLIN) [id:10644461],Victor Wembanyama OVER PR 36.5 (STANDARD) [id:10649821],Keldon Johnson OVER PRA 19.5 (DEMON) [id:10651712],0,
