n_legs,legs,hit_prob,payout_mult,kernel_mult,payout_mult_eff,ev_mult,atlas_power_mult,pricing_engine,avg_p,avg_fragility,slip_key,pen_team,pen_family,pen_frag,pen_total,role_ctx_bonus,role_ctx_on_legs,role_ctx_on_share,score_adj,players,beam_selected,leg_1,leg_2,leg_3,leg_4,q_leg_count,q_players
4,Norman Powell OVER PTS 14.5 (GOBLIN) [id:10644080] | Bam Adebayo OVER PR 24.5 (GOBLIN) [id:10648430] | Rudy Gobert OVER REB 11.5 (STANDARD) [id:10649561] | Coby White OVER PTS 13.5 (STANDARD) [id:10643852],0.14207881781022058,10.0,1.0,10.0,1.4207881781022058,10.0,atlas,0.6139939608522053,0.05541647505734761,Norman Powell OVER PTS 14.5 (GOBLIN) [id:10644080] | Bam Adebayo OVER PR 24.5 (GOBLIN) [id:10648430] | Rudy Gobert OVER REB 11.5 (STANDARD) [id:10649561] | Coby White OVER PTS 13.5 (STANDARD) [id:10643852],0.0,0.0,0.0,0.0,0.0,0,0.0,1.4207881781022058,"['norman powell', 'bam adebayo', 'rudy gobert', 'coby white']",1,Norman Powell OVER PTS 14.5 (GOBLIN) [id:10644080],Bam Adebayo OVER PR 24.5 (GOBLIN) [id:10648430],Rudy Gobert OVER REB 11.5 (STANDARD) [id:10649561],Coby White OVER PTS 13.5 (STANDARD) [id:10643852],0,
4,Norman Powell OVER PR 19.5 (GOBLIN) [id:10644559] | Rudy Gobert OVER PR 19.5 (GOBLIN) [id:10652337] | Tyler Herro OVER PR 27 (STANDARD) [id:10644162] | Kon Knueppel OVER PTS 19 (STANDARD) [id:10643966],0.13107183418727744,10.0,1.0,10.0,1.3107183418727744,10.0,atlas,0.6017086931571177,0.0734189257402417,Norman Powell OVER PR 19.5 (GOBLIN) [id:10644559] | Rudy Gobert OVER PR 19.5 (GOBLIN) [id:10652337] | Tyler Herro OVER PR 27 (STANDARD) [id:10644162] | Kon Knueppel OVER PTS 19 (STANDARD) [id:10643966],0.0,0.0,0.0,0.0,0.0,0,0.0,1.3107183418727744,"['norman powell', 'rudy gobert', 'tyler herro', 'kon knueppel']",1,Norman Powell OVER PR 19.5 (GOBLIN) [id:10644559],Rudy Gobert OVER PR 19.5 (GOBLIN) [id:10652337],Tyler Herro OVER PR 27 (STANDARD) [id:10644162],Kon Knueppel OVER PTS 19 (STANDARD) [id:10643966],0,
4,Ryan Kalkbrenner OVER RA 4.5 (GOBLIN) [id:10645664] | Kon Knueppel OVER PTS 14.5 (GOBLIN) [id:10643967] | Grayson Allen OVER PRA 20.5 (STANDARD) [id:10649271] | Tristan Silva UNDER RA 6.5 (STANDARD) [id:10648747],0.13100210676005375,10.0,1.0,10.0,1.3100210676005375,10.0,atlas,0.6017508569084762,0.052262251549559144,Ryan Kalkbrenner OVER RA 4.5 (GOBLIN) [id:10645664] | Kon Knueppel OVER PTS 14.5 (GOBLIN) [id:10643967] | Grayson Allen OVER PRA 20.5 (STANDARD) [id:10649271] | Tristan Silva UNDER RA 6.5 (STANDARD) [id:10648747],0.0,0.0,0.0,0.0,0.0,0,0.0,1.3100210676005375,"['ryan kalkbrenner', 'kon knueppel', 'grayson allen', 'tristan silva']",1,Ryan Kalkbrenner OVER RA 4.5 (GOBLIN) [id:10645664],Kon Knueppel OVER PTS 14.5 (GOBLIN) [id:10643967],Grayson Allen OVER PRA 20.5 (STANDARD) [id:10649271],Tristan Silva UNDER RA 6.5 (STANDARD) [id:10648747],0,
4,Coby White OVER AST 2.5 (GOBLIN) [id:10643844] | Davion Mitchell OVER AST 3.5 (GOBLIN) [id:10643873] | Naz Reid OVER PR 21.5 (STANDARD) [id:10649429] | Grant Williams OVER PR 9 (STANDARD) [id:10643911],0.13068140630067032,10.0,1.0,10.0,1.306814063006703,10.0,atlas,0.6014673713317752,0.0655779156616324,Coby White OVER AST 2.5 (GOBLIN) [id:10643844] | Davion Mitchell OVER AST 3.5 (GOBLIN) [id:10643873] | Naz Reid OVER PR 21.5 (STANDARD) [id:10649429] | Grant Williams OVER PR 9 (STANDARD) [id:10643911],0.0,0.0,0.0,0.0,0.0,0,0.0,1.306814063006703,"['coby white', 'davion mitchell', 'naz reid', 'grant williams']",1,Coby White OVER AST 2.5 (GOBLIN) [id:10643844],Davion Mitchell OVER AST 3.5 (GOBLIN) [id:10643873],Naz Reid OVER PR 21.5 (STANDARD) [id:10649429],Grant Williams OVER PR 9 (STANDARD) [id:10643911],0,
4,Bam Adebayo OVER REB 7.5 (GOBLIN) [id:10644454] | Coby White OVER PA 14.5 (GOBLIN) [id:10644471] | Collin Gillespie OVER PR 15.5 (STANDARD) [id:10649145] | Ayo Dosunmu OVER PRA 24.5 (STANDARD) [id:10649103],0.12979433787731964,10.0,1.0,10.0,1.2979433787731964,10.0,atlas,0.6004754491977351,0.0731801229303612,Bam Adebayo OVER REB 7.5 (GOBLIN) [id:10644454] | Coby White OVER PA 14.5 (GOBLIN) [id:10644471] | Collin Gillespie OVER PR 15.5 (STANDARD) [id:10649145] | Ayo Dosunmu OVER PRA 24.5 (STANDARD) [id:10649103],0.0,0.0,0.0,0.0,0.0,0,0.0,1.2979433787731964,"['bam adebayo', 'coby white', 'collin gillespie', 'ayo dosunmu']",1,Bam Adebayo OVER REB 7.5 (GOBLIN) [id:10644454],Coby White OVER PA 14.5 (GOBLIN) [id:10644471],Collin Gillespie OVER PR 15.5 (STANDARD) [id:10649145],Ayo Dosunmu OVER PRA 24.5 (STANDARD) [id:10649103],0,
4,Bam Adebayo OVER REB 7.5 (GOBLIN) [id:10644454] | Miles Bridges OVER PTS 11.5 (GOBLIN) [id:10644534] | Ajay Mitchell OVER PA 17 (STANDARD) [id:10644951] | Davion Mitchell OVER RA 7.5 (STANDARD) [id:10643888],0.12951931695712873,10.0,1.0,10.0,1.2951931695712873,10.0,atlas,0.6004224699687764,0.08531141446974375,Bam Adebayo OVER REB 7.5 (GOBLIN) [id:10644454] | Miles Bridges OVER PTS 11.5 (GOBLIN) [id:10644534] | Ajay Mitchell OVER PA 17 (STANDARD) [id:10644951] | Davion Mitchell OVER RA 7.5 (STANDARD) [id:10643888],0.0,0.0,0.0,0.0,0.0,0,0.0,1.2951931695712873,"['bam adebayo', 'miles bridges', 'ajay mitchell', 'davion mitchell']",1,Bam Adebayo OVER REB 7.5 (GOBLIN) [id:10644454],Miles Bridges OVER PTS 11.5 (GOBLIN) [id:10644534],Ajay Mitchell OVER PA 17 (STANDARD) [id:10644951],Davion Mitchell OVER RA 7.5 (STANDARD) [id:10643888],0,
4,Donte DiVincenzo OVER PRA 19.5 (GOBLIN) [id:10649238] | Grayson Allen OVER PR 14.5 (GOBLIN) [id:10652207] | Davion Mitchell OVER PA 13.5 (STANDARD) [id:10644481] | Jaime Jaquez OVER PRA 23.5 (STANDARD) [id:10643940],0.12913893841541207,10.0,1.0,10.0,1.2913893841541206,10.0,atlas,0.5994746354010474,0.07947315504467914,Donte DiVincenzo OVER PRA 19.5 (GOBLIN) [id:10649238] | Grayson Allen OVER PR 14.5 (GOBLIN) [id:10652207] | Davion Mitchell OVER PA 13.5 (STANDARD) [id:10644481] | Jaime Jaquez OVER PRA 23.5 (STANDARD) [id:10643940],0.0,0.0,0.0,0.0,0.0,0,0.0,1.2913893841541206,"['donte divincenzo', 'grayson allen', 'davion mitchell', 'jaime jaquez']",1,Donte DiVincenzo OVER PRA 19.5 (GOBLIN) [id:10649238],Grayson Allen OVER PR 14.5 (GOBLIN) [id:10652207],Davion Mitchell OVER PA 13.5 (STANDARD) [id:10644481],Jaime Jaquez OVER PRA 23.5 (STANDARD) [id:10643940],0,
4,Tyler Herro OVER PRA 24.5 (GOBLIN) [id:10644593] | Grant Williams OVER PRA 8.5 (GOBLIN) [id:10645596] | Julius Randle OVER PR 29.5 (STANDARD) [id:10649385] | Ryan Kalkbrenner OVER PTS 5.5 (STANDARD) [id:10650364],0.1269071619651855,10.0,1.0,10.0,1.269071619651855,10.0,atlas,0.5972368783291289,0.07337806692107511,Tyler Herro OVER PRA 24.5 (GOBLIN) [id:10644593] | Grant Williams OVER PRA 8.5 (GOBLIN) [id:10645596] | Julius Randle OVER PR 29.5 (STANDARD) [id:10649385] | Ryan Kalkbrenner OVER PTS 5.5 (STANDARD) [id:10650364],0.0,0.0,0.0,0.0,0.0,0,0.0,1.269071619651855,"['tyler herro', 'grant williams', 'julius randle', 'ryan kalkbrenner']",1,Tyler Herro OVER PRA 24.5 (GOBLIN) [id:10644593],Grant Williams OVER PRA 8.5 (GOBLIN) [id:10645596],Julius Randle OVER PR 29.5 (STANDARD) [id:10649385],Ryan Kalkbrenner OVER PTS 5.5 (STANDARD) [id:10650364],0,
4,Bam Adebayo OVER REB 8.5 (GOBLIN) [id:10643804] | Tyler Herro OVER PA 24.5 (GOBLIN) [id:10644586] | Evan Mobley OVER PRA 29.5 (STANDARD) [id:10645114] | Jordan Goodwin OVER PTS 5.5 (STANDARD) [id:10652151],0.12627805167861733,10.0,1.0,10.0,1.2627805167861732,10.0,atlas,0.596624943168943,0.08640018852341586,Bam Adebayo OVER REB 8.5 (GOBLIN) [id:10643804] | Tyler Herro OVER PA 24.5 (GOBLIN) [id:10644586] | Evan Mobley OVER PRA 29.5 (STANDARD) [id:10645114] | Jordan Goodwin OVER PTS 5.5 (STANDARD) [id:10652151],0.0,0.0,0.0,0.0,0.0,0,0.0,1.2627805167861732,"['bam adebayo', 'tyler herro', 'evan mobley', 'jordan goodwin']",1,Bam Adebayo OVER REB 8.5 (GOBLIN) [id:10643804],Tyler Herro OVER PA 24.5 (GOBLIN) [id:10644586],Evan Mobley OVER PRA 29.5 (STANDARD) [id:10645114],Jordan Goodwin OVER PTS 5.5 (STANDARD) [id:10652151],0,
4,Tyler Herro OVER PTS 17.5 (GOBLIN) [id:10644585] | Collin Gillespie OVER PA 11.5 (GOBLIN) [id:10652475] | Naz Reid OVER RA 8.5 (STANDARD) [id:10649441] | Ajay Mitchell OVER PA 17 (STANDARD) [id:10644951],0.12599719232608697,10.0,1.0,10.0,1.2599719232608697,10.0,atlas,0.5962834694040404,0.09358974622190985,Tyler Herro OVER PTS 17.5 (GOBLIN) [id:10644585] | Collin Gillespie OVER PA 11.5 (GOBLIN) [id:10652475] | Naz Reid OVER RA 8.5 (STANDARD) [id:10649441] | Ajay Mitchell OVER PA 17 (STANDARD) [id:10644951],0.0,0.0,0.0,0.0,0.0,0,0.0,1.2599719232608697,"['tyler herro', 'collin gillespie', 'naz reid', 'ajay mitchell']",1,Tyler Herro OVER PTS 17.5 (GOBLIN) [id:10644585],Collin Gillespie OVER PA 11.5 (GOBLIN) [id:10652475],Naz Reid OVER RA 8.5 (STANDARD) [id:10649441],Ajay Mitchell OVER PA 17 (STANDARD) [id:10644951],0,
4,Collin Gillespie OVER PR 11.5 (GOBLIN) [id:10652478] | Devin Booker OVER PRA 29.5 (GOBLIN) [id:10652479] | Rudy Gobert OVER PRA 26.5 (STANDARD) [id:10649552] | Grant Williams OVER PTS 6.5 (STANDARD) [id:10643908],0.12512360262559202,10.0,1.0,10.0,1.2512360262559201,10.0,atlas,0.5948954257999183,0.07540764486179584,Collin Gillespie OVER PR 11.5 (GOBLIN) [id:10652478] | Devin Booker OVER PRA 29.5 (GOBLIN) [id:10652479] | Rudy Gobert OVER PRA 26.5 (STANDARD) [id:10649552] | Grant Williams OVER PTS 6.5 (STANDARD) [id:10643908],0.0,0.0,0.0,0.0,0.0,0,0.0,1.2512360262559201,"['collin gillespie', 'devin booker', 'rudy gobert', 'grant williams']",1,Collin Gillespie OVER PR 11.5 (GOBLIN) [id:10652478],Devin Booker OVER PRA 29.5 (GOBLIN) [id:10652479],Rudy Gobert OVER PRA 26.5 (STANDARD) [id:10649552],Grant Williams OVER PTS 6.5 (STANDARD) [id:10643908],0,
4,Grant Williams OVER REB 2.5 (GOBLIN) [id:10643917] | Devin Booker OVER PRA 29.5 (GOBLIN) [id:10652479] | Oso Ighodaro OVER PA 9.5 (STANDARD) [id:10649470] | Grayson Allen OVER AST 3.5 (STANDARD) [id:10649257],0.12276653874869656,10.0,1.0,10.0,1.2276653874869656,10.0,atlas,0.5921383153041374,0.06653948141275876,Grant Williams OVER REB 2.5 (GOBLIN) [id:10643917] | Devin Booker OVER PRA 29.5 (GOBLIN) [id:10652479] | Oso Ighodaro OVER PA 9.5 (STANDARD) [id:10649470] | Grayson Allen OVER AST 3.5 (STANDARD) [id:10649257],0.0,0.0,0.0,0.0,0.0,0,0.0,1.2276653874869656,"['grant williams', 'devin booker', 'oso ighodaro', 'grayson allen']",1,Grant Williams OVER REB 2.5 (GOBLIN) [id:10643917],Devin Booker OVER PRA 29.5 (GOBLIN) [id:10652479],Oso Ighodaro OVER PA 9.5 (STANDARD) [id:10649470],Grayson Allen OVER AST 3.5 (STANDARD) [id:10649257],0,
4,Brandon Miller OVER PRA 27.5 (GOBLIN) [id:10645677] | Devin Booker OVER PR 24.5 (GOBLIN) [id:10652325] | Bam Adebayo OVER PRA 33.5 (STANDARD) [id:10643800] | Isaiah Hartenstein OVER RA 11 (STANDARD) [id:10645005],0.12073015028881011,10.0,1.0,10.0,1.2073015028881011,10.0,atlas,0.5897261340593144,0.10177878882031369,Brandon Miller OVER PRA 27.5 (GOBLIN) [id:10645677] | Devin Booker OVER PR 24.5 (GOBLIN) [id:10652325] | Bam Adebayo OVER PRA 33.5 (STANDARD) [id:10643800] | Isaiah Hartenstein OVER RA 11 (STANDARD) [id:10645005],0.0,0.0,0.0,0.0,0.0,0,0.0,1.2073015028881011,"['brandon miller', 'devin booker', 'bam adebayo', 'isaiah hartenstein']",1,Brandon Miller OVER PRA 27.5 (GOBLIN) [id:10645677],Devin Booker OVER PR 24.5 (GOBLIN) [id:10652325],Bam Adebayo OVER PRA 33.5 (STANDARD) [id:10643800],Isaiah Hartenstein OVER RA 11 (STANDARD) [id:10645005],0,
4,Brandon Miller OVER PTS 14.5 (GOBLIN) [id:10643826] | Collin Gillespie OVER FG3M 1.5 (GOBLIN) [id:10649127] | Chet Holmgren OVER REB 8.5 (STANDARD) [id:10644991] | Wendell Carter OVER PTS 11 (STANDARD) [id:10648309],0.12016683787188259,10.0,1.0,10.0,1.2016683787188258,10.0,atlas,0.5892995707971056,0.06902928640162767,Brandon Miller OVER PTS 14.5 (GOBLIN) [id:10643826] | Collin Gillespie OVER FG3M 1.5 (GOBLIN) [id:10649127] | Chet Holmgren OVER REB 8.5 (STANDARD) [id:10644991] | Wendell Carter OVER PTS 11 (STANDARD) [id:10648309],0.0,0.0,0.0,0.0,0.0,0,0.0,1.2016683787188258,"['brandon miller', 'collin gillespie', 'chet holmgren', 'wendell carter']",1,Brandon Miller OVER PTS 14.5 (GOBLIN) [id:10643826],Collin Gillespie OVER FG3M 1.5 (GOBLIN) [id:10649127],Chet Holmgren OVER REB 8.5 (STANDARD) [id:10644991],Wendell Carter OVER PTS 11 (STANDARD) [id:10648309],0,
