n_legs,legs,hit_prob,payout_mult,kernel_mult,payout_mult_eff,ev_mult,atlas_power_mult,pricing_engine,avg_p,avg_fragility,slip_key,pen_team,pen_family,pen_frag,pen_total,role_ctx_bonus,role_ctx_on_legs,role_ctx_on_share,score_adj,players,beam_selected,leg_1,leg_2,leg_3,leg_4,q_leg_count,q_players
4,Tyler Herro OVER PTS 19.5 (GOBLIN) [id:10644160] | LaMelo Ball OVER PA 24.5 (GOBLIN) [id:10644523] | Kel'el Ware UNDER RA 11.5 (STANDARD) [id:10653551] | Tristan Silva UNDER PR 16.5 (STANDARD) [id:10646713],0.13085141964360283,10.0,1.0,10.0,1.3085141964360283,10.0,atlas,0.6053492553549856,0.03204772009425816,Tyler Herro OVER PTS 19.5 (GOBLIN) [id:10644160] | LaMelo Ball OVER PA 24.5 (GOBLIN) [id:10644523] | Kel'el Ware UNDER RA 11.5 (STANDARD) [id:10653551] | Tristan Silva UNDER PR 16.5 (STANDARD) [id:10646713],0.0,0.0,0.0,0.0,0.0,0,0.0,1.3085141964360283,"['tyler herro', 'lamelo ball', ""kel'el ware"", 'tristan silva']",1,Tyler Herro OVER PTS 19.5 (GOBLIN) [id:10644160],LaMelo Ball OVER PA 24.5 (GOBLIN) [id:10644523],Kel'el Ware UNDER RA 11.5 (STANDARD) [id:10653551],Tristan Silva UNDER PR 16.5 (STANDARD) [id:10646713],0,
4,Miles Bridges OVER PA 16.5 (GOBLIN) [id:10653808] | James Harden OVER PTS 14.5 (GOBLIN) [id:10645152] | Trendon Watford UNDER REB 3.5 (STANDARD) [id:10644896] | Moussa Diabaté UNDER PA 10.5 (STANDARD) [id:10644054],0.0951822673184795,10.0,1.0,10.0,0.951822673184795,10.0,atlas,0.5567866218087608,0.04489329611183054,Miles Bridges OVER PA 16.5 (GOBLIN) [id:10653808] | James Harden OVER PTS 14.5 (GOBLIN) [id:10645152] | Trendon Watford UNDER REB 3.5 (STANDARD) [id:10644896] | Moussa Diabaté UNDER PA 10.5 (STANDARD) [id:10644054],0.0,0.0,0.0,0.0,0.0,0,0.0,0.951822673184795,"['miles bridges', 'james harden', 'trendon watford', 'moussa diabaté']",1,Miles Bridges OVER PA 16.5 (GOBLIN) [id:10653808],James Harden OVER PTS 14.5 (GOBLIN) [id:10645152],Trendon Watford UNDER REB 3.5 (STANDARD) [id:10644896],Moussa Diabaté UNDER PA 10.5 (STANDARD) [id:10644054],0,
4,Oso Ighodaro OVER PRA 12.5 (GOBLIN) [id:10650241] | Grayson Allen OVER PA 14.5 (GOBLIN) [id:10652204] | Norman Powell OVER PRA 27 (STANDARD) [id:10644083] | Moussa Diabaté UNDER PTS 8.5 (STANDARD) [id:10644053],0.09394986202606995,10.0,1.0,10.0,0.9394986202606994,10.0,atlas,0.5552021758246398,0.06023344472876769,Oso Ighodaro OVER PRA 12.5 (GOBLIN) [id:10650241] | Grayson Allen OVER PA 14.5 (GOBLIN) [id:10652204] | Norman Powell OVER PRA 27 (STANDARD) [id:10644083] | Moussa Diabaté UNDER PTS 8.5 (STANDARD) [id:10644053],0.0,0.0,0.0,0.0,0.0,0,0.0,0.9394986202606994,"['oso ighodaro', 'grayson allen', 'norman powell', 'moussa diabaté']",1,Oso Ighodaro OVER PRA 12.5 (GOBLIN) [id:10650241],Grayson Allen OVER PA 14.5 (GOBLIN) [id:10652204],Norman Powell OVER PRA 27 (STANDARD) [id:10644083],Moussa Diabaté UNDER PTS 8.5 (STANDARD) [id:10644053],0,
4,LaMelo Ball OVER PA 19.5 (GOBLIN) [id:10646873] | Brandon Miller OVER PTS 17.5 (GOBLIN) [id:10644457] | Shai Gilgeous-Alexander UNDER PRA 43.5 (STANDARD) [id:10645030] | De'Aaron Fox UNDER RA 10.5 (STANDARD) [id:10649865],0.0938702281221141,10.0,1.0,10.0,0.938702281221141,10.0,atlas,0.553771290959898,0.031933345410091664,LaMelo Ball OVER PA 19.5 (GOBLIN) [id:10646873] | Brandon Miller OVER PTS 17.5 (GOBLIN) [id:10644457] | Shai Gilgeous-Alexander UNDER PRA 43.5 (STANDARD) [id:10645030] | De'Aaron Fox UNDER RA 10.5 (STANDARD) [id:10649865],0.0,0.0,0.0,0.0,0.0,0,0.0,0.938702281221141,"['lamelo ball', 'brandon miller', 'shai gilgeous-alexander', ""de'aaron fox""]",1,LaMelo Ball OVER PA 19.5 (GOBLIN) [id:10646873],Brandon Miller OVER PTS 17.5 (GOBLIN) [id:10644457],Shai Gilgeous-Alexander UNDER PRA 43.5 (STANDARD) [id:10645030],De'Aaron Fox UNDER RA 10.5 (STANDARD) [id:10649865],0,
4,Jaime Jaquez OVER PTS 11.5 (GOBLIN) [id:10644498] | Collin Gillespie OVER PRA 16.5 (GOBLIN) [id:10650225] | Jalen Green OVER PA 24.5 (STANDARD) [id:10649339] | Kel'el Ware UNDER REB 10.5 (STANDARD) [id:10650505],0.09178233445909814,10.0,1.0,10.0,0.9178233445909814,10.0,atlas,0.5526814358543042,0.054087722563298156,Jaime Jaquez OVER PTS 11.5 (GOBLIN) [id:10644498] | Collin Gillespie OVER PRA 16.5 (GOBLIN) [id:10650225] | Jalen Green OVER PA 24.5 (STANDARD) [id:10649339] | Kel'el Ware UNDER REB 10.5 (STANDARD) [id:10650505],0.0,0.0,0.0,0.0,0.0,0,0.0,0.9178233445909814,"['jaime jaquez', 'collin gillespie', 'jalen green', ""kel'el ware""]",1,Jaime Jaquez OVER PTS 11.5 (GOBLIN) [id:10644498],Collin Gillespie OVER PRA 16.5 (GOBLIN) [id:10650225],Jalen Green OVER PA 24.5 (STANDARD) [id:10649339],Kel'el Ware UNDER REB 10.5 (STANDARD) [id:10650505],0,
4,Tyler Herro OVER PTS 17.5 (GOBLIN) [id:10644585] | Norman Powell OVER PA 21.5 (GOBLIN) [id:10654223] | Miles Bridges OVER PR 21.5 (STANDARD) [id:10644029] | Royce O'Neale UNDER AST 2.5 (STANDARD) [id:10649496],0.08875796941089648,10.0,1.0,10.0,0.8875796941089648,10.0,atlas,0.546282375266004,0.05208987524621787,Tyler Herro OVER PTS 17.5 (GOBLIN) [id:10644585] | Norman Powell OVER PA 21.5 (GOBLIN) [id:10654223] | Miles Bridges OVER PR 21.5 (STANDARD) [id:10644029] | Royce O'Neale UNDER AST 2.5 (STANDARD) [id:10649496],0.0,0.0,0.0,0.0,0.0,0,0.0,0.8875796941089648,"['tyler herro', 'norman powell', 'miles bridges', ""royce o'neale""]",1,Tyler Herro OVER PTS 17.5 (GOBLIN) [id:10644585],Norman Powell OVER PA 21.5 (GOBLIN) [id:10654223],Miles Bridges OVER PR 21.5 (STANDARD) [id:10644029],Royce O'Neale UNDER AST 2.5 (STANDARD) [id:10649496],0,
4,Grant Williams OVER PTS 4.5 (GOBLIN) [id:10643909] | Davion Mitchell OVER PTS 4.5 (GOBLIN) [id:10643884] | Jett Howard UNDER PR 7.5 (STANDARD) [id:10648861] | Norman Powell OVER PTS 21 (STANDARD) [id:10644079],0.08832084519161343,10.0,1.0,10.0,0.8832084519161343,10.0,atlas,0.5458014157800517,0.03700255030478901,Grant Williams OVER PTS 4.5 (GOBLIN) [id:10643909] | Davion Mitchell OVER PTS 4.5 (GOBLIN) [id:10643884] | Jett Howard UNDER PR 7.5 (STANDARD) [id:10648861] | Norman Powell OVER PTS 21 (STANDARD) [id:10644079],0.0,0.0,0.0,0.0,0.0,0,0.0,0.8832084519161343,"['grant williams', 'davion mitchell', 'jett howard', 'norman powell']",1,Grant Williams OVER PTS 4.5 (GOBLIN) [id:10643909],Davion Mitchell OVER PTS 4.5 (GOBLIN) [id:10643884],Jett Howard UNDER PR 7.5 (STANDARD) [id:10648861],Norman Powell OVER PTS 21 (STANDARD) [id:10644079],0,
4,Bam Adebayo OVER REB 7.5 (GOBLIN) [id:10644454] | Davion Mitchell OVER PR 7.5 (GOBLIN) [id:10650527] | Tyler Herro OVER PTS 21.5 (STANDARD) [id:10644159] | Shai Gilgeous-Alexander UNDER PR 36 (STANDARD) [id:10645029],0.08803252057863818,10.0,1.0,10.0,0.8803252057863818,10.0,atlas,0.5449315406842272,0.043649794844625334,Bam Adebayo OVER REB 7.5 (GOBLIN) [id:10644454] | Davion Mitchell OVER PR 7.5 (GOBLIN) [id:10650527] | Tyler Herro OVER PTS 21.5 (STANDARD) [id:10644159] | Shai Gilgeous-Alexander UNDER PR 36 (STANDARD) [id:10645029],0.0,0.0,0.0,0.0,0.0,0,0.0,0.8803252057863818,"['bam adebayo', 'davion mitchell', 'tyler herro', 'shai gilgeous-alexander']",1,Bam Adebayo OVER REB 7.5 (GOBLIN) [id:10644454],Davion Mitchell OVER PR 7.5 (GOBLIN) [id:10650527],Tyler Herro OVER PTS 21.5 (STANDARD) [id:10644159],Shai Gilgeous-Alexander UNDER PR 36 (STANDARD) [id:10645029],0,
4,Collin Gillespie OVER PRA 16.5 (GOBLIN) [id:10650225] | Bam Adebayo OVER PR 29.5 (GOBLIN) [id:10644448] | Kel'el Ware UNDER PTS 12 (STANDARD) [id:10650500] | Ayo Dosunmu OVER PRA 24.5 (STANDARD) [id:10649103],0.08733446143642899,10.0,1.0,10.0,0.8733446143642899,10.0,atlas,0.5449839593144428,0.06188852249850687,Collin Gillespie OVER PRA 16.5 (GOBLIN) [id:10650225] | Bam Adebayo OVER PR 29.5 (GOBLIN) [id:10644448] | Kel'el Ware UNDER PTS 12 (STANDARD) [id:10650500] | Ayo Dosunmu OVER PRA 24.5 (STANDARD) [id:10649103],0.0,0.0,0.0,0.0,0.0,0,0.0,0.8733446143642899,"['collin gillespie', 'bam adebayo', ""kel'el ware"", 'ayo dosunmu']",1,Collin Gillespie OVER PRA 16.5 (GOBLIN) [id:10650225],Bam Adebayo OVER PR 29.5 (GOBLIN) [id:10644448],Kel'el Ware UNDER PTS 12 (STANDARD) [id:10650500],Ayo Dosunmu OVER PRA 24.5 (STANDARD) [id:10649103],0,
4,Jaime Jaquez OVER PTS 12.5 (GOBLIN) [id:10645604] | Coby White OVER PTS 11.5 (GOBLIN) [id:10644469] | Shai Gilgeous-Alexander UNDER PRA 43.5 (STANDARD) [id:10645030] | Collin Gillespie OVER PA 15.5 (STANDARD) [id:10649144],0.08709227323999112,10.0,1.0,10.0,0.8709227323999112,10.0,atlas,0.5437115381657347,0.04493473378922237,Jaime Jaquez OVER PTS 12.5 (GOBLIN) [id:10645604] | Coby White OVER PTS 11.5 (GOBLIN) [id:10644469] | Shai Gilgeous-Alexander UNDER PRA 43.5 (STANDARD) [id:10645030] | Collin Gillespie OVER PA 15.5 (STANDARD) [id:10649144],0.0,0.0,0.0,0.0,0.0,0,0.0,0.8709227323999112,"['jaime jaquez', 'coby white', 'shai gilgeous-alexander', 'collin gillespie']",1,Jaime Jaquez OVER PTS 12.5 (GOBLIN) [id:10645604],Coby White OVER PTS 11.5 (GOBLIN) [id:10644469],Shai Gilgeous-Alexander UNDER PRA 43.5 (STANDARD) [id:10645030],Collin Gillespie OVER PA 15.5 (STANDARD) [id:10649144],0,
4,Coby White OVER PRA 16.5 (GOBLIN) [id:10653798] | Ayo Dosunmu OVER PTS 11.5 (GOBLIN) [id:10652117] | Devin Booker OVER PRA 36 (STANDARD) [id:10649193] | De'Aaron Fox UNDER PR 22.5 (STANDARD) [id:10649863],0.08645540996089408,10.0,1.0,10.0,0.8645540996089408,10.0,atlas,0.5424147431436317,0.051443601180470894,Coby White OVER PRA 16.5 (GOBLIN) [id:10653798] | Ayo Dosunmu OVER PTS 11.5 (GOBLIN) [id:10652117] | Devin Booker OVER PRA 36 (STANDARD) [id:10649193] | De'Aaron Fox UNDER PR 22.5 (STANDARD) [id:10649863],0.0,0.0,0.0,0.0,0.0,0,0.0,0.8645540996089408,"['coby white', 'ayo dosunmu', 'devin booker', ""de'aaron fox""]",1,Coby White OVER PRA 16.5 (GOBLIN) [id:10653798],Ayo Dosunmu OVER PTS 11.5 (GOBLIN) [id:10652117],Devin Booker OVER PRA 36 (STANDARD) [id:10649193],De'Aaron Fox UNDER PR 22.5 (STANDARD) [id:10649863],0,
4,Kon Knueppel OVER PTS 14.5 (GOBLIN) [id:10643967] | Miles Bridges OVER PTS 11.5 (GOBLIN) [id:10644534] | Oso Ighodaro OVER RA 8 (STANDARD) [id:10649482] | Shai Gilgeous-Alexander UNDER PA 39 (STANDARD) [id:10645028],0.08593122417396794,10.0,1.0,10.0,0.8593122417396793,10.0,atlas,0.5419601939774197,0.04499385764367621,Kon Knueppel OVER PTS 14.5 (GOBLIN) [id:10643967] | Miles Bridges OVER PTS 11.5 (GOBLIN) [id:10644534] | Oso Ighodaro OVER RA 8 (STANDARD) [id:10649482] | Shai Gilgeous-Alexander UNDER PA 39 (STANDARD) [id:10645028],0.0,0.0,0.0,0.0,0.0,0,0.0,0.8593122417396793,"['kon knueppel', 'miles bridges', 'oso ighodaro', 'shai gilgeous-alexander']",1,Kon Knueppel OVER PTS 14.5 (GOBLIN) [id:10643967],Miles Bridges OVER PTS 11.5 (GOBLIN) [id:10644534],Oso Ighodaro OVER RA 8 (STANDARD) [id:10649482],Shai Gilgeous-Alexander UNDER PA 39 (STANDARD) [id:10645028],0,
4,Julius Randle OVER PTS 17.5 (GOBLIN) [id:10652122] | Coby White OVER PRA 17.5 (GOBLIN) [id:10645581] | Ayo Dosunmu UNDER REB 3.5 (STANDARD) [id:10652118] | Jett Howard UNDER PRA 9 (STANDARD) [id:10648866],0.08556005806578178,10.0,1.0,10.0,0.8556005806578177,10.0,atlas,0.5419789080937549,0.03300449386139604,Julius Randle OVER PTS 17.5 (GOBLIN) [id:10652122] | Coby White OVER PRA 17.5 (GOBLIN) [id:10645581] | Ayo Dosunmu UNDER REB 3.5 (STANDARD) [id:10652118] | Jett Howard UNDER PRA 9 (STANDARD) [id:10648866],0.0,0.0,0.0,0.0,0.0,0,0.0,0.8556005806578177,"['julius randle', 'coby white', 'ayo dosunmu', 'jett howard']",1,Julius Randle OVER PTS 17.5 (GOBLIN) [id:10652122],Coby White OVER PRA 17.5 (GOBLIN) [id:10645581],Ayo Dosunmu UNDER REB 3.5 (STANDARD) [id:10652118],Jett Howard UNDER PRA 9 (STANDARD) [id:10648866],0,
4,Donte DiVincenzo OVER RA 7.5 (GOBLIN) [id:10649247] | Rudy Gobert OVER REB 10.5 (GOBLIN) [id:10649560] | Jett Howard UNDER PRA 9 (STANDARD) [id:10648866] | Ayo Dosunmu UNDER REB 3.5 (STANDARD) [id:10652118],0.08449424591503125,10.0,1.0,10.0,0.8449424591503125,10.0,atlas,0.5402699526379027,0.0311718061958492,Donte DiVincenzo OVER RA 7.5 (GOBLIN) [id:10649247] | Rudy Gobert OVER REB 10.5 (GOBLIN) [id:10649560] | Jett Howard UNDER PRA 9 (STANDARD) [id:10648866] | Ayo Dosunmu UNDER REB 3.5 (STANDARD) [id:10652118],0.0,0.0,0.0,0.0,0.0,0,0.0,0.8449424591503125,"['donte divincenzo', 'rudy gobert', 'jett howard', 'ayo dosunmu']",1,Donte DiVincenzo OVER RA 7.5 (GOBLIN) [id:10649247],Rudy Gobert OVER REB 10.5 (GOBLIN) [id:10649560],Jett Howard UNDER PRA 9 (STANDARD) [id:10648866],Ayo Dosunmu UNDER REB 3.5 (STANDARD) [id:10652118],0,
