n_legs,legs,hit_prob,payout_mult,kernel_mult,payout_mult_eff,ev_mult,atlas_power_mult,pricing_engine,avg_p,avg_fragility,slip_key,pen_team,pen_family,pen_frag,pen_total,role_ctx_bonus,role_ctx_on_legs,role_ctx_on_share,score_adj,players,beam_selected,leg_1,leg_2,leg_3,leg_4,leg_5,q_leg_count,q_players
5,Devin Booker OVER PRA 33.5 (GOBLIN) [id:10649197] | Jaime Jaquez OVER PTS 9.5 (GOBLIN) [id:10644499] | Kel'el Ware UNDER PR 22.5 (STANDARD) [id:10650504] | Tristan Silva UNDER PTS 10.5 (STANDARD) [id:10645979] | Miles Bridges OVER PTS 17.5 (DEMON) [id:10644535],0.0673122361483748,20.0,1.0,20.0,1.3462447229674959,20.0,atlas,0.5885226449192293,0.036732546969368784,Devin Booker OVER PRA 33.5 (GOBLIN) [id:10649197] | Jaime Jaquez OVER PTS 9.5 (GOBLIN) [id:10644499] | Kel'el Ware UNDER PR 22.5 (STANDARD) [id:10650504] | Tristan Silva UNDER PTS 10.5 (STANDARD) [id:10645979] | Miles Bridges OVER PTS 17.5 (DEMON) [id:10644535],0.0,0.0,0.0,0.0,0.0,0,0.0,1.3462447229674959,"['devin booker', 'jaime jaquez', ""kel'el ware"", 'tristan silva', 'miles bridges']",1,Devin Booker OVER PRA 33.5 (GOBLIN) [id:10649197],Jaime Jaquez OVER PTS 9.5 (GOBLIN) [id:10644499],Kel'el Ware UNDER PR 22.5 (STANDARD) [id:10650504],Tristan Silva UNDER PTS 10.5 (STANDARD) [id:10645979],Miles Bridges OVER PTS 17.5 (DEMON) [id:10644535],0,
5,Brandon Miller OVER PTS 14.5 (GOBLIN) [id:10643826] | Ryan Kalkbrenner OVER PR 8.5 (GOBLIN) [id:10652267] | De'Aaron Fox UNDER REB 3.5 (STANDARD) [id:10653004] | Moussa Diabaté UNDER PR 19 (STANDARD) [id:10644055] | Grayson Allen OVER PTS 18.5 (DEMON) [id:10649761],0.05256982310549374,20.0,1.0,20.0,1.0513964621098748,20.0,atlas,0.5567312679461609,0.0354447961959048,Brandon Miller OVER PTS 14.5 (GOBLIN) [id:10643826] | Ryan Kalkbrenner OVER PR 8.5 (GOBLIN) [id:10652267] | De'Aaron Fox UNDER REB 3.5 (STANDARD) [id:10653004] | Moussa Diabaté UNDER PR 19 (STANDARD) [id:10644055] | Grayson Allen OVER PTS 18.5 (DEMON) [id:10649761],0.0,0.0,0.0,0.0,0.0,0,0.0,1.0513964621098748,"['brandon miller', 'ryan kalkbrenner', ""de'aaron fox"", 'moussa diabaté', 'grayson allen']",1,Brandon Miller OVER PTS 14.5 (GOBLIN) [id:10643826],Ryan Kalkbrenner OVER PR 8.5 (GOBLIN) [id:10652267],De'Aaron Fox UNDER REB 3.5 (STANDARD) [id:10653004],Moussa Diabaté UNDER PR 19 (STANDARD) [id:10644055],Grayson Allen OVER PTS 18.5 (DEMON) [id:10649761],0,
5,Davion Mitchell OVER PTS 4.5 (GOBLIN) [id:10643884] | Kon Knueppel OVER PRA 25.5 (GOBLIN) [id:10645615] | Moussa Diabaté UNDER PR 19 (STANDARD) [id:10644055] | Jaime Jaquez OVER PRA 23.5 (STANDARD) [id:10643940] | Coby White OVER PRA 24.5 (DEMON) [id:10644477],0.052451597400751726,20.0,1.0,20.0,1.0490319480150345,20.0,atlas,0.5560893000349396,0.05747422888626419,Davion Mitchell OVER PTS 4.5 (GOBLIN) [id:10643884] | Kon Knueppel OVER PRA 25.5 (GOBLIN) [id:10645615] | Moussa Diabaté UNDER PR 19 (STANDARD) [id:10644055] | Jaime Jaquez OVER PRA 23.5 (STANDARD) [id:10643940] | Coby White OVER PRA 24.5 (DEMON) [id:10644477],0.0,0.0,0.0,0.0,0.0,0,0.0,1.0490319480150345,"['davion mitchell', 'kon knueppel', 'moussa diabaté', 'jaime jaquez', 'coby white']",1,Davion Mitchell OVER PTS 4.5 (GOBLIN) [id:10643884],Kon Knueppel OVER PRA 25.5 (GOBLIN) [id:10645615],Moussa Diabaté UNDER PR 19 (STANDARD) [id:10644055],Jaime Jaquez OVER PRA 23.5 (STANDARD) [id:10643940],Coby White OVER PRA 24.5 (DEMON) [id:10644477],0,
5,Davion Mitchell OVER PRA 12.5 (GOBLIN) [id:10653023] | Kon Knueppel OVER PRA 26.5 (GOBLIN) [id:10653804] | Trendon Watford UNDER REB 3.5 (STANDARD) [id:10644896] | Moussa Diabaté UNDER PR 19 (STANDARD) [id:10644055] | LaMelo Ball OVER PTS 23.5 (DEMON) [id:10645622],0.05234371370411919,20.0,1.0,20.0,1.0468742740823838,20.0,atlas,0.5561080032176756,0.04320289531206982,Davion Mitchell OVER PRA 12.5 (GOBLIN) [id:10653023] | Kon Knueppel OVER PRA 26.5 (GOBLIN) [id:10653804] | Trendon Watford UNDER REB 3.5 (STANDARD) [id:10644896] | Moussa Diabaté UNDER PR 19 (STANDARD) [id:10644055] | LaMelo Ball OVER PTS 23.5 (DEMON) [id:10645622],0.0,0.0,0.0,0.0,0.0,0,0.0,1.0468742740823838,"['davion mitchell', 'kon knueppel', 'trendon watford', 'moussa diabaté', 'lamelo ball']",1,Davion Mitchell OVER PRA 12.5 (GOBLIN) [id:10653023],Kon Knueppel OVER PRA 26.5 (GOBLIN) [id:10653804],Trendon Watford UNDER REB 3.5 (STANDARD) [id:10644896],Moussa Diabaté UNDER PR 19 (STANDARD) [id:10644055],LaMelo Ball OVER PTS 23.5 (DEMON) [id:10645622],0,
5,Tyler Herro OVER PRA 28.5 (GOBLIN) [id:10652731] | Coby White OVER PRA 14.5 (GOBLIN) [id:10653364] | Nikola Jokić UNDER AST 10.5 (STANDARD) [id:10644401] | Moussa Diabaté UNDER PRA 20.5 (STANDARD) [id:10644056] | Ayo Dosunmu OVER PTS 17.5 (DEMON) [id:10649097],0.05170226385375132,20.0,1.0,20.0,1.0340452770750264,20.0,atlas,0.5545548648595471,0.041874956589376254,Tyler Herro OVER PRA 28.5 (GOBLIN) [id:10652731] | Coby White OVER PRA 14.5 (GOBLIN) [id:10653364] | Nikola Jokić UNDER AST 10.5 (STANDARD) [id:10644401] | Moussa Diabaté UNDER PRA 20.5 (STANDARD) [id:10644056] | Ayo Dosunmu OVER PTS 17.5 (DEMON) [id:10649097],0.0,0.0,0.0,0.0,0.0,0,0.0,1.0340452770750264,"['tyler herro', 'coby white', 'nikola jokić', 'moussa diabaté', 'ayo dosunmu']",1,Tyler Herro OVER PRA 28.5 (GOBLIN) [id:10652731],Coby White OVER PRA 14.5 (GOBLIN) [id:10653364],Nikola Jokić UNDER AST 10.5 (STANDARD) [id:10644401],Moussa Diabaté UNDER PRA 20.5 (STANDARD) [id:10644056],Ayo Dosunmu OVER PTS 17.5 (DEMON) [id:10649097],0,
5,Jordan Goodwin OVER PTS 4.5 (GOBLIN) [id:10652150] | Davion Mitchell OVER PA 9.5 (GOBLIN) [id:10644482] | De'Aaron Fox UNDER PRA 29.5 (STANDARD) [id:10649864] | Trendon Watford UNDER PTS 8.5 (STANDARD) [id:10648231] | Ryan Kalkbrenner OVER RA 7.5 (DEMON) [id:10645666],0.05146575789415384,20.0,1.0,20.0,1.0293151578830768,20.0,atlas,0.5538718548658448,0.04216588137761231,Jordan Goodwin OVER PTS 4.5 (GOBLIN) [id:10652150] | Davion Mitchell OVER PA 9.5 (GOBLIN) [id:10644482] | De'Aaron Fox UNDER PRA 29.5 (STANDARD) [id:10649864] | Trendon Watford UNDER PTS 8.5 (STANDARD) [id:10648231] | Ryan Kalkbrenner OVER RA 7.5 (DEMON) [id:10645666],0.0,0.0,0.0,0.0,0.0,0,0.0,1.0293151578830768,"['jordan goodwin', 'davion mitchell', ""de'aaron fox"", 'trendon watford', 'ryan kalkbrenner']",1,Jordan Goodwin OVER PTS 4.5 (GOBLIN) [id:10652150],Davion Mitchell OVER PA 9.5 (GOBLIN) [id:10644482],De'Aaron Fox UNDER PRA 29.5 (STANDARD) [id:10649864],Trendon Watford UNDER PTS 8.5 (STANDARD) [id:10648231],Ryan Kalkbrenner OVER RA 7.5 (DEMON) [id:10645666],0,
5,Kon Knueppel OVER PRA 24.5 (GOBLIN) [id:10644517] | Davion Mitchell OVER PTS 4.5 (GOBLIN) [id:10643884] | Miles Bridges OVER PRA 24.5 (STANDARD) [id:10644030] | Trendon Watford UNDER PTS 8.5 (STANDARD) [id:10648231] | Jordan Goodwin OVER REB 4.5 (DEMON) [id:10652489],0.04706226025368029,20.0,1.0,20.0,0.9412452050736058,20.0,atlas,0.5441737684933796,0.052270404877874724,Kon Knueppel OVER PRA 24.5 (GOBLIN) [id:10644517] | Davion Mitchell OVER PTS 4.5 (GOBLIN) [id:10643884] | Miles Bridges OVER PRA 24.5 (STANDARD) [id:10644030] | Trendon Watford UNDER PTS 8.5 (STANDARD) [id:10648231] | Jordan Goodwin OVER REB 4.5 (DEMON) [id:10652489],0.0,0.0,0.0,0.0,0.0,0,0.0,0.9412452050736058,"['kon knueppel', 'davion mitchell', 'miles bridges', 'trendon watford', 'jordan goodwin']",1,Kon Knueppel OVER PRA 24.5 (GOBLIN) [id:10644517],Davion Mitchell OVER PTS 4.5 (GOBLIN) [id:10643884],Miles Bridges OVER PRA 24.5 (STANDARD) [id:10644030],Trendon Watford UNDER PTS 8.5 (STANDARD) [id:10648231],Jordan Goodwin OVER REB 4.5 (DEMON) [id:10652489],0,
5,Naz Reid OVER REB 4.5 (GOBLIN) [id:10652124] | Jalen Green OVER PR 19.5 (GOBLIN) [id:10652486] | Julius Randle UNDER FG3M 1.5 (STANDARD) [id:10649361] | Shai Gilgeous-Alexander UNDER PTS 31.5 (STANDARD) [id:10645531] | Collin Gillespie OVER PRA 23.5 (DEMON) [id:10649148],0.0447487478797279,20.0,1.0,20.0,0.894974957594558,20.0,atlas,0.5377643355383902,0.04230458474288242,Naz Reid OVER REB 4.5 (GOBLIN) [id:10652124] | Jalen Green OVER PR 19.5 (GOBLIN) [id:10652486] | Julius Randle UNDER FG3M 1.5 (STANDARD) [id:10649361] | Shai Gilgeous-Alexander UNDER PTS 31.5 (STANDARD) [id:10645531] | Collin Gillespie OVER PRA 23.5 (DEMON) [id:10649148],0.0,0.0,0.0,0.0,0.0,0,0.0,0.894974957594558,"['naz reid', 'jalen green', 'julius randle', 'shai gilgeous-alexander', 'collin gillespie']",1,Naz Reid OVER REB 4.5 (GOBLIN) [id:10652124],Jalen Green OVER PR 19.5 (GOBLIN) [id:10652486],Julius Randle UNDER FG3M 1.5 (STANDARD) [id:10649361],Shai Gilgeous-Alexander UNDER PTS 31.5 (STANDARD) [id:10645531],Collin Gillespie OVER PRA 23.5 (DEMON) [id:10649148],0,
5,Ayo Dosunmu OVER PTS 11.5 (GOBLIN) [id:10652117] | Norman Powell OVER PR 23.5 (GOBLIN) [id:10652266] | Grayson Allen OVER PRA 20.5 (STANDARD) [id:10649271] | Jared McCain UNDER PTS 7.5 (STANDARD) [id:10645007] | Grant Williams OVER PA 9.5 (DEMON) [id:10644494],0.044128965319304866,20.0,1.0,20.0,0.8825793063860974,20.0,atlas,0.5362913756596099,0.05897988689738944,Ayo Dosunmu OVER PTS 11.5 (GOBLIN) [id:10652117] | Norman Powell OVER PR 23.5 (GOBLIN) [id:10652266] | Grayson Allen OVER PRA 20.5 (STANDARD) [id:10649271] | Jared McCain UNDER PTS 7.5 (STANDARD) [id:10645007] | Grant Williams OVER PA 9.5 (DEMON) [id:10644494],0.0,0.0,0.0,0.0,0.0,0,0.0,0.8825793063860974,"['ayo dosunmu', 'norman powell', 'grayson allen', 'jared mccain', 'grant williams']",1,Ayo Dosunmu OVER PTS 11.5 (GOBLIN) [id:10652117],Norman Powell OVER PR 23.5 (GOBLIN) [id:10652266],Grayson Allen OVER PRA 20.5 (STANDARD) [id:10649271],Jared McCain UNDER PTS 7.5 (STANDARD) [id:10645007],Grant Williams OVER PA 9.5 (DEMON) [id:10644494],0,
5,Devin Booker OVER PR 24.5 (GOBLIN) [id:10652325] | Ayo Dosunmu OVER PR 14.5 (GOBLIN) [id:10652195] | Dennis Schröder UNDER PTS 8.5 (STANDARD) [id:10645063] | Shai Gilgeous-Alexander UNDER RA 11.5 (STANDARD) [id:10645034] | Jaime Jaquez OVER PTS 17.5 (DEMON) [id:10644500],0.04374852259547961,20.0,1.0,20.0,0.8749704519095922,20.0,atlas,0.5352559454008412,0.043159848833701955,Devin Booker OVER PR 24.5 (GOBLIN) [id:10652325] | Ayo Dosunmu OVER PR 14.5 (GOBLIN) [id:10652195] | Dennis Schröder UNDER PTS 8.5 (STANDARD) [id:10645063] | Shai Gilgeous-Alexander UNDER RA 11.5 (STANDARD) [id:10645034] | Jaime Jaquez OVER PTS 17.5 (DEMON) [id:10644500],0.0,0.0,0.0,0.0,0.0,0,0.0,0.8749704519095922,"['devin booker', 'ayo dosunmu', 'dennis schröder', 'shai gilgeous-alexander', 'jaime jaquez']",1,Devin Booker OVER PR 24.5 (GOBLIN) [id:10652325],Ayo Dosunmu OVER PR 14.5 (GOBLIN) [id:10652195],Dennis Schröder UNDER PTS 8.5 (STANDARD) [id:10645063],Shai Gilgeous-Alexander UNDER RA 11.5 (STANDARD) [id:10645034],Jaime Jaquez OVER PTS 17.5 (DEMON) [id:10644500],0,
5,Brandon Miller OVER PTS 14.5 (GOBLIN) [id:10643826] | Tyler Herro OVER PRA 29.5 (GOBLIN) [id:10644594] | Nikola Jokić UNDER AST 10.5 (STANDARD) [id:10644401] | Norman Powell OVER PTS 21 (STANDARD) [id:10644079] | Bam Adebayo OVER PRA 37.5 (DEMON) [id:10645564],0.04373395464756223,20.0,1.0,20.0,0.8746790929512447,20.0,atlas,0.5350752120299818,0.05311704486169434,Brandon Miller OVER PTS 14.5 (GOBLIN) [id:10643826] | Tyler Herro OVER PRA 29.5 (GOBLIN) [id:10644594] | Nikola Jokić UNDER AST 10.5 (STANDARD) [id:10644401] | Norman Powell OVER PTS 21 (STANDARD) [id:10644079] | Bam Adebayo OVER PRA 37.5 (DEMON) [id:10645564],0.0,0.0,0.0,0.0,0.0,0,0.0,0.8746790929512447,"['brandon miller', 'tyler herro', 'nikola jokić', 'norman powell', 'bam adebayo']",1,Brandon Miller OVER PTS 14.5 (GOBLIN) [id:10643826],Tyler Herro OVER PRA 29.5 (GOBLIN) [id:10644594],Nikola Jokić UNDER AST 10.5 (STANDARD) [id:10644401],Norman Powell OVER PTS 21 (STANDARD) [id:10644079],Bam Adebayo OVER PRA 37.5 (DEMON) [id:10645564],0,
5,Jalen Green OVER REB 2.5 (GOBLIN) [id:10652818] | Collin Gillespie OVER PRA 16.5 (GOBLIN) [id:10650225] | Quentin Grimes UNDER PTS 20.5 (STANDARD) [id:10644625] | Donte DiVincenzo OVER PRA 21.5 (STANDARD) [id:10649234] | LaMelo Ball OVER PRA 36.5 (DEMON) [id:10645624],0.04350838543273839,20.0,1.0,20.0,0.8701677086547678,20.0,atlas,0.5343887798807153,0.05836959916442426,Jalen Green OVER REB 2.5 (GOBLIN) [id:10652818] | Collin Gillespie OVER PRA 16.5 (GOBLIN) [id:10650225] | Quentin Grimes UNDER PTS 20.5 (STANDARD) [id:10644625] | Donte DiVincenzo OVER PRA 21.5 (STANDARD) [id:10649234] | LaMelo Ball OVER PRA 36.5 (DEMON) [id:10645624],0.0,0.0,0.0,0.0,0.0,0,0.0,0.8701677086547678,"['jalen green', 'collin gillespie', 'quentin grimes', 'donte divincenzo', 'lamelo ball']",1,Jalen Green OVER REB 2.5 (GOBLIN) [id:10652818],Collin Gillespie OVER PRA 16.5 (GOBLIN) [id:10650225],Quentin Grimes UNDER PTS 20.5 (STANDARD) [id:10644625],Donte DiVincenzo OVER PRA 21.5 (STANDARD) [id:10649234],LaMelo Ball OVER PRA 36.5 (DEMON) [id:10645624],0,
5,Grayson Allen OVER PRA 19.5 (GOBLIN) [id:10650232] | Devin Booker OVER PRA 29.5 (GOBLIN) [id:10652479] | Nikola Jokić UNDER PR 42 (STANDARD) [id:10644404] | Rudy Gobert OVER REB 11.5 (STANDARD) [id:10649561] | Jalen Green OVER RA 7.5 (DEMON) [id:10649352],0.04037530698812111,20.0,1.0,20.0,0.8075061397624222,20.0,atlas,0.5264039921024676,0.058185209690837,Grayson Allen OVER PRA 19.5 (GOBLIN) [id:10650232] | Devin Booker OVER PRA 29.5 (GOBLIN) [id:10652479] | Nikola Jokić UNDER PR 42 (STANDARD) [id:10644404] | Rudy Gobert OVER REB 11.5 (STANDARD) [id:10649561] | Jalen Green OVER RA 7.5 (DEMON) [id:10649352],0.0,0.0,0.0,0.0,0.0,0,0.0,0.8075061397624222,"['grayson allen', 'devin booker', 'nikola jokić', 'rudy gobert', 'jalen green']",1,Grayson Allen OVER PRA 19.5 (GOBLIN) [id:10650232],Devin Booker OVER PRA 29.5 (GOBLIN) [id:10652479],Nikola Jokić UNDER PR 42 (STANDARD) [id:10644404],Rudy Gobert OVER REB 11.5 (STANDARD) [id:10649561],Jalen Green OVER RA 7.5 (DEMON) [id:10649352],0,
5,Donte DiVincenzo OVER PRA 20.5 (GOBLIN) [id:10652987] | Collin Gillespie OVER RA 7.5 (GOBLIN) [id:10652170] | Julius Randle UNDER FG3M 1.5 (STANDARD) [id:10649361] | Shai Gilgeous-Alexander UNDER RA 11.5 (STANDARD) [id:10645034] | Desmond Bane OVER PRA 29.5 (DEMON) [id:10648306],0.03926199272336505,20.0,1.0,20.0,0.785239854467301,20.0,atlas,0.5244704734811797,0.06848123911624922,Donte DiVincenzo OVER PRA 20.5 (GOBLIN) [id:10652987] | Collin Gillespie OVER RA 7.5 (GOBLIN) [id:10652170] | Julius Randle UNDER FG3M 1.5 (STANDARD) [id:10649361] | Shai Gilgeous-Alexander UNDER RA 11.5 (STANDARD) [id:10645034] | Desmond Bane OVER PRA 29.5 (DEMON) [id:10648306],0.0,0.0,0.0,0.0,0.0,0,0.0,0.785239854467301,"['donte divincenzo', 'collin gillespie', 'julius randle', 'shai gilgeous-alexander', 'desmond bane']",1,Donte DiVincenzo OVER PRA 20.5 (GOBLIN) [id:10652987],Collin Gillespie OVER RA 7.5 (GOBLIN) [id:10652170],Julius Randle UNDER FG3M 1.5 (STANDARD) [id:10649361],Shai Gilgeous-Alexander UNDER RA 11.5 (STANDARD) [id:10645034],Desmond Bane OVER PRA 29.5 (DEMON) [id:10648306],0,
5,Rudy Gobert OVER PR 19.5 (GOBLIN) [id:10652337] | Bam Adebayo OVER REB 8.5 (GOBLIN) [id:10643804] | Donte DiVincenzo OVER PRA 21.5 (STANDARD) [id:10649234] | Naz Reid OVER PR 21.5 (STANDARD) [id:10649429] | Miles Bridges OVER PRA 27.5 (DEMON) [id:10645634],0.03795856379739519,20.0,1.0,20.0,0.7591712759479039,20.0,atlas,0.5199101777234377,0.07537357965257442,Rudy Gobert OVER PR 19.5 (GOBLIN) [id:10652337] | Bam Adebayo OVER REB 8.5 (GOBLIN) [id:10643804] | Donte DiVincenzo OVER PRA 21.5 (STANDARD) [id:10649234] | Naz Reid OVER PR 21.5 (STANDARD) [id:10649429] | Miles Bridges OVER PRA 27.5 (DEMON) [id:10645634],0.0,0.0,0.0,0.0,0.0,0,0.0,0.7591712759479039,"['rudy gobert', 'bam adebayo', 'donte divincenzo', 'naz reid', 'miles bridges']",1,Rudy Gobert OVER PR 19.5 (GOBLIN) [id:10652337],Bam Adebayo OVER REB 8.5 (GOBLIN) [id:10643804],Donte DiVincenzo OVER PRA 21.5 (STANDARD) [id:10649234],Naz Reid OVER PR 21.5 (STANDARD) [id:10649429],Miles Bridges OVER PRA 27.5 (DEMON) [id:10645634],0,
