n_legs,legs,hit_prob,payout_mult,kernel_mult,payout_mult_eff,ev_mult,atlas_power_mult,pricing_engine,avg_p,avg_fragility,slip_key,pen_team,pen_family,pen_frag,pen_total,role_ctx_bonus,role_ctx_on_legs,role_ctx_on_share,score_adj,players,beam_selected,leg_1,leg_2,leg_3,q_leg_count,q_players
3,Coby White OVER PRA 14.5 (GOBLIN) [id:10653364] | Trendon Watford UNDER PRA 16.5 (STANDARD) [id:10644893] | Tristan Silva UNDER PTS 10.5 (STANDARD) [id:10645979],0.22988302703558838,6.0,1.0,6.0,1.3792981622135303,6.0,atlas,0.6185550719412608,0.02598252627407074,Coby White OVER PRA 14.5 (GOBLIN) [id:10653364] | Trendon Watford UNDER PRA 16.5 (STANDARD) [id:10644893] | Tristan Silva UNDER PTS 10.5 (STANDARD) [id:10645979],0.0,0.0,0.0,0.0,0.0,0,0.0,1.3792981622135303,"['coby white', 'trendon watford', 'tristan silva']",1,Coby White OVER PRA 14.5 (GOBLIN) [id:10653364],Trendon Watford UNDER PRA 16.5 (STANDARD) [id:10644893],Tristan Silva UNDER PTS 10.5 (STANDARD) [id:10645979],0,
3,Naz Reid OVER PRA 19.5 (GOBLIN) [id:10652226] | De'Aaron Fox UNDER PR 22.5 (STANDARD) [id:10649863] | Jett Howard UNDER PRA 9 (STANDARD) [id:10648866],0.17856540431013052,6.0,1.0,6.0,1.071392425860783,6.0,atlas,0.5638685587823571,0.026809884606959582,Naz Reid OVER PRA 19.5 (GOBLIN) [id:10652226] | De'Aaron Fox UNDER PR 22.5 (STANDARD) [id:10649863] | Jett Howard UNDER PRA 9 (STANDARD) [id:10648866],0.0,0.0,0.0,0.0,0.0,0,0.0,1.071392425860783,"['naz reid', ""de'aaron fox"", 'jett howard']",1,Naz Reid OVER PRA 19.5 (GOBLIN) [id:10652226],De'Aaron Fox UNDER PR 22.5 (STANDARD) [id:10649863],Jett Howard UNDER PRA 9 (STANDARD) [id:10648866],0,
3,Naz Reid OVER REB 4.5 (GOBLIN) [id:10652124] | Royce O'Neale UNDER AST 2.5 (STANDARD) [id:10649496] | De'Aaron Fox UNDER RA 10.5 (STANDARD) [id:10649865],0.17304618092326832,6.0,1.0,6.0,1.03827708553961,6.0,atlas,0.5576046365028914,0.01540963824056732,Naz Reid OVER REB 4.5 (GOBLIN) [id:10652124] | Royce O'Neale UNDER AST 2.5 (STANDARD) [id:10649496] | De'Aaron Fox UNDER RA 10.5 (STANDARD) [id:10649865],0.0,0.0,0.0,0.0,0.0,0,0.0,1.03827708553961,"['naz reid', ""royce o'neale"", ""de'aaron fox""]",1,Naz Reid OVER REB 4.5 (GOBLIN) [id:10652124],Royce O'Neale UNDER AST 2.5 (STANDARD) [id:10649496],De'Aaron Fox UNDER RA 10.5 (STANDARD) [id:10649865],0,
3,Tyler Herro OVER PR 19.5 (GOBLIN) [id:10652730] | Coby White OVER PR 15.5 (STANDARD) [id:10643855] | Jett Howard UNDER PR 7.5 (STANDARD) [id:10648861],0.17127924807204123,6.0,1.0,6.0,1.0276754884322474,6.0,atlas,0.5559385237177003,0.052937290408302716,Tyler Herro OVER PR 19.5 (GOBLIN) [id:10652730] | Coby White OVER PR 15.5 (STANDARD) [id:10643855] | Jett Howard UNDER PR 7.5 (STANDARD) [id:10648861],0.0,0.0,0.0,0.0,0.0,0,0.0,1.0276754884322474,"['tyler herro', 'coby white', 'jett howard']",1,Tyler Herro OVER PR 19.5 (GOBLIN) [id:10652730],Coby White OVER PR 15.5 (STANDARD) [id:10643855],Jett Howard UNDER PR 7.5 (STANDARD) [id:10648861],0,
3,Grayson Allen OVER PA 14.5 (GOBLIN) [id:10652204] | Oso Ighodaro OVER PTS 6.5 (STANDARD) [id:10649464] | Moussa Diabaté UNDER PRA 20.5 (STANDARD) [id:10644056],0.16823375944009264,6.0,1.0,6.0,1.0094025566405558,6.0,atlas,0.5546121167812933,0.04475817897419108,Grayson Allen OVER PA 14.5 (GOBLIN) [id:10652204] | Oso Ighodaro OVER PTS 6.5 (STANDARD) [id:10649464] | Moussa Diabaté UNDER PRA 20.5 (STANDARD) [id:10644056],0.0,0.0,0.0,0.0,0.0,0,0.0,1.0094025566405558,"['grayson allen', 'oso ighodaro', 'moussa diabaté']",1,Grayson Allen OVER PA 14.5 (GOBLIN) [id:10652204],Oso Ighodaro OVER PTS 6.5 (STANDARD) [id:10649464],Moussa Diabaté UNDER PRA 20.5 (STANDARD) [id:10644056],0,
3,Davion Mitchell OVER AST 3.5 (GOBLIN) [id:10643873] | De'Aaron Fox UNDER PA 25.5 (STANDARD) [id:10649987] | Nikola Jokić UNDER PTS 28.5 (STANDARD) [id:10644402],0.16758042100626824,6.0,1.0,6.0,1.0054825260376095,6.0,atlas,0.5515117391063494,0.015651695053541404,Davion Mitchell OVER AST 3.5 (GOBLIN) [id:10643873] | De'Aaron Fox UNDER PA 25.5 (STANDARD) [id:10649987] | Nikola Jokić UNDER PTS 28.5 (STANDARD) [id:10644402],0.0,0.0,0.0,0.0,0.0,0,0.0,1.0054825260376095,"['davion mitchell', ""de'aaron fox"", 'nikola jokić']",1,Davion Mitchell OVER AST 3.5 (GOBLIN) [id:10643873],De'Aaron Fox UNDER PA 25.5 (STANDARD) [id:10649987],Nikola Jokić UNDER PTS 28.5 (STANDARD) [id:10644402],0,
3,Devin Booker OVER PRA 29.5 (GOBLIN) [id:10652479] | Oso Ighodaro OVER PTS 6.5 (STANDARD) [id:10649464] | Kel'el Ware UNDER PTS 12 (STANDARD) [id:10650500],0.16667677630599795,6.0,1.0,6.0,1.0000606578359876,6.0,atlas,0.5520805306808597,0.044802909559565486,Devin Booker OVER PRA 29.5 (GOBLIN) [id:10652479] | Oso Ighodaro OVER PTS 6.5 (STANDARD) [id:10649464] | Kel'el Ware UNDER PTS 12 (STANDARD) [id:10650500],0.0,0.0,0.0,0.0,0.0,0,0.0,1.0000606578359876,"['devin booker', 'oso ighodaro', ""kel'el ware""]",1,Devin Booker OVER PRA 29.5 (GOBLIN) [id:10652479],Oso Ighodaro OVER PTS 6.5 (STANDARD) [id:10649464],Kel'el Ware UNDER PTS 12 (STANDARD) [id:10650500],0,
3,Brandon Miller OVER PTS 17.5 (GOBLIN) [id:10644457] | Rudy Gobert OVER RA 14 (STANDARD) [id:10649562] | Kel'el Ware UNDER PTS 12 (STANDARD) [id:10650500],0.16660218645874522,6.0,1.0,6.0,0.9996131187524713,6.0,atlas,0.551949027726215,0.04427959330013814,Brandon Miller OVER PTS 17.5 (GOBLIN) [id:10644457] | Rudy Gobert OVER RA 14 (STANDARD) [id:10649562] | Kel'el Ware UNDER PTS 12 (STANDARD) [id:10650500],0.0,0.0,0.0,0.0,0.0,0,0.0,0.9996131187524713,"['brandon miller', 'rudy gobert', ""kel'el ware""]",1,Brandon Miller OVER PTS 17.5 (GOBLIN) [id:10644457],Rudy Gobert OVER RA 14 (STANDARD) [id:10649562],Kel'el Ware UNDER PTS 12 (STANDARD) [id:10650500],0,
3,Davion Mitchell OVER PA 11.5 (GOBLIN) [id:10650767] | Jared McCain UNDER PTS 7.5 (STANDARD) [id:10645007] | Nikola Jokić UNDER RA 24 (STANDARD) [id:10644406],0.16547023218185547,6.0,1.0,6.0,0.9928213930911328,6.0,atlas,0.5494762769602873,0.026629011388658894,Davion Mitchell OVER PA 11.5 (GOBLIN) [id:10650767] | Jared McCain UNDER PTS 7.5 (STANDARD) [id:10645007] | Nikola Jokić UNDER RA 24 (STANDARD) [id:10644406],0.0,0.0,0.0,0.0,0.0,0,0.0,0.9928213930911328,"['davion mitchell', 'jared mccain', 'nikola jokić']",1,Davion Mitchell OVER PA 11.5 (GOBLIN) [id:10650767],Jared McCain UNDER PTS 7.5 (STANDARD) [id:10645007],Nikola Jokić UNDER RA 24 (STANDARD) [id:10644406],0,
3,Kon Knueppel OVER PA 19.5 (GOBLIN) [id:10644511] | Kel'el Ware UNDER REB 10.5 (STANDARD) [id:10650505] | Donovan Mitchell OVER PTS 25.5 (STANDARD) [id:10645084],0.16487262743819645,6.0,1.0,6.0,0.9892357646291787,6.0,atlas,0.5517161258937208,0.061896279324749975,Kon Knueppel OVER PA 19.5 (GOBLIN) [id:10644511] | Kel'el Ware UNDER REB 10.5 (STANDARD) [id:10650505] | Donovan Mitchell OVER PTS 25.5 (STANDARD) [id:10645084],0.0,0.0,0.0,0.0,0.0,0,0.0,0.9892357646291787,"['kon knueppel', ""kel'el ware"", 'donovan mitchell']",1,Kon Knueppel OVER PA 19.5 (GOBLIN) [id:10644511],Kel'el Ware UNDER REB 10.5 (STANDARD) [id:10650505],Donovan Mitchell OVER PTS 25.5 (STANDARD) [id:10645084],0,
3,Kon Knueppel OVER PRA 26.5 (GOBLIN) [id:10653804] | Ajay Mitchell OVER PRA 20.5 (STANDARD) [id:10644953] | Moussa Diabaté UNDER PRA 20.5 (STANDARD) [id:10644056],0.16473372470045872,6.0,1.0,6.0,0.9884023482027523,6.0,atlas,0.5511599235219187,0.08278936671290221,Kon Knueppel OVER PRA 26.5 (GOBLIN) [id:10653804] | Ajay Mitchell OVER PRA 20.5 (STANDARD) [id:10644953] | Moussa Diabaté UNDER PRA 20.5 (STANDARD) [id:10644056],0.0,0.0,0.0,0.0,0.0,0,0.0,0.9884023482027523,"['kon knueppel', 'ajay mitchell', 'moussa diabaté']",1,Kon Knueppel OVER PRA 26.5 (GOBLIN) [id:10653804],Ajay Mitchell OVER PRA 20.5 (STANDARD) [id:10644953],Moussa Diabaté UNDER PRA 20.5 (STANDARD) [id:10644056],0,
3,Davion Mitchell OVER PTS 4.5 (GOBLIN) [id:10643884] | Julius Randle UNDER FG3M 1.5 (STANDARD) [id:10649361] | De'Aaron Fox UNDER RA 10.5 (STANDARD) [id:10649865],0.16223866152734812,6.0,1.0,6.0,0.9734319691640887,6.0,atlas,0.5455046070783989,0.01569404998421322,Davion Mitchell OVER PTS 4.5 (GOBLIN) [id:10643884] | Julius Randle UNDER FG3M 1.5 (STANDARD) [id:10649361] | De'Aaron Fox UNDER RA 10.5 (STANDARD) [id:10649865],0.0,0.0,0.0,0.0,0.0,0,0.0,0.9734319691640887,"['davion mitchell', 'julius randle', ""de'aaron fox""]",1,Davion Mitchell OVER PTS 4.5 (GOBLIN) [id:10643884],Julius Randle UNDER FG3M 1.5 (STANDARD) [id:10649361],De'Aaron Fox UNDER RA 10.5 (STANDARD) [id:10649865],0,
3,LaMelo Ball OVER PRA 24.5 (GOBLIN) [id:10644529] | Ryan Kalkbrenner OVER PTS 5.5 (STANDARD) [id:10650364] | Quentin Grimes UNDER PTS 20.5 (STANDARD) [id:10644625],0.16207593706514722,6.0,1.0,6.0,0.9724556223908833,6.0,atlas,0.5452978107162845,0.04220470761270655,LaMelo Ball OVER PRA 24.5 (GOBLIN) [id:10644529] | Ryan Kalkbrenner OVER PTS 5.5 (STANDARD) [id:10650364] | Quentin Grimes UNDER PTS 20.5 (STANDARD) [id:10644625],0.0,0.0,0.0,0.0,0.0,0,0.0,0.9724556223908833,"['lamelo ball', 'ryan kalkbrenner', 'quentin grimes']",1,LaMelo Ball OVER PRA 24.5 (GOBLIN) [id:10644529],Ryan Kalkbrenner OVER PTS 5.5 (STANDARD) [id:10650364],Quentin Grimes UNDER PTS 20.5 (STANDARD) [id:10644625],0,
3,Brandon Miller OVER PTS 14.5 (GOBLIN) [id:10643826] | Shai Gilgeous-Alexander UNDER RA 11.5 (STANDARD) [id:10645034] | Collin Gillespie OVER PA 15.5 (STANDARD) [id:10649144],0.15894629398801835,6.0,1.0,6.0,0.9536777639281101,6.0,atlas,0.5423347077295942,0.044218816316074105,Brandon Miller OVER PTS 14.5 (GOBLIN) [id:10643826] | Shai Gilgeous-Alexander UNDER RA 11.5 (STANDARD) [id:10645034] | Collin Gillespie OVER PA 15.5 (STANDARD) [id:10649144],0.0,0.0,0.0,0.0,0.0,0,0.0,0.9536777639281101,"['brandon miller', 'shai gilgeous-alexander', 'collin gillespie']",1,Brandon Miller OVER PTS 14.5 (GOBLIN) [id:10643826],Shai Gilgeous-Alexander UNDER RA 11.5 (STANDARD) [id:10645034],Collin Gillespie OVER PA 15.5 (STANDARD) [id:10649144],0,
3,Tyler Herro OVER PTS 18.5 (GOBLIN) [id:10652268] | Trendon Watford UNDER REB 3.5 (STANDARD) [id:10644896] | Brandon Miller OVER PTS 21.5 (STANDARD) [id:10643825],0.15874468506587125,6.0,1.0,6.0,0.9524681103952275,6.0,atlas,0.5417919711557536,0.03411235637971685,Tyler Herro OVER PTS 18.5 (GOBLIN) [id:10652268] | Trendon Watford UNDER REB 3.5 (STANDARD) [id:10644896] | Brandon Miller OVER PTS 21.5 (STANDARD) [id:10643825],0.0,0.0,0.0,0.0,0.0,0,0.0,0.9524681103952275,"['tyler herro', 'trendon watford', 'brandon miller']",1,Tyler Herro OVER PTS 18.5 (GOBLIN) [id:10652268],Trendon Watford UNDER REB 3.5 (STANDARD) [id:10644896],Brandon Miller OVER PTS 21.5 (STANDARD) [id:10643825],0,
