n_legs,legs,hit_prob,payout_mult,kernel_mult,payout_mult_eff,ev_mult,atlas_power_mult,pricing_engine,avg_p,avg_fragility,slip_key,pen_team,pen_family,pen_frag,pen_total,role_ctx_bonus,role_ctx_on_legs,role_ctx_on_share,score_adj,players,beam_selected,leg_1,leg_2,leg_3,q_leg_count,q_players
3,LaMelo Ball OVER PRA 24.5 (GOBLIN) [id:10644529] | Tristan Silva UNDER PR 16.5 (STANDARD) [id:10646713] | Jaime Jaquez OVER PRA 27.5 (DEMON) [id:10645607],0.1928381301209095,6.0,1.0,6.0,1.1570287807254571,6.0,atlas,0.5830530829038525,0.05403161288005356,LaMelo Ball OVER PRA 24.5 (GOBLIN) [id:10644529] | Tristan Silva UNDER PR 16.5 (STANDARD) [id:10646713] | Jaime Jaquez OVER PRA 27.5 (DEMON) [id:10645607],0.0,0.0,0.0,0.0,0.0,0,0.0,1.1570287807254571,"['lamelo ball', 'tristan silva', 'jaime jaquez']",1,LaMelo Ball OVER PRA 24.5 (GOBLIN) [id:10644529],Tristan Silva UNDER PR 16.5 (STANDARD) [id:10646713],Jaime Jaquez OVER PRA 27.5 (DEMON) [id:10645607],0,
3,Davion Mitchell OVER PRA 12.5 (GOBLIN) [id:10653023] | Trendon Watford UNDER PTS 8.5 (STANDARD) [id:10648231] | Coby White OVER AST 3.5 (DEMON) [id:10643843],0.1649531805770736,6.0,1.0,6.0,0.9897190834624415,6.0,atlas,0.5504956873321128,0.044318460389219216,Davion Mitchell OVER PRA 12.5 (GOBLIN) [id:10653023] | Trendon Watford UNDER PTS 8.5 (STANDARD) [id:10648231] | Coby White OVER AST 3.5 (DEMON) [id:10643843],0.0,0.0,0.0,0.0,0.0,0,0.0,0.9897190834624415,"['davion mitchell', 'trendon watford', 'coby white']",1,Davion Mitchell OVER PRA 12.5 (GOBLIN) [id:10653023],Trendon Watford UNDER PTS 8.5 (STANDARD) [id:10648231],Coby White OVER AST 3.5 (DEMON) [id:10643843],0,
3,Brandon Miller OVER PR 19.5 (GOBLIN) [id:10644461] | Jett Howard UNDER PR 7.5 (STANDARD) [id:10648861] | Coby White OVER PRA 24.5 (DEMON) [id:10644477],0.1641577839000596,6.0,1.0,6.0,0.9849467034003576,6.0,atlas,0.5482410281593033,0.05349667900770688,Brandon Miller OVER PR 19.5 (GOBLIN) [id:10644461] | Jett Howard UNDER PR 7.5 (STANDARD) [id:10648861] | Coby White OVER PRA 24.5 (DEMON) [id:10644477],0.0,0.0,0.0,0.0,0.0,0,0.0,0.9849467034003576,"['brandon miller', 'jett howard', 'coby white']",1,Brandon Miller OVER PR 19.5 (GOBLIN) [id:10644461],Jett Howard UNDER PR 7.5 (STANDARD) [id:10648861],Coby White OVER PRA 24.5 (DEMON) [id:10644477],0,
3,Davion Mitchell OVER AST 3.5 (GOBLIN) [id:10643873] | Kel'el Ware UNDER RA 11.5 (STANDARD) [id:10653551] | Norman Powell OVER PR 29.5 (DEMON) [id:10644560],0.16290620305193074,6.0,1.0,6.0,0.9774372183115845,6.0,atlas,0.5485826360382161,0.04455853019809471,Davion Mitchell OVER AST 3.5 (GOBLIN) [id:10643873] | Kel'el Ware UNDER RA 11.5 (STANDARD) [id:10653551] | Norman Powell OVER PR 29.5 (DEMON) [id:10644560],0.0,0.0,0.0,0.0,0.0,0,0.0,0.9774372183115845,"['davion mitchell', ""kel'el ware"", 'norman powell']",1,Davion Mitchell OVER AST 3.5 (GOBLIN) [id:10643873],Kel'el Ware UNDER RA 11.5 (STANDARD) [id:10653551],Norman Powell OVER PR 29.5 (DEMON) [id:10644560],0,
3,Coby White OVER PA 11.5 (GOBLIN) [id:10653362] | Moussa Diabaté UNDER PA 10.5 (STANDARD) [id:10644054] | Ayo Dosunmu OVER PTS 17.5 (DEMON) [id:10649097],0.1621270313761988,6.0,1.0,6.0,0.9727621882571929,6.0,atlas,0.5474074162591358,0.043141998201108096,Coby White OVER PA 11.5 (GOBLIN) [id:10653362] | Moussa Diabaté UNDER PA 10.5 (STANDARD) [id:10644054] | Ayo Dosunmu OVER PTS 17.5 (DEMON) [id:10649097],0.0,0.0,0.0,0.0,0.0,0,0.0,0.9727621882571929,"['coby white', 'moussa diabaté', 'ayo dosunmu']",1,Coby White OVER PA 11.5 (GOBLIN) [id:10653362],Moussa Diabaté UNDER PA 10.5 (STANDARD) [id:10644054],Ayo Dosunmu OVER PTS 17.5 (DEMON) [id:10649097],0,
3,Brandon Miller OVER PTS 14.5 (GOBLIN) [id:10643826] | Jett Howard UNDER PA 6.5 (STANDARD) [id:10648860] | Norman Powell OVER PRA 29.5 (DEMON) [id:10644564],0.16185200538351766,6.0,1.0,6.0,0.971112032301106,6.0,atlas,0.5455614642795333,0.043511809355436463,Brandon Miller OVER PTS 14.5 (GOBLIN) [id:10643826] | Jett Howard UNDER PA 6.5 (STANDARD) [id:10648860] | Norman Powell OVER PRA 29.5 (DEMON) [id:10644564],0.0,0.0,0.0,0.0,0.0,0,0.0,0.971112032301106,"['brandon miller', 'jett howard', 'norman powell']",1,Brandon Miller OVER PTS 14.5 (GOBLIN) [id:10643826],Jett Howard UNDER PA 6.5 (STANDARD) [id:10648860],Norman Powell OVER PRA 29.5 (DEMON) [id:10644564],0,
3,Coby White OVER PTS 11.5 (GOBLIN) [id:10644469] | Jett Howard UNDER PRA 9 (STANDARD) [id:10648866] | Ayo Dosunmu OVER PR 20.5 (DEMON) [id:10654231],0.16123070786016214,6.0,1.0,6.0,0.9673842471609728,6.0,atlas,0.5455409189708373,0.044558884773908534,Coby White OVER PTS 11.5 (GOBLIN) [id:10644469] | Jett Howard UNDER PRA 9 (STANDARD) [id:10648866] | Ayo Dosunmu OVER PR 20.5 (DEMON) [id:10654231],0.0,0.0,0.0,0.0,0.0,0,0.0,0.9673842471609728,"['coby white', 'jett howard', 'ayo dosunmu']",1,Coby White OVER PTS 11.5 (GOBLIN) [id:10644469],Jett Howard UNDER PRA 9 (STANDARD) [id:10648866],Ayo Dosunmu OVER PR 20.5 (DEMON) [id:10654231],0,
3,Jaime Jaquez OVER PTS 9.5 (GOBLIN) [id:10644499] | Karl-Anthony Towns UNDER PTS 20.5 (STANDARD) [id:10650134] | LaMelo Ball OVER PRA 34.5 (DEMON) [id:10644531],0.16062163702856705,6.0,1.0,6.0,0.9637298221714024,6.0,atlas,0.5438876149257136,0.04300693627568455,Jaime Jaquez OVER PTS 9.5 (GOBLIN) [id:10644499] | Karl-Anthony Towns UNDER PTS 20.5 (STANDARD) [id:10650134] | LaMelo Ball OVER PRA 34.5 (DEMON) [id:10644531],0.0,0.0,0.0,0.0,0.0,0,0.0,0.9637298221714024,"['jaime jaquez', 'karl-anthony towns', 'lamelo ball']",1,Jaime Jaquez OVER PTS 9.5 (GOBLIN) [id:10644499],Karl-Anthony Towns UNDER PTS 20.5 (STANDARD) [id:10650134],LaMelo Ball OVER PRA 34.5 (DEMON) [id:10644531],0,
3,LaMelo Ball OVER PRA 28.5 (GOBLIN) [id:10645623] | Shai Gilgeous-Alexander UNDER PTS 31.5 (STANDARD) [id:10645531] | Grayson Allen OVER PRA 22.5 (DEMON) [id:10649767],0.1598823593970554,6.0,1.0,6.0,0.9592941563823323,6.0,atlas,0.5432963448380624,0.05399368291654816,LaMelo Ball OVER PRA 28.5 (GOBLIN) [id:10645623] | Shai Gilgeous-Alexander UNDER PTS 31.5 (STANDARD) [id:10645531] | Grayson Allen OVER PRA 22.5 (DEMON) [id:10649767],0.0,0.0,0.0,0.0,0.0,0,0.0,0.9592941563823323,"['lamelo ball', 'shai gilgeous-alexander', 'grayson allen']",1,LaMelo Ball OVER PRA 28.5 (GOBLIN) [id:10645623],Shai Gilgeous-Alexander UNDER PTS 31.5 (STANDARD) [id:10645531],Grayson Allen OVER PRA 22.5 (DEMON) [id:10649767],0,
3,Tyler Herro OVER PTS 17.5 (GOBLIN) [id:10644585] | Jett Howard UNDER PA 6.5 (STANDARD) [id:10648860] | Naz Reid OVER RA 9.5 (DEMON) [id:10649442],0.15981693007330044,6.0,1.0,6.0,0.9589015804398027,6.0,atlas,0.5435216420727214,0.04317874339446905,Tyler Herro OVER PTS 17.5 (GOBLIN) [id:10644585] | Jett Howard UNDER PA 6.5 (STANDARD) [id:10648860] | Naz Reid OVER RA 9.5 (DEMON) [id:10649442],0.0,0.0,0.0,0.0,0.0,0,0.0,0.9589015804398027,"['tyler herro', 'jett howard', 'naz reid']",1,Tyler Herro OVER PTS 17.5 (GOBLIN) [id:10644585],Jett Howard UNDER PA 6.5 (STANDARD) [id:10648860],Naz Reid OVER RA 9.5 (DEMON) [id:10649442],0,
3,Jaime Jaquez OVER PTS 11.5 (GOBLIN) [id:10644498] | Shai Gilgeous-Alexander UNDER PTS 31.5 (STANDARD) [id:10645531] | Grayson Allen OVER PA 18.5 (DEMON) [id:10653370],0.158316831382025,6.0,1.0,6.0,0.9499009882921499,6.0,atlas,0.5416173209958529,0.043900498331811096,Jaime Jaquez OVER PTS 11.5 (GOBLIN) [id:10644498] | Shai Gilgeous-Alexander UNDER PTS 31.5 (STANDARD) [id:10645531] | Grayson Allen OVER PA 18.5 (DEMON) [id:10653370],0.0,0.0,0.0,0.0,0.0,0,0.0,0.9499009882921499,"['jaime jaquez', 'shai gilgeous-alexander', 'grayson allen']",1,Jaime Jaquez OVER PTS 11.5 (GOBLIN) [id:10644498],Shai Gilgeous-Alexander UNDER PTS 31.5 (STANDARD) [id:10645531],Grayson Allen OVER PA 18.5 (DEMON) [id:10653370],0,
3,Kon Knueppel OVER PRA 26.5 (GOBLIN) [id:10653804] | Trendon Watford UNDER PA 12.5 (STANDARD) [id:10644891] | Norman Powell OVER PRA 29.5 (DEMON) [id:10644564],0.1565527153183759,6.0,1.0,6.0,0.9393162919102553,6.0,atlas,0.5394948788609781,0.05467134546792781,Kon Knueppel OVER PRA 26.5 (GOBLIN) [id:10653804] | Trendon Watford UNDER PA 12.5 (STANDARD) [id:10644891] | Norman Powell OVER PRA 29.5 (DEMON) [id:10644564],0.0,0.0,0.0,0.0,0.0,0,0.0,0.9393162919102553,"['kon knueppel', 'trendon watford', 'norman powell']",1,Kon Knueppel OVER PRA 26.5 (GOBLIN) [id:10653804],Trendon Watford UNDER PA 12.5 (STANDARD) [id:10644891],Norman Powell OVER PRA 29.5 (DEMON) [id:10644564],0,
3,Jaime Jaquez OVER PTS 11.5 (GOBLIN) [id:10644498] | Jett Howard UNDER PA 6.5 (STANDARD) [id:10648860] | LaMelo Ball OVER RA 13.5 (DEMON) [id:10645626],0.15649201751674938,6.0,1.0,6.0,0.9389521051004963,6.0,atlas,0.5397645345944948,0.04365127301908803,Jaime Jaquez OVER PTS 11.5 (GOBLIN) [id:10644498] | Jett Howard UNDER PA 6.5 (STANDARD) [id:10648860] | LaMelo Ball OVER RA 13.5 (DEMON) [id:10645626],0.0,0.0,0.0,0.0,0.0,0,0.0,0.9389521051004963,"['jaime jaquez', 'jett howard', 'lamelo ball']",1,Jaime Jaquez OVER PTS 11.5 (GOBLIN) [id:10644498],Jett Howard UNDER PA 6.5 (STANDARD) [id:10648860],LaMelo Ball OVER RA 13.5 (DEMON) [id:10645626],0,
3,Tyler Herro OVER PR 24.5 (GOBLIN) [id:10644589] | Shai Gilgeous-Alexander UNDER PTS 31.5 (STANDARD) [id:10645531] | Grant Williams OVER REB 3.5 (DEMON) [id:10643915],0.1553263973605884,6.0,1.0,6.0,0.9319583841635304,6.0,atlas,0.5383366700175308,0.0440579392754644,Tyler Herro OVER PR 24.5 (GOBLIN) [id:10644589] | Shai Gilgeous-Alexander UNDER PTS 31.5 (STANDARD) [id:10645531] | Grant Williams OVER REB 3.5 (DEMON) [id:10643915],0.0,0.0,0.0,0.0,0.0,0,0.0,0.9319583841635304,"['tyler herro', 'shai gilgeous-alexander', 'grant williams']",1,Tyler Herro OVER PR 24.5 (GOBLIN) [id:10644589],Shai Gilgeous-Alexander UNDER PTS 31.5 (STANDARD) [id:10645531],Grant Williams OVER REB 3.5 (DEMON) [id:10643915],0,
3,Tyler Herro OVER PA 19.5 (GOBLIN) [id:10652729] | Royce O'Neale UNDER AST 2.5 (STANDARD) [id:10649496] | Davion Mitchell OVER PR 11.5 (DEMON) [id:10650526],0.1537692014877357,6.0,1.0,6.0,0.9226152089264142,6.0,atlas,0.5366099381246487,0.05512374058440603,Tyler Herro OVER PA 19.5 (GOBLIN) [id:10652729] | Royce O'Neale UNDER AST 2.5 (STANDARD) [id:10649496] | Davion Mitchell OVER PR 11.5 (DEMON) [id:10650526],0.0,0.0,0.0,0.0,0.0,0,0.0,0.9226152089264142,"['tyler herro', ""royce o'neale"", 'davion mitchell']",1,Tyler Herro OVER PA 19.5 (GOBLIN) [id:10652729],Royce O'Neale UNDER AST 2.5 (STANDARD) [id:10649496],Davion Mitchell OVER PR 11.5 (DEMON) [id:10650526],0,
