n_legs,legs,hit_prob,payout_mult,kernel_mult,payout_mult_eff,ev_mult,atlas_power_mult,pricing_engine,avg_p,avg_fragility,slip_key,pen_team,pen_family,pen_frag,pen_total,role_ctx_bonus,role_ctx_on_legs,role_ctx_on_share,score_adj,players,beam_selected,leg_1,leg_2,leg_3,q_leg_count,q_players
3,Jaime Jaquez OVER RA 7.5 (GOBLIN) [id:10650536] | Jett Howard UNDER PRA 9 (STANDARD) [id:10648866] | Tristan Silva UNDER PA 12.5 (STANDARD) [id:10648740],0.23848258606174458,6.0,1.0,6.0,1.4308955163704675,6.0,atlas,0.6255588596311489,0.026920290919554793,Jaime Jaquez OVER RA 7.5 (GOBLIN) [id:10650536] | Jett Howard UNDER PRA 9 (STANDARD) [id:10648866] | Tristan Silva UNDER PA 12.5 (STANDARD) [id:10648740],0.0,0.0,0.0,0.0,0.0,0,0.0,1.4308955163704675,"['jaime jaquez', 'jett howard', 'tristan silva']",1,Jaime Jaquez OVER RA 7.5 (GOBLIN) [id:10650536],Jett Howard UNDER PRA 9 (STANDARD) [id:10648866],Tristan Silva UNDER PA 12.5 (STANDARD) [id:10648740],0,
3,Coby White OVER PRA 16.5 (GOBLIN) [id:10653798] | Quentin Grimes UNDER PA 24.5 (STANDARD) [id:10644627] | Moussa Diabaté UNDER PRA 20.5 (STANDARD) [id:10644056],0.18352460590170655,6.0,1.0,6.0,1.1011476354102392,6.0,atlas,0.5688613874246636,0.026196839034158675,Coby White OVER PRA 16.5 (GOBLIN) [id:10653798] | Quentin Grimes UNDER PA 24.5 (STANDARD) [id:10644627] | Moussa Diabaté UNDER PRA 20.5 (STANDARD) [id:10644056],0.0,0.0,0.0,0.0,0.0,0,0.0,1.1011476354102392,"['coby white', 'quentin grimes', 'moussa diabaté']",1,Coby White OVER PRA 16.5 (GOBLIN) [id:10653798],Quentin Grimes UNDER PA 24.5 (STANDARD) [id:10644627],Moussa Diabaté UNDER PRA 20.5 (STANDARD) [id:10644056],0,
3,Davion Mitchell OVER PA 11.5 (GOBLIN) [id:10650767] | Kel'el Ware UNDER PTS 12 (STANDARD) [id:10650500] | Royce O'Neale UNDER AST 2.5 (STANDARD) [id:10649496],0.1812490979568304,6.0,1.0,6.0,1.0874945877409823,6.0,atlas,0.5663988944672477,0.026629011388658894,Davion Mitchell OVER PA 11.5 (GOBLIN) [id:10650767] | Kel'el Ware UNDER PTS 12 (STANDARD) [id:10650500] | Royce O'Neale UNDER AST 2.5 (STANDARD) [id:10649496],0.0,0.0,0.0,0.0,0.0,0,0.0,1.0874945877409823,"['davion mitchell', ""kel'el ware"", ""royce o'neale""]",1,Davion Mitchell OVER PA 11.5 (GOBLIN) [id:10650767],Kel'el Ware UNDER PTS 12 (STANDARD) [id:10650500],Royce O'Neale UNDER AST 2.5 (STANDARD) [id:10649496],0,
3,Naz Reid OVER REB 4.5 (GOBLIN) [id:10652124] | Oso Ighodaro OVER PR 12.5 (STANDARD) [id:10649471] | Kel'el Ware UNDER PR 22.5 (STANDARD) [id:10650504],0.17886025972369052,6.0,1.0,6.0,1.073161558342143,6.0,atlas,0.5663648111751428,0.04403797152770383,Naz Reid OVER REB 4.5 (GOBLIN) [id:10652124] | Oso Ighodaro OVER PR 12.5 (STANDARD) [id:10649471] | Kel'el Ware UNDER PR 22.5 (STANDARD) [id:10650504],0.0,0.0,0.0,0.0,0.0,0,0.0,1.073161558342143,"['naz reid', 'oso ighodaro', ""kel'el ware""]",1,Naz Reid OVER REB 4.5 (GOBLIN) [id:10652124],Oso Ighodaro OVER PR 12.5 (STANDARD) [id:10649471],Kel'el Ware UNDER PR 22.5 (STANDARD) [id:10650504],0,
3,Coby White OVER PTS 11.5 (GOBLIN) [id:10644469] | De'Aaron Fox UNDER PR 22.5 (STANDARD) [id:10649863] | Bam Adebayo OVER RA 12.5 (STANDARD) [id:10650494],0.17726135595676537,6.0,1.0,6.0,1.0635681357405922,6.0,atlas,0.5623843841238295,0.04232875669655789,Coby White OVER PTS 11.5 (GOBLIN) [id:10644469] | De'Aaron Fox UNDER PR 22.5 (STANDARD) [id:10649863] | Bam Adebayo OVER RA 12.5 (STANDARD) [id:10650494],0.0,0.0,0.0,0.0,0.0,0,0.0,1.0635681357405922,"['coby white', ""de'aaron fox"", 'bam adebayo']",1,Coby White OVER PTS 11.5 (GOBLIN) [id:10644469],De'Aaron Fox UNDER PR 22.5 (STANDARD) [id:10649863],Bam Adebayo OVER RA 12.5 (STANDARD) [id:10650494],0,
3,Ryan Kalkbrenner OVER PTS 3.5 (GOBLIN) [id:10655497] | Trendon Watford UNDER PTS 8.5 (STANDARD) [id:10648231] | Tyler Herro OVER PRA 31 (STANDARD) [id:10644163],0.17716438086765637,6.0,1.0,6.0,1.0629862852059382,6.0,atlas,0.5625658600886396,0.042705671021960274,Ryan Kalkbrenner OVER PTS 3.5 (GOBLIN) [id:10655497] | Trendon Watford UNDER PTS 8.5 (STANDARD) [id:10648231] | Tyler Herro OVER PRA 31 (STANDARD) [id:10644163],0.0,0.0,0.0,0.0,0.0,0,0.0,1.0629862852059382,"['ryan kalkbrenner', 'trendon watford', 'tyler herro']",1,Ryan Kalkbrenner OVER PTS 3.5 (GOBLIN) [id:10655497],Trendon Watford UNDER PTS 8.5 (STANDARD) [id:10648231],Tyler Herro OVER PRA 31 (STANDARD) [id:10644163],0,
3,Kon Knueppel OVER PR 19.5 (GOBLIN) [id:10644514] | Donte DiVincenzo UNDER PA 17.5 (STANDARD) [id:10649232] | Kel'el Ware UNDER PR 22.5 (STANDARD) [id:10650504],0.17620090746174027,6.0,1.0,6.0,1.0572054447704415,6.0,atlas,0.5638848878573962,0.026863551747367626,Kon Knueppel OVER PR 19.5 (GOBLIN) [id:10644514] | Donte DiVincenzo UNDER PA 17.5 (STANDARD) [id:10649232] | Kel'el Ware UNDER PR 22.5 (STANDARD) [id:10650504],0.0,0.0,0.0,0.0,0.0,0,0.0,1.0572054447704415,"['kon knueppel', 'donte divincenzo', ""kel'el ware""]",1,Kon Knueppel OVER PR 19.5 (GOBLIN) [id:10644514],Donte DiVincenzo UNDER PA 17.5 (STANDARD) [id:10649232],Kel'el Ware UNDER PR 22.5 (STANDARD) [id:10650504],0,
3,Brandon Miller OVER RA 7.5 (GOBLIN) [id:10645574] | Shai Gilgeous-Alexander UNDER PA 39 (STANDARD) [id:10645028] | Devin Booker OVER PRA 36 (STANDARD) [id:10649193],0.17610729728087596,6.0,1.0,6.0,1.0566437836852558,6.0,atlas,0.5615902759247438,0.05526152862024433,Brandon Miller OVER RA 7.5 (GOBLIN) [id:10645574] | Shai Gilgeous-Alexander UNDER PA 39 (STANDARD) [id:10645028] | Devin Booker OVER PRA 36 (STANDARD) [id:10649193],0.0,0.0,0.0,0.0,0.0,0,0.0,1.0566437836852558,"['brandon miller', 'shai gilgeous-alexander', 'devin booker']",1,Brandon Miller OVER RA 7.5 (GOBLIN) [id:10645574],Shai Gilgeous-Alexander UNDER PA 39 (STANDARD) [id:10645028],Devin Booker OVER PRA 36 (STANDARD) [id:10649193],0,
3,Oso Ighodaro OVER PRA 13.5 (GOBLIN) [id:10649476] | Moussa Diabaté UNDER PA 10.5 (STANDARD) [id:10644054] | Myles Turner OVER PRA 16.5 (STANDARD) [id:10645806],0.17569406431387832,6.0,1.0,6.0,1.0541643858832699,6.0,atlas,0.5638083961145925,0.08350271756661691,Oso Ighodaro OVER PRA 13.5 (GOBLIN) [id:10649476] | Moussa Diabaté UNDER PA 10.5 (STANDARD) [id:10644054] | Myles Turner OVER PRA 16.5 (STANDARD) [id:10645806],0.0,0.0,0.0,0.0,0.0,0,0.0,1.0541643858832699,"['oso ighodaro', 'moussa diabaté', 'myles turner']",1,Oso Ighodaro OVER PRA 13.5 (GOBLIN) [id:10649476],Moussa Diabaté UNDER PA 10.5 (STANDARD) [id:10644054],Myles Turner OVER PRA 16.5 (STANDARD) [id:10645806],0,
3,Donovan Mitchell OVER REB 2.5 (GOBLIN) [id:10645092] | Moussa Diabaté UNDER PR 19 (STANDARD) [id:10644055] | Brandon Miller OVER PRA 30.5 (STANDARD) [id:10643829],0.1752268081092271,6.0,1.0,6.0,1.0513608486553627,6.0,atlas,0.5650670313999391,0.05466938632463308,Donovan Mitchell OVER REB 2.5 (GOBLIN) [id:10645092] | Moussa Diabaté UNDER PR 19 (STANDARD) [id:10644055] | Brandon Miller OVER PRA 30.5 (STANDARD) [id:10643829],0.0,0.0,0.0,0.0,0.0,0,0.0,1.0513608486553627,"['donovan mitchell', 'moussa diabaté', 'brandon miller']",1,Donovan Mitchell OVER REB 2.5 (GOBLIN) [id:10645092],Moussa Diabaté UNDER PR 19 (STANDARD) [id:10644055],Brandon Miller OVER PRA 30.5 (STANDARD) [id:10643829],0,
3,Devin Booker OVER RA 7.5 (GOBLIN) [id:10649206] | Davion Mitchell OVER PA 13.5 (STANDARD) [id:10644481] | Trendon Watford UNDER PR 12.5 (STANDARD) [id:10644892],0.17382600280473545,6.0,1.0,6.0,1.0429560168284127,6.0,atlas,0.5589646215438294,0.05497563134545979,Devin Booker OVER RA 7.5 (GOBLIN) [id:10649206] | Davion Mitchell OVER PA 13.5 (STANDARD) [id:10644481] | Trendon Watford UNDER PR 12.5 (STANDARD) [id:10644892],0.0,0.0,0.0,0.0,0.0,0,0.0,1.0429560168284127,"['devin booker', 'davion mitchell', 'trendon watford']",1,Devin Booker OVER RA 7.5 (GOBLIN) [id:10649206],Davion Mitchell OVER PA 13.5 (STANDARD) [id:10644481],Trendon Watford UNDER PR 12.5 (STANDARD) [id:10644892],0,
3,Jaime Jaquez OVER PRA 20.5 (GOBLIN) [id:10647779] | Oso Ighodaro OVER PR 12.5 (STANDARD) [id:10649471] | Shai Gilgeous-Alexander UNDER PA 39 (STANDARD) [id:10645028],0.17243200120984412,6.0,1.0,6.0,1.0345920072590646,6.0,atlas,0.5580469270686157,0.05545584454208913,Jaime Jaquez OVER PRA 20.5 (GOBLIN) [id:10647779] | Oso Ighodaro OVER PR 12.5 (STANDARD) [id:10649471] | Shai Gilgeous-Alexander UNDER PA 39 (STANDARD) [id:10645028],0.0,0.0,0.0,0.0,0.0,0,0.0,1.0345920072590646,"['jaime jaquez', 'oso ighodaro', 'shai gilgeous-alexander']",1,Jaime Jaquez OVER PRA 20.5 (GOBLIN) [id:10647779],Oso Ighodaro OVER PR 12.5 (STANDARD) [id:10649471],Shai Gilgeous-Alexander UNDER PA 39 (STANDARD) [id:10645028],0,
3,Collin Gillespie OVER RA 7.5 (GOBLIN) [id:10652170] | Dennis Schröder UNDER PR 10.5 (STANDARD) [id:10645781] | Karl-Anthony Towns UNDER PR 32.5 (STANDARD) [id:10650137],0.1719302398972214,6.0,1.0,6.0,1.0315814393833285,6.0,atlas,0.5561310932114804,0.027464423723102,Collin Gillespie OVER RA 7.5 (GOBLIN) [id:10652170] | Dennis Schröder UNDER PR 10.5 (STANDARD) [id:10645781] | Karl-Anthony Towns UNDER PR 32.5 (STANDARD) [id:10650137],0.0,0.0,0.0,0.0,0.0,0,0.0,1.0315814393833285,"['collin gillespie', 'dennis schröder', 'karl-anthony towns']",1,Collin Gillespie OVER RA 7.5 (GOBLIN) [id:10652170],Dennis Schröder UNDER PR 10.5 (STANDARD) [id:10645781],Karl-Anthony Towns UNDER PR 32.5 (STANDARD) [id:10650137],0,
3,Norman Powell OVER PA 21.5 (GOBLIN) [id:10654223] | Karl-Anthony Towns UNDER PA 23.5 (STANDARD) [id:10650136] | LaMelo Ball OVER RA 11.5 (STANDARD) [id:10646065],0.1712688942678823,6.0,1.0,6.0,1.0276133656072939,6.0,atlas,0.5554529644,0.053660100607599924,Norman Powell OVER PA 21.5 (GOBLIN) [id:10654223] | Karl-Anthony Towns UNDER PA 23.5 (STANDARD) [id:10650136] | LaMelo Ball OVER RA 11.5 (STANDARD) [id:10646065],0.0,0.0,0.0,0.0,0.0,0,0.0,1.0276133656072939,"['norman powell', 'karl-anthony towns', 'lamelo ball']",1,Norman Powell OVER PA 21.5 (GOBLIN) [id:10654223],Karl-Anthony Towns UNDER PA 23.5 (STANDARD) [id:10650136],LaMelo Ball OVER RA 11.5 (STANDARD) [id:10646065],0,
3,Collin Gillespie OVER PRA 17.5 (GOBLIN) [id:10649150] | Karl-Anthony Towns UNDER PA 23.5 (STANDARD) [id:10650136] | Bam Adebayo OVER RA 12.5 (STANDARD) [id:10650494],0.1698874529346779,6.0,1.0,6.0,1.0193247176080675,6.0,atlas,0.5539661647407264,0.05357236546405272,Collin Gillespie OVER PRA 17.5 (GOBLIN) [id:10649150] | Karl-Anthony Towns UNDER PA 23.5 (STANDARD) [id:10650136] | Bam Adebayo OVER RA 12.5 (STANDARD) [id:10650494],0.0,0.0,0.0,0.0,0.0,0,0.0,1.0193247176080675,"['collin gillespie', 'karl-anthony towns', 'bam adebayo']",1,Collin Gillespie OVER PRA 17.5 (GOBLIN) [id:10649150],Karl-Anthony Towns UNDER PA 23.5 (STANDARD) [id:10650136],Bam Adebayo OVER RA 12.5 (STANDARD) [id:10650494],0,
