rank,tier,player,team,opp,stat,direction,line,hit_probability_pct,p_cal,game_date,start_time,run_id,generated_at
10,STANDARD,Jamal Shead,TOR,CLE,PA,UNDER,15.5,86.5,0.8653742109863797,2026-05-01,2026-05-01T19:30:00.000-04:00,20260501_151508,2026-05-01 15:18:56
1,DEMON,Jarrett Allen,CLE,TOR,PRA,OVER,22.5,60.4,0.6036215420685126,2026-05-01,2026-05-01T19:30:00.000-04:00,20260501_151508,2026-05-01 15:18:56
2,DEMON,Jarrett Allen,CLE,TOR,PTS,OVER,13.5,67.1,0.670968640589188,2026-05-01,2026-05-01T19:30:00.000-04:00,20260501_151508,2026-05-01 15:18:56
3,DEMON,Sam Merrill,CLE,TOR,PA,OVER,9.5,52.5,0.524666076634058,2026-05-01,2026-05-01T19:30:00.000-04:00,20260501_151508,2026-05-01 15:18:56
4,DEMON,Sam Merrill,CLE,TOR,PTS,OVER,8.5,62.7,0.6271301806572662,2026-05-01,2026-05-01T19:30:00.000-04:00,20260501_151508,2026-05-01 15:18:56
5,DEMON,Jarrett Allen,CLE,TOR,PA,OVER,14.5,60.5,0.6049194583853794,2026-05-01,2026-05-01T19:30:00.000-04:00,20260501_151508,2026-05-01 15:18:56
6,DEMON,Jaxson Hayes,LAL,HOU,PTS,OVER,5.5,77.6,0.7755259396678816,2026-05-01,2026-05-01T21:30:00.000-04:00,20260501_151508,2026-05-01 15:18:56
7,DEMON,Jarrett Allen,CLE,TOR,PRA,OVER,24.5,56.8,0.5675806890852833,2026-05-01,2026-05-01T19:30:00.000-04:00,20260501_151508,2026-05-01 15:18:56
8,DEMON,Jarrett Allen,CLE,TOR,PR,OVER,22.5,55.3,0.5529725936157563,2026-05-01,2026-05-01T19:30:00.000-04:00,20260501_151508,2026-05-01 15:18:56
9,DEMON,Jaylon Tyson,CLE,TOR,PTS,OVER,7.5,33.9,0.3392047472690341,2026-05-01,2026-05-01T19:30:00.000-04:00,20260501_151508,2026-05-01 15:18:56
10,DEMON,Jaylon Tyson,CLE,TOR,PTS,OVER,9.5,32.8,0.3276678498755754,2026-05-01,2026-05-01T19:30:00.000-04:00,20260501_151508,2026-05-01 15:18:56
