n_legs,legs,hit_prob,payout_mult,kernel_mult,payout_mult_eff,ev_mult,atlas_power_mult,pricing_engine,avg_p,avg_fragility,slip_key,pen_team,pen_family,pen_frag,pen_total,role_ctx_bonus,role_ctx_on_legs,role_ctx_on_share,score_adj,players,beam_selected,leg_1,leg_2,leg_3,q_leg_count,q_players
3,LaMelo Ball OVER PA 19.5 (GOBLIN) [id:10646873] | Aaron Gordon OVER PRA 23.5 (STANDARD) [id:10644390] | Coby White OVER PA 16.5 (STANDARD) [id:10643854],0.912722573110602,6.0,1.0,6.0,5.476335438663612,6.0,atlas,0.9701529847015299,0.13705412405444004,LaMelo Ball OVER PA 19.5 (GOBLIN) [id:10646873] | Aaron Gordon OVER PRA 23.5 (STANDARD) [id:10644390] | Coby White OVER PA 16.5 (STANDARD) [id:10643854],0.0,0.0,0.0,0.0,0.0,0,0.0,5.476335438663612,"['lamelo ball', 'aaron gordon', 'coby white']",1,LaMelo Ball OVER PA 19.5 (GOBLIN) [id:10646873],Aaron Gordon OVER PRA 23.5 (STANDARD) [id:10644390],Coby White OVER PA 16.5 (STANDARD) [id:10643854],0,
3,Shai Gilgeous-Alexander OVER PRA 39.5 (GOBLIN) [id:10647903] | Keldon Johnson OVER PR 17.5 (STANDARD) [id:10650460] | Jaylon Tyson OVER PA 10.5 (STANDARD) [id:10645797],0.8760694054232897,6.0,1.0,6.0,5.256416432539738,6.0,atlas,0.9569876345698765,0.18001426522317354,Shai Gilgeous-Alexander OVER PRA 39.5 (GOBLIN) [id:10647903] | Keldon Johnson OVER PR 17.5 (STANDARD) [id:10650460] | Jaylon Tyson OVER PA 10.5 (STANDARD) [id:10645797],0.0,0.0,0.0,0.0,0.0,0,0.0,5.256416432539738,"['shai gilgeous-alexander', 'keldon johnson', 'jaylon tyson']",1,Shai Gilgeous-Alexander OVER PRA 39.5 (GOBLIN) [id:10647903],Keldon Johnson OVER PR 17.5 (STANDARD) [id:10650460],Jaylon Tyson OVER PA 10.5 (STANDARD) [id:10645797],0,
3,Jaime Jaquez OVER PRA 19.5 (GOBLIN) [id:10644506] | Mitchell Robinson OVER PR 13.5 (STANDARD) [id:10650957] | Aaron Gordon OVER PRA 23.5 (STANDARD) [id:10644390],0.8754187881195001,6.0,1.0,6.0,5.252512728717001,6.0,atlas,0.9568543145685431,0.18837913043097596,Jaime Jaquez OVER PRA 19.5 (GOBLIN) [id:10644506] | Mitchell Robinson OVER PR 13.5 (STANDARD) [id:10650957] | Aaron Gordon OVER PRA 23.5 (STANDARD) [id:10644390],0.0,0.0,0.0,0.0,0.0,0,0.0,5.252512728717001,"['jaime jaquez', 'mitchell robinson', 'aaron gordon']",1,Jaime Jaquez OVER PRA 19.5 (GOBLIN) [id:10644506],Mitchell Robinson OVER PR 13.5 (STANDARD) [id:10650957],Aaron Gordon OVER PRA 23.5 (STANDARD) [id:10644390],0,
3,James Harden OVER PRA 29.5 (GOBLIN) [id:10646781] | Ryan Kalkbrenner OVER REB 4.5 (STANDARD) [id:10644136] | Andrew Nembhard OVER PRA 22.5 (STANDARD) [id:10650929],0.875301957532681,6.0,1.0,6.0,5.251811745196086,6.0,atlas,0.9567209945672098,0.15485384887747602,James Harden OVER PRA 29.5 (GOBLIN) [id:10646781] | Ryan Kalkbrenner OVER REB 4.5 (STANDARD) [id:10644136] | Andrew Nembhard OVER PRA 22.5 (STANDARD) [id:10650929],0.0,0.0,0.0,0.0,0.0,0,0.0,5.251811745196086,"['james harden', 'ryan kalkbrenner', 'andrew nembhard']",1,James Harden OVER PRA 29.5 (GOBLIN) [id:10646781],Ryan Kalkbrenner OVER REB 4.5 (STANDARD) [id:10644136],Andrew Nembhard OVER PRA 22.5 (STANDARD) [id:10650929],0,
3,LaMelo Ball OVER RA 9.5 (GOBLIN) [id:10645625] | Mitchell Robinson OVER RA 9.5 (STANDARD) [id:10653570] | Alex Caruso OVER PRA 10.5 (STANDARD) [id:10649899],0.8723502415175403,6.0,1.0,6.0,5.234101449105242,6.0,atlas,0.9555877745558777,0.14796243696791864,LaMelo Ball OVER RA 9.5 (GOBLIN) [id:10645625] | Mitchell Robinson OVER RA 9.5 (STANDARD) [id:10653570] | Alex Caruso OVER PRA 10.5 (STANDARD) [id:10649899],0.0,0.0,0.0,0.0,0.0,0,0.0,5.234101449105242,"['lamelo ball', 'mitchell robinson', 'alex caruso']",1,LaMelo Ball OVER RA 9.5 (GOBLIN) [id:10645625],Mitchell Robinson OVER RA 9.5 (STANDARD) [id:10653570],Alex Caruso OVER PRA 10.5 (STANDARD) [id:10649899],0,
3,Tre Johnson OVER PA 11.5 (GOBLIN) [id:10650521] | Shai Gilgeous-Alexander OVER PRA 43.5 (STANDARD) [id:10645030] | Davion Mitchell OVER RA 7.5 (STANDARD) [id:10643888],0.8680054527502683,6.0,1.0,6.0,5.208032716501609,6.0,atlas,0.953954604539546,0.19489060175647832,Tre Johnson OVER PA 11.5 (GOBLIN) [id:10650521] | Shai Gilgeous-Alexander OVER PRA 43.5 (STANDARD) [id:10645030] | Davion Mitchell OVER RA 7.5 (STANDARD) [id:10643888],0.0,0.0,0.0,0.0,0.0,0,0.0,5.208032716501609,"['tre johnson', 'shai gilgeous-alexander', 'davion mitchell']",1,Tre Johnson OVER PA 11.5 (GOBLIN) [id:10650521],Shai Gilgeous-Alexander OVER PRA 43.5 (STANDARD) [id:10645030],Davion Mitchell OVER RA 7.5 (STANDARD) [id:10643888],0,
3,Kon Knueppel OVER PTS 14.5 (GOBLIN) [id:10643967] | LaMelo Ball OVER PRA 32.5 (STANDARD) [id:10644003] | Malik Monk OVER PRA 16.5 (STANDARD) [id:10651070],0.8655295152712927,6.0,1.0,6.0,5.193177091627756,6.0,atlas,0.9530880245308803,0.10961454652176877,Kon Knueppel OVER PTS 14.5 (GOBLIN) [id:10643967] | LaMelo Ball OVER PRA 32.5 (STANDARD) [id:10644003] | Malik Monk OVER PRA 16.5 (STANDARD) [id:10651070],0.0,0.0,0.0,0.0,0.0,0,0.0,5.193177091627756,"['kon knueppel', 'lamelo ball', 'malik monk']",1,Kon Knueppel OVER PTS 14.5 (GOBLIN) [id:10643967],LaMelo Ball OVER PRA 32.5 (STANDARD) [id:10644003],Malik Monk OVER PRA 16.5 (STANDARD) [id:10651070],0,
3,Brandon Miller OVER PRA 24.5 (GOBLIN) [id:10644465] | Jaylon Tyson OVER PRA 14.5 (STANDARD) [id:10645798] | Ryan Rollins OVER PRA 26.5 (STANDARD) [id:10649072],0.8623351367346881,6.0,1.0,6.0,5.174010820408128,6.0,atlas,0.9519548045195481,0.1483977042726137,Brandon Miller OVER PRA 24.5 (GOBLIN) [id:10644465] | Jaylon Tyson OVER PRA 14.5 (STANDARD) [id:10645798] | Ryan Rollins OVER PRA 26.5 (STANDARD) [id:10649072],0.0,0.0,0.0,0.0,0.0,0,0.0,5.174010820408128,"['brandon miller', 'jaylon tyson', 'ryan rollins']",1,Brandon Miller OVER PRA 24.5 (GOBLIN) [id:10644465],Jaylon Tyson OVER PRA 14.5 (STANDARD) [id:10645798],Ryan Rollins OVER PRA 26.5 (STANDARD) [id:10649072],0,
3,Tyler Herro OVER PRA 24.5 (GOBLIN) [id:10644593] | Isaiah Hartenstein OVER PR 16 (STANDARD) [id:10645000] | Tobias Harris OVER PR 18 (STANDARD) [id:10647497],0.8618924214480561,6.0,1.0,6.0,5.171354528688337,6.0,atlas,0.9522214445222144,0.19253315524876732,Tyler Herro OVER PRA 24.5 (GOBLIN) [id:10644593] | Isaiah Hartenstein OVER PR 16 (STANDARD) [id:10645000] | Tobias Harris OVER PR 18 (STANDARD) [id:10647497],0.0,0.0,0.0,0.0,0.0,0,0.0,5.171354528688337,"['tyler herro', 'isaiah hartenstein', 'tobias harris']",1,Tyler Herro OVER PRA 24.5 (GOBLIN) [id:10644593],Isaiah Hartenstein OVER PR 16 (STANDARD) [id:10645000],Tobias Harris OVER PR 18 (STANDARD) [id:10647497],0,
3,Shai Gilgeous-Alexander OVER PTS 29.5 (GOBLIN) [id:10645025] | Andrew Nembhard OVER PRA 22.5 (STANDARD) [id:10650929] | Isaiah Hartenstein OVER RA 11 (STANDARD) [id:10645005],0.8569072574903032,6.0,1.0,6.0,5.1414435449418185,6.0,atlas,0.9499550044995501,0.15371421988239373,Shai Gilgeous-Alexander OVER PTS 29.5 (GOBLIN) [id:10645025] | Andrew Nembhard OVER PRA 22.5 (STANDARD) [id:10650929] | Isaiah Hartenstein OVER RA 11 (STANDARD) [id:10645005],0.0,0.0,0.0,0.0,0.0,0,0.0,5.1414435449418185,"['shai gilgeous-alexander', 'andrew nembhard', 'isaiah hartenstein']",1,Shai Gilgeous-Alexander OVER PTS 29.5 (GOBLIN) [id:10645025],Andrew Nembhard OVER PRA 22.5 (STANDARD) [id:10650929],Isaiah Hartenstein OVER RA 11 (STANDARD) [id:10645005],0,
3,Keldon Johnson OVER PRA 15.5 (GOBLIN) [id:10651714] | Tre Johnson OVER PA 14.5 (STANDARD) [id:10648423] | Jaylon Tyson OVER PR 12.5 (STANDARD) [id:10645176],0.8567640308400953,6.0,1.0,6.0,5.140584185040572,6.0,atlas,0.9498883444988836,0.2497747640948839,Keldon Johnson OVER PRA 15.5 (GOBLIN) [id:10651714] | Tre Johnson OVER PA 14.5 (STANDARD) [id:10648423] | Jaylon Tyson OVER PR 12.5 (STANDARD) [id:10645176],0.0,0.0,0.0,0.0,0.0,0,0.0,5.140584185040572,"['keldon johnson', 'tre johnson', 'jaylon tyson']",1,Keldon Johnson OVER PRA 15.5 (GOBLIN) [id:10651714],Tre Johnson OVER PA 14.5 (STANDARD) [id:10648423],Jaylon Tyson OVER PR 12.5 (STANDARD) [id:10645176],0,
3,Kon Knueppel OVER PA 19.5 (GOBLIN) [id:10644511] | Caris LeVert OVER PR 9.5 (STANDARD) [id:10653527] | Tyler Herro OVER PTS 21.5 (STANDARD) [id:10644159],0.8535184523735058,6.0,1.0,6.0,5.121110714241034,6.0,atlas,0.9487551244875512,0.15766106755894443,Kon Knueppel OVER PA 19.5 (GOBLIN) [id:10644511] | Caris LeVert OVER PR 9.5 (STANDARD) [id:10653527] | Tyler Herro OVER PTS 21.5 (STANDARD) [id:10644159],0.0,0.0,0.0,0.0,0.0,0,0.0,5.121110714241034,"['kon knueppel', 'caris levert', 'tyler herro']",1,Kon Knueppel OVER PA 19.5 (GOBLIN) [id:10644511],Caris LeVert OVER PR 9.5 (STANDARD) [id:10653527],Tyler Herro OVER PTS 21.5 (STANDARD) [id:10644159],0,
3,Kon Knueppel OVER PRA 25.5 (GOBLIN) [id:10645615] | Ausar Thompson OVER RA 7.5 (STANDARD) [id:10647429] | Bam Adebayo OVER RA 12.5 (STANDARD) [id:10650494],0.8534693982392179,6.0,1.0,6.0,5.120816389435307,6.0,atlas,0.9487551244875512,0.1668376118915946,Kon Knueppel OVER PRA 25.5 (GOBLIN) [id:10645615] | Ausar Thompson OVER RA 7.5 (STANDARD) [id:10647429] | Bam Adebayo OVER RA 12.5 (STANDARD) [id:10650494],0.0,0.0,0.0,0.0,0.0,0,0.0,5.120816389435307,"['kon knueppel', 'ausar thompson', 'bam adebayo']",1,Kon Knueppel OVER PRA 25.5 (GOBLIN) [id:10645615],Ausar Thompson OVER RA 7.5 (STANDARD) [id:10647429],Bam Adebayo OVER RA 12.5 (STANDARD) [id:10650494],0,
3,Josh Hart OVER RA 9.5 (GOBLIN) [id:10652391] | Norman Powell OVER PTS 21 (STANDARD) [id:10644079] | Ryan Kalkbrenner OVER PR 10.5 (STANDARD) [id:10650365],0.8524440046900453,6.0,1.0,6.0,5.114664028140272,6.0,atlas,0.948955104489551,0.11604867908649674,Josh Hart OVER RA 9.5 (GOBLIN) [id:10652391] | Norman Powell OVER PTS 21 (STANDARD) [id:10644079] | Ryan Kalkbrenner OVER PR 10.5 (STANDARD) [id:10650365],0.0,0.0,0.0,0.0,0.0,0,0.0,5.114664028140272,"['josh hart', 'norman powell', 'ryan kalkbrenner']",1,Josh Hart OVER RA 9.5 (GOBLIN) [id:10652391],Norman Powell OVER PTS 21 (STANDARD) [id:10644079],Ryan Kalkbrenner OVER PR 10.5 (STANDARD) [id:10650365],0,
3,Tre Johnson OVER PR 11.5 (GOBLIN) [id:10650522] | Ivica Zubac OVER PR 17.5 (STANDARD) [id:10650935] | Sam Merrill OVER PA 11.5 (STANDARD) [id:10645812],0.8520674039190751,6.0,1.0,6.0,5.112404423514451,6.0,atlas,0.9483551644835516,0.2565961979208679,Tre Johnson OVER PR 11.5 (GOBLIN) [id:10650522] | Ivica Zubac OVER PR 17.5 (STANDARD) [id:10650935] | Sam Merrill OVER PA 11.5 (STANDARD) [id:10645812],0.0,0.0,0.0,0.0,0.0,0,0.0,5.112404423514451,"['tre johnson', 'ivica zubac', 'sam merrill']",1,Tre Johnson OVER PR 11.5 (GOBLIN) [id:10650522],Ivica Zubac OVER PR 17.5 (STANDARD) [id:10650935],Sam Merrill OVER PA 11.5 (STANDARD) [id:10645812],0,
