n_legs,legs,hit_prob,payout_mult,kernel_mult,payout_mult_eff,ev_mult,atlas_power_mult,pricing_engine,avg_p,avg_fragility,slip_key,pen_team,pen_family,pen_frag,pen_total,role_ctx_bonus,role_ctx_on_legs,role_ctx_on_share,score_adj,players,beam_selected,leg_1,leg_2,leg_3,leg_4,q_leg_count,q_players
4,Ryan Kalkbrenner OVER PA 4.5 (GOBLIN) [id:10644578] | Tristan Silva UNDER PRA 17.5 (STANDARD) [id:10648741] | LaMelo Ball OVER RA 11.5 (STANDARD) [id:10646065] | Coby White OVER PRA 23.5 (DEMON) [id:10645582],0.10819845183123854,10.0,1.0,10.0,1.0819845183123853,10.0,atlas,0.5743977652709269,0.060274098500426254,Ryan Kalkbrenner OVER PA 4.5 (GOBLIN) [id:10644578] | Tristan Silva UNDER PRA 17.5 (STANDARD) [id:10648741] | LaMelo Ball OVER RA 11.5 (STANDARD) [id:10646065] | Coby White OVER PRA 23.5 (DEMON) [id:10645582],0.0,0.0,0.0,0.0,0.0,0,0.0,1.0819845183123853,"['ryan kalkbrenner', 'tristan silva', 'lamelo ball', 'coby white']",1,Ryan Kalkbrenner OVER PA 4.5 (GOBLIN) [id:10644578],Tristan Silva UNDER PRA 17.5 (STANDARD) [id:10648741],LaMelo Ball OVER RA 11.5 (STANDARD) [id:10646065],Coby White OVER PRA 23.5 (DEMON) [id:10645582],0,
4,Jaime Jaquez OVER PTS 12.5 (GOBLIN) [id:10645604] | Moussa Diabaté UNDER PA 10.5 (STANDARD) [id:10644054] | Bam Adebayo OVER RA 12.5 (STANDARD) [id:10650494] | Grant Williams OVER REB 3.5 (DEMON) [id:10643915],0.09398044980434814,10.0,1.0,10.0,0.9398044980434814,10.0,atlas,0.5537179360037081,0.044557131886562615,Jaime Jaquez OVER PTS 12.5 (GOBLIN) [id:10645604] | Moussa Diabaté UNDER PA 10.5 (STANDARD) [id:10644054] | Bam Adebayo OVER RA 12.5 (STANDARD) [id:10650494] | Grant Williams OVER REB 3.5 (DEMON) [id:10643915],0.0,0.0,0.0,0.0,0.0,0,0.0,0.9398044980434814,"['jaime jaquez', 'moussa diabaté', 'bam adebayo', 'grant williams']",1,Jaime Jaquez OVER PTS 12.5 (GOBLIN) [id:10645604],Moussa Diabaté UNDER PA 10.5 (STANDARD) [id:10644054],Bam Adebayo OVER RA 12.5 (STANDARD) [id:10650494],Grant Williams OVER REB 3.5 (DEMON) [id:10643915],0,
4,Collin Gillespie OVER REB 2.5 (GOBLIN) [id:10649155] | Moussa Diabaté UNDER PTS 8.5 (STANDARD) [id:10644053] | Bam Adebayo OVER PTS 20.5 (STANDARD) [id:10643796] | Jordan Goodwin OVER REB 3.5 (DEMON) [id:10652152],0.09329600763755817,10.0,1.0,10.0,0.9329600763755818,10.0,atlas,0.5529121771744095,0.03690289769944741,Collin Gillespie OVER REB 2.5 (GOBLIN) [id:10649155] | Moussa Diabaté UNDER PTS 8.5 (STANDARD) [id:10644053] | Bam Adebayo OVER PTS 20.5 (STANDARD) [id:10643796] | Jordan Goodwin OVER REB 3.5 (DEMON) [id:10652152],0.0,0.0,0.0,0.0,0.0,0,0.0,0.9329600763755818,"['collin gillespie', 'moussa diabaté', 'bam adebayo', 'jordan goodwin']",1,Collin Gillespie OVER REB 2.5 (GOBLIN) [id:10649155],Moussa Diabaté UNDER PTS 8.5 (STANDARD) [id:10644053],Bam Adebayo OVER PTS 20.5 (STANDARD) [id:10643796],Jordan Goodwin OVER REB 3.5 (DEMON) [id:10652152],0,
4,Jalen Green OVER REB 3.5 (GOBLIN) [id:10649350] | Trendon Watford UNDER PTS 8.5 (STANDARD) [id:10648231] | De'Aaron Fox UNDER PTS 18.5 (STANDARD) [id:10649862] | Davion Mitchell OVER PRA 19.5 (DEMON) [id:10644490],0.0930781145993681,10.0,1.0,10.0,0.930781145993681,10.0,atlas,0.5525079358298407,0.03191378143899398,Jalen Green OVER REB 3.5 (GOBLIN) [id:10649350] | Trendon Watford UNDER PTS 8.5 (STANDARD) [id:10648231] | De'Aaron Fox UNDER PTS 18.5 (STANDARD) [id:10649862] | Davion Mitchell OVER PRA 19.5 (DEMON) [id:10644490],0.0,0.0,0.0,0.0,0.0,0,0.0,0.930781145993681,"['jalen green', 'trendon watford', ""de'aaron fox"", 'davion mitchell']",1,Jalen Green OVER REB 3.5 (GOBLIN) [id:10649350],Trendon Watford UNDER PTS 8.5 (STANDARD) [id:10648231],De'Aaron Fox UNDER PTS 18.5 (STANDARD) [id:10649862],Davion Mitchell OVER PRA 19.5 (DEMON) [id:10644490],0,
4,Rudy Gobert OVER REB 10.5 (GOBLIN) [id:10649560] | Donte DiVincenzo OVER PRA 21.5 (STANDARD) [id:10649234] | Devin Booker OVER PRA 36 (STANDARD) [id:10649193] | Norman Powell OVER PTS 22.5 (DEMON) [id:10645649],0.09231205458563085,10.0,1.0,10.0,0.9231205458563085,10.0,atlas,0.5512790080067892,0.06503869502204329,Rudy Gobert OVER REB 10.5 (GOBLIN) [id:10649560] | Donte DiVincenzo OVER PRA 21.5 (STANDARD) [id:10649234] | Devin Booker OVER PRA 36 (STANDARD) [id:10649193] | Norman Powell OVER PTS 22.5 (DEMON) [id:10645649],0.0,0.0,0.0,0.0,0.0,0,0.0,0.9231205458563085,"['rudy gobert', 'donte divincenzo', 'devin booker', 'norman powell']",1,Rudy Gobert OVER REB 10.5 (GOBLIN) [id:10649560],Donte DiVincenzo OVER PRA 21.5 (STANDARD) [id:10649234],Devin Booker OVER PRA 36 (STANDARD) [id:10649193],Norman Powell OVER PTS 22.5 (DEMON) [id:10645649],0,
4,Miles Bridges OVER PTS 11.5 (GOBLIN) [id:10644534] | Moussa Diabaté UNDER PRA 20.5 (STANDARD) [id:10644056] | Jett Howard UNDER PR 7.5 (STANDARD) [id:10648861] | Grayson Allen OVER PA 19.5 (DEMON) [id:10652205],0.09225001943531483,10.0,1.0,10.0,0.9225001943531483,10.0,atlas,0.5513294592655862,0.03233781177447133,Miles Bridges OVER PTS 11.5 (GOBLIN) [id:10644534] | Moussa Diabaté UNDER PRA 20.5 (STANDARD) [id:10644056] | Jett Howard UNDER PR 7.5 (STANDARD) [id:10648861] | Grayson Allen OVER PA 19.5 (DEMON) [id:10652205],0.0,0.0,0.0,0.0,0.0,0,0.0,0.9225001943531483,"['miles bridges', 'moussa diabaté', 'jett howard', 'grayson allen']",1,Miles Bridges OVER PTS 11.5 (GOBLIN) [id:10644534],Moussa Diabaté UNDER PRA 20.5 (STANDARD) [id:10644056],Jett Howard UNDER PR 7.5 (STANDARD) [id:10648861],Grayson Allen OVER PA 19.5 (DEMON) [id:10652205],0,
4,Grayson Allen OVER PRA 18.5 (GOBLIN) [id:10649764] | Davion Mitchell OVER RA 7.5 (STANDARD) [id:10643888] | Jordan Goodwin OVER PTS 5.5 (STANDARD) [id:10652151] | Brandon Miller OVER PTS 23.5 (DEMON) [id:10645571],0.0914492592223061,10.0,1.0,10.0,0.9144925922230609,10.0,atlas,0.5500440020929529,0.06633469748498343,Grayson Allen OVER PRA 18.5 (GOBLIN) [id:10649764] | Davion Mitchell OVER RA 7.5 (STANDARD) [id:10643888] | Jordan Goodwin OVER PTS 5.5 (STANDARD) [id:10652151] | Brandon Miller OVER PTS 23.5 (DEMON) [id:10645571],0.0,0.0,0.0,0.0,0.0,0,0.0,0.9144925922230609,"['grayson allen', 'davion mitchell', 'jordan goodwin', 'brandon miller']",1,Grayson Allen OVER PRA 18.5 (GOBLIN) [id:10649764],Davion Mitchell OVER RA 7.5 (STANDARD) [id:10643888],Jordan Goodwin OVER PTS 5.5 (STANDARD) [id:10652151],Brandon Miller OVER PTS 23.5 (DEMON) [id:10645571],0,
4,Devin Booker OVER PRA 29.5 (GOBLIN) [id:10652479] | Kel'el Ware UNDER PR 22.5 (STANDARD) [id:10650504] | Davion Mitchell OVER PA 13.5 (STANDARD) [id:10644481] | Collin Gillespie OVER PRA 21.5 (DEMON) [id:10649147],0.09120255900384605,10.0,1.0,10.0,0.9120255900384605,10.0,atlas,0.5496053774454955,0.06050421532018975,Devin Booker OVER PRA 29.5 (GOBLIN) [id:10652479] | Kel'el Ware UNDER PR 22.5 (STANDARD) [id:10650504] | Davion Mitchell OVER PA 13.5 (STANDARD) [id:10644481] | Collin Gillespie OVER PRA 21.5 (DEMON) [id:10649147],0.0,0.0,0.0,0.0,0.0,0,0.0,0.9120255900384605,"['devin booker', ""kel'el ware"", 'davion mitchell', 'collin gillespie']",1,Devin Booker OVER PRA 29.5 (GOBLIN) [id:10652479],Kel'el Ware UNDER PR 22.5 (STANDARD) [id:10650504],Davion Mitchell OVER PA 13.5 (STANDARD) [id:10644481],Collin Gillespie OVER PRA 21.5 (DEMON) [id:10649147],0,
4,Kon Knueppel OVER PTS 14.5 (GOBLIN) [id:10643967] | Bam Adebayo OVER PR 30.5 (STANDARD) [id:10643799] | Tyler Herro OVER PRA 31 (STANDARD) [id:10644163] | Collin Gillespie OVER PRA 23.5 (DEMON) [id:10649148],0.09107302783493608,10.0,1.0,10.0,0.9107302783493608,10.0,atlas,0.5495420564069142,0.07423852646029026,Kon Knueppel OVER PTS 14.5 (GOBLIN) [id:10643967] | Bam Adebayo OVER PR 30.5 (STANDARD) [id:10643799] | Tyler Herro OVER PRA 31 (STANDARD) [id:10644163] | Collin Gillespie OVER PRA 23.5 (DEMON) [id:10649148],0.0,0.0,0.0,0.0,0.0,0,0.0,0.9107302783493608,"['kon knueppel', 'bam adebayo', 'tyler herro', 'collin gillespie']",1,Kon Knueppel OVER PTS 14.5 (GOBLIN) [id:10643967],Bam Adebayo OVER PR 30.5 (STANDARD) [id:10643799],Tyler Herro OVER PRA 31 (STANDARD) [id:10644163],Collin Gillespie OVER PRA 23.5 (DEMON) [id:10649148],0,
4,Grayson Allen OVER PA 14.5 (GOBLIN) [id:10652204] | Julius Randle OVER PRA 34.5 (STANDARD) [id:10649386] | Moussa Diabaté UNDER PA 10.5 (STANDARD) [id:10644054] | Davion Mitchell OVER AST 5.5 (DEMON) [id:10643872],0.09099880765460493,10.0,1.0,10.0,0.9099880765460493,10.0,atlas,0.5493901836139685,0.05400621590426169,Grayson Allen OVER PA 14.5 (GOBLIN) [id:10652204] | Julius Randle OVER PRA 34.5 (STANDARD) [id:10649386] | Moussa Diabaté UNDER PA 10.5 (STANDARD) [id:10644054] | Davion Mitchell OVER AST 5.5 (DEMON) [id:10643872],0.0,0.0,0.0,0.0,0.0,0,0.0,0.9099880765460493,"['grayson allen', 'julius randle', 'moussa diabaté', 'davion mitchell']",1,Grayson Allen OVER PA 14.5 (GOBLIN) [id:10652204],Julius Randle OVER PRA 34.5 (STANDARD) [id:10649386],Moussa Diabaté UNDER PA 10.5 (STANDARD) [id:10644054],Davion Mitchell OVER AST 5.5 (DEMON) [id:10643872],0,
4,Grant Williams OVER REB 2.5 (GOBLIN) [id:10643917] | Kon Knueppel OVER PR 24.5 (STANDARD) [id:10643969] | Bam Adebayo OVER REB 9.5 (STANDARD) [id:10653980] | Jordan Goodwin OVER PTS 9.5 (DEMON) [id:10652176],0.0908897177987745,10.0,1.0,10.0,0.908897177987745,10.0,atlas,0.5491303493423916,0.05750104945579763,Grant Williams OVER REB 2.5 (GOBLIN) [id:10643917] | Kon Knueppel OVER PR 24.5 (STANDARD) [id:10643969] | Bam Adebayo OVER REB 9.5 (STANDARD) [id:10653980] | Jordan Goodwin OVER PTS 9.5 (DEMON) [id:10652176],0.0,0.0,0.0,0.0,0.0,0,0.0,0.908897177987745,"['grant williams', 'kon knueppel', 'bam adebayo', 'jordan goodwin']",1,Grant Williams OVER REB 2.5 (GOBLIN) [id:10643917],Kon Knueppel OVER PR 24.5 (STANDARD) [id:10643969],Bam Adebayo OVER REB 9.5 (STANDARD) [id:10653980],Jordan Goodwin OVER PTS 9.5 (DEMON) [id:10652176],0,
4,Miles Bridges OVER PTS 14.5 (GOBLIN) [id:10644027] | Jaime Jaquez OVER PA 18.5 (STANDARD) [id:10643938] | Oso Ighodaro OVER PRA 15.5 (STANDARD) [id:10649472] | Jordan Goodwin OVER REB 3.5 (DEMON) [id:10652152],0.0904660897228732,10.0,1.0,10.0,0.904660897228732,10.0,atlas,0.5484740773811916,0.0665956030356474,Miles Bridges OVER PTS 14.5 (GOBLIN) [id:10644027] | Jaime Jaquez OVER PA 18.5 (STANDARD) [id:10643938] | Oso Ighodaro OVER PRA 15.5 (STANDARD) [id:10649472] | Jordan Goodwin OVER REB 3.5 (DEMON) [id:10652152],0.0,0.0,0.0,0.0,0.0,0,0.0,0.904660897228732,"['miles bridges', 'jaime jaquez', 'oso ighodaro', 'jordan goodwin']",1,Miles Bridges OVER PTS 14.5 (GOBLIN) [id:10644027],Jaime Jaquez OVER PA 18.5 (STANDARD) [id:10643938],Oso Ighodaro OVER PRA 15.5 (STANDARD) [id:10649472],Jordan Goodwin OVER REB 3.5 (DEMON) [id:10652152],0,
4,Collin Gillespie OVER FG3M 1.5 (GOBLIN) [id:10649127] | Kel'el Ware UNDER PR 22.5 (STANDARD) [id:10650504] | Ayo Dosunmu OVER PTS 15.5 (STANDARD) [id:10649095] | Tyler Herro OVER PRA 34.5 (DEMON) [id:10644596],0.0896537699063462,10.0,1.0,10.0,0.896537699063462,10.0,atlas,0.5472213324753573,0.0463732469586368,Collin Gillespie OVER FG3M 1.5 (GOBLIN) [id:10649127] | Kel'el Ware UNDER PR 22.5 (STANDARD) [id:10650504] | Ayo Dosunmu OVER PTS 15.5 (STANDARD) [id:10649095] | Tyler Herro OVER PRA 34.5 (DEMON) [id:10644596],0.0,0.0,0.0,0.0,0.0,0,0.0,0.896537699063462,"['collin gillespie', ""kel'el ware"", 'ayo dosunmu', 'tyler herro']",1,Collin Gillespie OVER FG3M 1.5 (GOBLIN) [id:10649127],Kel'el Ware UNDER PR 22.5 (STANDARD) [id:10650504],Ayo Dosunmu OVER PTS 15.5 (STANDARD) [id:10649095],Tyler Herro OVER PRA 34.5 (DEMON) [id:10644596],0,
4,Jaime Jaquez OVER PTS 11.5 (GOBLIN) [id:10644498] | Pelle Larsson OVER AST 3.5 (STANDARD) [id:10650476] | Tyler Herro OVER PR 27 (STANDARD) [id:10644162] | Ayo Dosunmu OVER PTS 17.5 (DEMON) [id:10649097],0.08798758088432386,10.0,1.0,10.0,0.8798758088432386,10.0,atlas,0.5448829457310567,0.05851895915592187,Jaime Jaquez OVER PTS 11.5 (GOBLIN) [id:10644498] | Pelle Larsson OVER AST 3.5 (STANDARD) [id:10650476] | Tyler Herro OVER PR 27 (STANDARD) [id:10644162] | Ayo Dosunmu OVER PTS 17.5 (DEMON) [id:10649097],0.0,0.0,0.0,0.0,0.0,0,0.0,0.8798758088432386,"['jaime jaquez', 'pelle larsson', 'tyler herro', 'ayo dosunmu']",1,Jaime Jaquez OVER PTS 11.5 (GOBLIN) [id:10644498],Pelle Larsson OVER AST 3.5 (STANDARD) [id:10650476],Tyler Herro OVER PR 27 (STANDARD) [id:10644162],Ayo Dosunmu OVER PTS 17.5 (DEMON) [id:10649097],0,
